"movie_id","studio_id"
"GBS42","Paramount"
"GBS90","SMGM"
"GBS93","SMGM"
"GBS95","SMGM"
"GBS96","SMGM"
"GBS97","SMGM"
"GBS100","SMGM"
"GBS102","SMGM"
"GBS103","SMGM"
"GBS110","SMGM"
"GBS115","SMGM"
"GBS120","SMGM"
"GBS130","SMGM"
"GBS132","SMGM"
"GBS140","SMGM"
"GBS144","SMGM"
"GBS145","SMGM"
"GBS150","SMGM"
"BHd10","SU:"
"DGP1","SU:"
"HBn5","SU:"
"HBn8","Universal"
"HBn10","SU:"
"HBn12","SU:"
"HBn21","SU:"
"HBn25","Paramount"
"HHS3",
"HHS8",
"HHS9","SU:"
"HHS12","SU:"
"HHS13","SU:"
"HHS14","SU:"
"HHS15","SU:"
"HHS16","SU:"
"HHS22","SU:"
"HHS24","SU:"
"HHS26","SU:"
"HHS28","SU:"
"HHS36","SU:"
"HHS38","SU:"
"HHS48","SU:"
"HHS50","SU:"
"PW1","SU:"
"PW2","SU:"
"PW3","SU:"
"PW4","SUFA"
"Z4215","SU:"
"Z4220","SU:"
"Z4222","SU:"
"Z4225","SU:"
"AK1","Hungary"
"AK40","SL:USA"
"AK45","SL:USA"
"AK50","SParis"
"AK57","SEngland"
"AK58","SEngland"
"AK59","SEngland"
"AK78","SLondon Films"
"AK90","London Films"
"CC1","SU:"
"CC43","SMutual"
"CC50","SU:"
"CC62","SMutual"
"CC64","SMutual"
"CC66","SFirst National"
"CC68","SFirst National"
"CC72","SFirst National"
"CC73","SU:"
"CC75","SU.A."
"CC76","SU.A."
"CC79","SRepublic"
"CC80","SU:"
"CC80","SU:"
"CC82","SEngland"
"CC83.","SEngland"
"CGl10","SCines"
"CGl25","SCines"
"CGl35","SOlympus"
"CGl42","SU:"
"CGl44","SU:"
"CGl46","SU:"
"CGl48","SS.A. Grandi"
"CGl55","SU:"
"CGl70","SU:"
"CGl75","SU:"
"CGl85","SU:"
"CGl95","SU:"
"CGl103","SU:"
"CGl107","SU:"
"CGl115","SU:"
"CoC10","SU:"
"CWl10","Union"
"El9","Union"
"El13","Union"
"El15","Union"
"EL21","SUFA"
"EL28","SU:"
"EL29","Union SUFA"
"EL31","Union SUFA"
"EL32","Union SUFA"
"EL33","SMeester Film"
"EL34","SMeester Film"
"El35","Union SUFA"
"EL36","Union SUFA"
"EL37","Union"
"EL38","Union SUFA"
"EL39","SLubitsch Film SUFA"
"EL40","Lubitsch Film"
"EL41","SUS"
"EL44","Paramount"
"EL46","SU:"
"EL48","SMGM"
"EL49","SU:"
"EL51","Paramount"
"EL52","Paramount"
"EL54","Paramount"
"EL55","Paramount"
"EL57","Paramount"
"EL58","Paramount"
"EL60","Paramount"
"EL61","SMGM"
"EL62","Paramount"
"EL64","SMGM"
"EL67","SU.A."
"EL68","SFox"
"EL69","SFox"
"PFo10","SItala"
"PFo15","SItala"
"PFo20","SItala"
"PFo25","SItala"
"ReB8","SNew York"
"ReB10","SNew York"
"ASa14","SU:"
"ASa29","SU:"
"ASa30","SU:"
"ASa31","SFox"
"ASa34","SFox"
"ASa39","SU:"
"ASa41","SU:"
"ASa47","SU:"
"ASa50","SU:"
"ASa51","SU:"
"ECa10","SU:"
"ECa20","SU:"
"ECa30","SU:"
"ECa50","SU:"
"ECa55","SU:"
"ECa60","SU:"
"ECa64","SU:"
"ECa65","Paramount"
"ECa75","SU:"
"GD1","SDelia"
"GD2","SDelia"
"GD3","SDelia"
"GD7","SU:"
"GD10","SDelia"
"GD13","SDelia"
"GD19","SU:"
"GMf20","SFeature Play"
"GMf21","SFeature Play"
"GMf40","Paramount"
"GMf60","SMCA"
"GMf70","Paramount"
"GuS10","SCeasar"
"IGA30","SU:"
"IGA40","SU:"
"IGA50","SWarners"
"IGA60","SU:"
"IGA70","SU:"
"JGE10","SU:"
"JGE18","SU:"
"JGE20","SU:"
"JMa30","SUFA"
"JMa60","Universal"
"JMa70","SUS"
"LaW10","SThomas Edison"
"LFl30","SGaumont"
"LFl50","SGaumont"
"LFl70","SGaumont"
"RaW2","SU:"
"RaW13","SU:"
"RaW20","SU:"
"RaW24","SU:"
"RaW40","SFox"
"RaW41","SU:"
"RaW44","SU:"
"RaW59","SWarners"
"RaW60","SU:"
"RaW61","SWarners"
"RaW62","SU:"
"RaW64","SWarners"
"RaW65","SWarners"
"RaW66","SWarners"
"RaW70","SU:"
"RaW72","SWarners"
"RaW73","SWarners"
"RaW74","SU:"
"RaW75","SU:"
"RaW77","SRepublic"
"RaW80","SU:"
"RaW81","SU:"
"RaW82","S:Warners"
"RaW85","SWarners"
"RaW93","SU:"
"SG10","SU:"
"SG15","SU:"
"SG20","SU:"
"SG25","SU:"
"SG30","SU:"
"SG33","SU:"
"SG35","SU:"
"SG37","SU:"
"SG40","SU:"
"SG43","SU:"
"SG45","SU:"
"SG50","SU:"
"SG54","SGaumont"
"SG55","SU:"
"SG60","SU:"
"SG65","SU:"
"SG66","SGaumont"
"SG69","SGaumont"
"SG70","SU:"
"SG71","SGaumont"
"WDT17","SU:"
"WDT19","SPickford"
"WDT20","SU:"
"WDT27","SRealArt"
"WDT31","SU:"
"Z1510","SU:"
"Z1512","SU:"
"Z1514","SU:"
"Z1516","SU:"
"Z1518","SU:"
"Z1520","SU:"
"Z1522","SU:"
"Z1524","SU:"
"Z1526","SU:"
"Z1530","SU:"
"Z1532","SU:"
"Z1536","SU:"
"Z1538","SU:"
"Z1540","SU:"
"Z1542","SU:"
"Z1544","SU:"
"Z1546","SU:"
"Z1548","SU:"
"Z1550","SU:"
"Z1552","SU:"
"Z1556","SU:"
"Z1562","SU:"
"Z1564","SU:"
"Z1566","SU:"
"Z1568","SU:"
"Z1570","SU:"
"Z1572","SU:"
"Z1576","SU:"
"Z1578","SU:"
"Z1580","SU:"
"AB1","SL:\Fr"
"AB2","SNovissima SL:Italy"
"AG10","SL:\Fr"
"AG20","SWESTI"
"AG50","SL:\Fr"
"AG65","SU:"
"AG70","SU:"
"HK1","SU:"
"HK10","SU:"
"HK20","bws"
"HK25","SGoldwyn"
"HK30","SU:"
"HK50","SFox"
"HK56","SFox"
"HK58","SFox"
"HK63","SFox"
"HK66","SFox"
"HK67","SFox"
"HK71","SU:"
"HK72","SU:"
"HK75","SFox"
"HK76","SU:"
"HK77","SFox"
"HK79","SU:"
"HK80","SU:"
"HK82","SFox"
"HK83","SU:"
"HK89","SFox"
"HK91","SFox"
"HK92","SFox"
"HK94","SU:"
"JqF2","SGaumont"
"JqF4","SGaumont"
"JqF10","SU:"
"JqF20","SU:"
"JqF25","SU:"
"JqF30","SMGM"
"JqF40","STobis"
"JqF60","SU:"
"MaN30","SFirst National"
"MaN40","SU:"
"SFr42","SMGM"
"SFr43","SMGM"
"SFr46","SU:"
"SFr50","SU:"
"WDM3","Paramount"
"WDM5","Paramount"
"WDM10","SU:"
"WDM20","SU:"
"AbA10","SCeasar"
"AlW60","SFox"
"BsK10","SU:"
"BsK12","SU:"
"BsK13","SU:"
"BsK14","SU:"
"BsK15","SU:"
"BsK25","SU:"
"BsK26","SU:"
"BsK27","SFirst National"
"BsK32","SU:"
"BsK35","SU:"
"BsK37","Metro"
"BsK39","SU:"
"BsK40","SMetro-Goldwyn"
"BsK52","SU:"
"BsK55","SU:"
"BsK58","SU:"
"BsK59","SU:"
"BsK70","SU:"
"BsK82","SU:"
"BsK90","SPovert Row's Educational Pictures"
"BsK91","SPovert Row's Educational Pictures"
"BsK95","SPovert Row's Educational Pictures"
"FbM10","SAmbrosio"
"FLl4","SU:"
"FLl7","USA"
"FLl10","SU:"
"FLl20","SU:"
"FLl30","SWarners"
"FLl40","SFox"
"FLl50","SU:"
"FLl59","SU:"
"FLl62","SFox"
"FLl80","Paramount"
"FLl85","Paramount"
"GM190","SGoldwyn"
"GM200","Universal"
"GM210","Paramount"
"GM220","SU:"
"GM222","SU:"
"GM223","Paramount"
"GM224","Paramount"
"GM225","SU:"
"GM226","SU:"
"GM227","Paramount"
"GM230","SU:"
"GM237","Paramount"
"GM238","Paramount"
"GM242","Paramount"
"GM305","SMGM"
"GM310","Paramount"
"IF15","Universal"
"IF43","SFox"
"IF73","SU:"
"IF75","SU:"
"IF76","S:Columbia"
"IF77","SRKO"
"IF79","SFox"
"IF81","SU:"
"IF83","SSam Goldwyn"
"IF86","SU.A."
"IF87","SFox"
"IF90","SU:"
"IF91","SFox"
"IF94","SU:"
"IF98","SFox"
"IF99","SU:"
"IF101","SRKO"
"IF106","SRepublic"
"IF108","SMGM"
"IF109","SU:"
"IF111","SWarners"
"IF112","SWarners"
"IF113","SU:"
"IF115","SColumbia"
"IF120","Paramount"
"IF125","Paramount"
"ISR5","Famous Players"
"ISR10","SU:"
"ISR30","SFox"
"RAB10","Universal"
"RAB11","Universal"
"RAB12","Universal"
"RAB13","Universal"
"RAB14","Universal"
"RWN2","SU:"
"RWN20","Universal"
"RWN28","Universal"
"RWN34","Universal"
"RWN36","Universal"
"RWN38","Universal"
"RWN41","SU:"
"RWN44","Universal"
"RyB9","SMGM"
"RyB10","SMGM"
"RyB11","SU:"
"RyB14","SFox"
"ViS5","SIce-Kay Bee"
"ViS53","SU:"
"ViS58","Paramount Famous Lasky"
"ViS60","Paramount"
"ViS84","Paramount"
"ViS86","Paramount"
"ViS87","SU:"
"ChB2","SU:"
"ChB5","SU:"
"ChB9","SMGM"
"EvS1","SL:USA"
"EvS2","SU:"
"EvS3","SL:USA"
"EvS5","SMGM"
"EvS6","SMGM"
"EvS7","Paramount"
"EvS8","SL:USA"
"FrN2","SU:"
"FrN3","SU:"
"FrN4","SU:"
"FrN5","Paramount"
"FrN8","SMGM"
"FrN9","SU:"
"FrN11","SMGM"
"IMS10","SU:"
"IMS20","Universal"
"IMS30","Universal"
"IMS35","SMGM"
"IMS40","Universal"
"IMS50","S:Fox"
"IMS60","SFox"
"IMS70","SU:"
"JKm10","Paramount"
"KV23","SU:"
"KV24","SMGM"
"KV25","SMGM"
"KV26","SMGM"
"KV27","SMGM"
"KV28","SU:"
"KV31","SU:"
"KV32","SU:"
"KV34","SRKO"
"KV36","SU:"
"KV40","SGoldwyn"
"KV41","SEngland"
"KV43","SUS"
"KV50","SMGM"
"KV58","SWarners"
"KV62","SU:"
"KV64","SDeLaurentiis"
"TB10","SU:"
"TB15","SU:"
"TB34","SMGM"
"TB35","SMGM"
"TB40","SU:"
"TB45","SU:"
"TB50","SU:"
"TB55","Universal"
"TB60","SMGM"
"TB70","SU:"
"WAS50","SU:"
"WAS70","SU:"
"WAS80","SRKO"
"WAS82","SColumbia"
"WAS83","SRKO"
"WAS90","SU:"
"WAS95","SWarners"
"WAS110","SU:"
"WAS115","SRKO"
"WAS120","SU:"
"WAS125","Universal"
"WAS130","SU:"
"WvD34","SMGM"
"WvD38","SU:"
"WvD50","SU:"
"WvD51","SMGM"
"WvD53","SMGM"
"WvD54","SU:"
"San Francisco","bnw"
"WvD58","SMGM"
"WvD60","SMGM"
"WvD64","SMGM"
"WvD67","SMGM"
"WvD70","SMGM"
"WvD72","SMGM"
"WvD75","SMGM"
"WvD78","SU:"
"WvD79","SMGM"
"AlP50","SBritish Fox"
"C30","SL:Austria"
"C40","SL:Austria"
"C65","SU:"
"C76","SU:"
"C87","SU:"
"C89","SU:"
"C94","SWarners"
"C98","SU:"
"C101","SU:"
"C102","SU:"
"C104","SWarners"
"C109","S:Warners"
"C112","SWarners"
"C113","SWarners"
"C117","SFirst National"
"C119","SWarners"
"C120","SWarners"
"C121","SWarners"
"C122","SWarners"
"C123","SWarners"
"C124","SWarners"
"C126","SU:"
"C127","SWarners"
"C129","SU:"
"C131","SWarners"
"C134","SWarners"
"C135","SU:"
"C143","SWarners"
"C157","SWarners"
"C171","SMGM"
"CBa30","Paramount"
"CBa40","SFamous Players-Lasky"
"CBa45","SWarners"
"CBa50","SWarners"
"FL4","SU:"
"FL8","SU:"
"FL9","SU:"
"FL11","SDecla-Bioscoop"
"FL12","SDecla-Bioscoop"
"FL14","SU:"
"FL17","SU:"
"FL18","SU:"
"FL19","SMGM"
"FL20","SU.A."
"FL23","SFox"
"FL24","SFox"
"FL26","SL:USA"
"FL28","Paramount"
"FL29","Universal"
"FL30","United States Pictures"
"FL35","SRKO"
"FL40","SU:"
"FL41","SU:"
"FL43","SU:"
"FL44","SU:"
"FL45","SU:"
"FL46.","SU:"
"FM3","Prana"
"FM4","SUFA"
"FM6","SUFA"
"FM7","SFox"
"FM9","SL:USA"
"FM10","USA"
"GAr50","SU:"
"GAr58","SRKO"
"GAr59","SRKO"
"GAr60","SRKO"
"GAr80","Paramount"
"GF30","SFPL"
"GF31","SFPL"
"GF40","SU:"
"GF60","SU:"
"GF70","SU:"
"GF90","SL:\GB"
"GF150","SMGM"
"GF160","SMGM"
"GAr100","SU:"
"HB30","SU:"
"HB50","SU:"
"HB60","SU:"
"HB70","SU:"
"HB80","SMGM"
"HB85","SU:"
"HB86","SMGM"
"HB90","SU:"
"HuF10","SFPL"
"JuD2","SU:"
"JuD3","SU:"
"JuD5","SU:"
"JuD6","SU:"
"JuD7","SU:"
"JuD8","SParis Film"
"JuD9","SFrench"
"JuD10","SMGM"
"JuD11","SU:"
"JuD11","SU:"
"JuD12","SL:USA"
"JuD13","SU:"
"JuD15","SU:"
"JuD16","SLondon"
"JuD19","SU:"
"JuD20","SU:"
"JuD34","SU:"
"RhS1","SU:"
"RhS15","SU:"
"RhS20","SUFA"
"RhS30","SU:"
"RhS35","SU:"
"RhS40","SU:"
"RiO10","SU:"
"RiO25","SU:"
"RiO30","SU:"
"RiO40","SL:US"
"RiO42","SL:US"
"RiO50","SL:US"
"RW1","SDecla-Bioscoop"
"RW10","SU:"
"RW20","SU:"
"RW30","SU:"
"CBw9","U.A."
"CBw10","SMGM"
"CBw15","SMGM"
"CBw18","SMGM"
"CBw19","SMGM"
"CBw22","SMGM"
"CBw26","SMGM"
"CBw27","SMGM"
"CBw29","SMGM"
"CBw30","SMGM"
"CBw31","SMGM"
"CBw32","SMGM"
"CBw33","SMGM"
"CBw35","SU:"
"CBw36","SFox"
"CBw37","SMGM"
"CBw40","SMGM"
"CBw41","SMGM"
"CBw42","SMGM"
"CDr2","SU:"
"CDr5","SU:"
"CDr9","SU:"
"CDr10","SKlang"
"CDr40","SU:"
"CuB30","SU:"
"CuB32","SU:"
"CuB33","SU:"
"CuB34","SU:"
"CuB37","SMGM"
"CuB39","SU:"
"CuB40","SMGM"
"CuB44","SWarners"
"FB15","SFox"
"FB21","SU:"
"FB21","SU:"
"FB27","Paramount"
"FB29","SColumbia"
"FB39","SU:"
"FB40","SWarners"
"FB42","SMGM"
"FB43","SU:"
"FB45","SMGM"
"FB51","SU:"
"FB61","SU:"
"GCt20","B-S-F"
"GCt21","B-S-F"
"GCt27","SU:"
"GCt30","SU:"
"GCt40","SU:"
"GCt30","SU:"
"GCt50","SATP"
"GCt60","SU:"
"GCt70","SU:"
"GRi10","Pert-Pittalunga"
"GRi50","SU:"
"HBl20","SU:"
"HWx4","SU:"
"HWx5","SBritish and Dominion"
"HWx9","SBritish and Dominion"
"HWx10","SBritish and Dominion"
"HWx11","SU:"
"HWx17","SImperator"
"HWx20","SRKO"
"HWx21","SWarners"
"HWx45","SABP"
"HWx47","SU:"
"HWx50","SU:"
"HWx54","SRepublic"
"HWx60","SBritish Lion"
"JWH10","SU:"
"JWH12","SU:"
"JWH13","SU:"
"JWH14","SU:"
"JWH20","SU:"
"JWH30","SU:"
"JWH40","SU:"
"JWH48","SU:"
"JWH60","SMGM"
"JWH70","SMGM"
"JWH75","SU:"
"JWH80","SRoach"
"JWH100","SColumbia"
"LD1","SU:"
"LD2","SU:"
"LD3","SU:"
"LD4","SU:"
"LD5","SU:"
"LD6","SU:"
"LPo10","SU:"
"RoF10","SU:"
"RoF20","SGainsborough"
"RoF30","SU:"
"SW6","SU:"
"SW7","SMGM"
"SW8","SU:"
"SW13","SMGM"
"SW15","SMGM SL:London"
"SW17","SU:"
"SW18","SRKO"
"SW19","SRKO"
"SW21","SWarners"
"SW28","SWarners"
"SW30","SRKO"
"SW31","SU:"
"SW32","SU:"
"SW33","SU:"
"SW34","SU:"
"VF17","Paramount"
"VF23","SParamont"
"VF25","SParamont"
"VF26","SMGM"
"VF32","SMGM"
"VF33","SMGM"
"VF36","SMGM"
"VF38","SMGM"
"VF39","SMGM"
"VF41","SMGM"
"VF42","SMGM"
"VF45","SMGM"
"VF46","SMGM"
"VF47","SMGM"
"VF48","SMGM"
"ViH20","Paramount SLAstoria L.I."
"AdB20","SU:"
"AdB21","SIslington"
"AnD10","SMilano"
"EdS50","SMGM"
"EdS60","SU:"
"EdS70","SU:"
"EdS75","SMGM"
"PRo30","SU:"
"PRo55","SMonogram"
"PRo83","SMonogram"
"PRo86","SMonogram"
"PRo90","SMonogram"
"PRo93","SMonogram"
"PRo96","SMonogram"
"RaI50","PN:Irving Asher"
"RaI55","SU:"
"RaI60","SU:"
"RCS10","SU:"
"RxI10","SU:"
"RxI20","SU:"
"RxI30","SU:"
"RxI40","SU:"
"RxI50","SU:"
"SaT4","SU:"
"SaT5","SU:"
"SaT6","SU:"
"SaT8","SU:"
"SaT9","SU:"
"SaT10","SU:"
"SaT12","SU:"
"SaT13","SU:"
"SaT17","SU.A."
"SaT20","SU:"
"VMa20","SL:\Ru"
"Z2110","SU:"
"CBy10","SU:"
"DMu2","SU:"
"DMu10","SU:"
"FNm10","SU:"
"HL2","SU:"
"HL8","SU:"
"HL20","SU:"
"JEp5","SU:"
"JEp13","SU:"
"JEp16","SU:"
"JEp20","SU:"
"JEp31","SU:"
"LuB15","SL:\Ge"
"LuB20","SCinetone"
"LuB21","SCinetone"
"LuB40",
"SeH20","SU:"
"SeH48","SU:"
"SeH60","SU:"
"WR20","SU:"
"WR31","SPFL"
"WR40","SRKO"
"WR42","Paramount"
"WR60","SRKO"
"WR70","SU:"
"WR80","Paramount"
"WR86","Paramount"
"WR110","SU:"
"WR112","Paramount"
"WR115","SU:"
"WR120","SColumbia"
"AGe10","SExtra"
"AGe20","SNero"
"AC6","SU.A."
"AC7","SWarners"
"AC8","SWarners"
"AC9","SWarners"
"AC20","Universal"
"BtK10","SU:"
"CMt10","SChronicles of America"
"GHl7","SMGM"
"GHl8","SU:"
"GHl9","SMGM"
"GP3","SL:Germany"
"GP4","SL:Germany"
"GP6","SL:Germany"
"GP9","SL:Germany"
"GP11","SL:Germany"
"GP13","Germany"
"GP14","SL:Germany"
"GP18","SL:Germany"
"GP21","SL:Germany"
"GP25","SL:Austria"
"GP28","SU:"
"GP100","SL:Germany"
"KGr10","SU:"
"KGr30","SU:"
"KGr50","SL:\GB"
"KMz20","SU:"
"KMz25","SU:"
"KMz40","SL:Japan"
"KMz50","SU:"
"KMz55","SU:"
"KMz60","SU:"
"KMz70","SU:"
"KMz80","SU:"
"MRa1","SU:"
"MRa2","SU:"
"MRa3","SU:"
"RC1","SU:"
"RC2","SU:"
"RC3","SU:"
"RC5","SAlbatross"
"RC5","SU:"
"RC9","SU:"
"RC10","STobis"
"RC12","SL:France"
"RC13","London"
"RC18","SU.A."
"RC20","SU:"
"RC22","SU:"
"RuJ8","Universal"
"TWh1","SU:"
"TWh20","SMGM"
"TWh24","SU:"
"TWh25","SLondon"
"TWh30","SU:"
"TWh35","SL:\GB"
"TWh40","SU:"
"TWh41","SRKO"
"TWh45","SRKO"
"TWh50","SRKO"
"TWh60","SU:"
"TWh62","SU:"
"WiB25","SPickford"
"WiB30","SU:"
"WiB50","SU:"
"WiB100","SMonogram"
"WiB180","SMonogram"
"WiB183","SMonogram"
"WiB199","SU:"
"HSt1","SU:"
"W30","Paramount"
"W38","SU:"
"W40","Paramount-Famous-Lasky"
"W41","Paramount-Famous-Lasky"
"W50","SWarners"
"W55","SRKO"
"W56","SWarners"
"W60","SWarners"
"W70","SMGM"
"W78","Paramount"
"W80","SU:"
"W83","SFox"
"W85","SFox"
"W90","SU:"
"WWo10","Universal"
"WWo20","SU:"
"Z2310","SU:"
"GLp10","SU:"
"GLp15","SNational Film"
"GLp17","SLamprecht Film"
"GLp30","SU:"
"FeL1","SU:"
"JR1","SU:"
"JR5","SU:"
"JR10","SU:"
"JR15","SU:"
"JR20","SRichebe"
"JR25","SU:"
"JR30","SU:"
"JR33","SU:"
"JR35","SU:"
"JR40","SU:"
"JR50","SU:"
"JR55","SU:"
"JR60","SU:"
"JR65","SU:"
"JR75","SFox"
"JR77","SRKO"
"JR90","SU:"
"JR94","SU:"
"JR96","SWarners"
"JR100","SU:"
"JR105","SU:"
"JR110","SU:"
"PlL1","SU:"
"PlL3","Universal"
"SET1","SAetna"
"SET8","SU:"
"SE1","SU:"
"SE3","SGoskino"
"SE4","SGoskino"
"SE10","SU:"
"SE20","SMosfilm"
"WKH1","SU:"
"WKH10","SU:"
"WKH14","SU:"
"WKH20","SU:"
"WKH30","SU:"
"WKH35","SFox"
"WKH44","SMGM"
"WKH45","Paramount"
"WKH50","Pendennis"
"WKH52","SU:"
"WKH60","SU:"
"AJG50","SU:"
"ArF10","SU:"
"ChR13","SMGM"
"ChR20","SU:"
"ChR30","SU:"
"ChR40","SU:"
"ChR50","SMGM"
"ChR60","SMGM"
"ChR70","SU:"
"ChR80","SU:"
"CLa40","SU:"
"CLa60","SU:"
"CLa65","SU:"
"CLa70","SU:"
"CLa75","SU:"
"CLa80","SU:"
"CLa90","SU:"
"CLa110","SWarners"
"CLa114","SUI"
"CLa115","Universal"
"CLa117","SU:"
"CLa120","SU:"
"CLa150","Universal"
"EAD10","SUFA"
"EG3","SMGM"
"EG6","SU:"
"EG11","SMGM"
"EG14","SU:"
"EG16","SWarners"
"EG17","SWarners"
"EG18","SWarners"
"EG19","SU:"
"EG21","SU:"
"EG24","SFox"
"EG25","SWarners"
"EG20","SFox"
"EG27","Sfox"
"EG28","SFox"
"EG30","SU:"
"ESl10","SU:"
"ESl30","SMGM"
"GLC2","Paramount"
"GLC3","SU:"
"GLC4","SRKO"
"GLC6","SRKO"
"GLC9","SMGM"
"GLC11","SU:"
"GLC12","Universal"
"IGB10","SU:"
"IGB20","SU:"
"IGB30","SU:"
"IGB40","SU:"
