3317,actor,,William Albert,,,M,,1982,,,,
3318,actor,FrankAlbertson,Frank Albertson,Albertson,Frank,M,straight,1928,1963,1907,1981,USA
3319,actor,JackAlbertson,Jack Albertson,Albertson,Jack,M,character,1947,1978,1907,1981,USA
3320,actor,MabelAlbertson,Mabel Albertson,Albertson,Mabel,F,"nosey neighbour, wise and witty grandma",1939,,1901,1982,USA
3321,actor,HardyAlbrecht,Hardie Albright,Albrecht,Hardy,M,underused lead,1931,1957,1903,1971,USA
3322,actor,LolaAlbright,Lola Albright,Albright,Lola,F,"stylish, tough-talking",1949,,1925,,USA
3323,actor,Alphonsod'Abruzzo,Robert Alda,d'Abruzzo,Alphonso,M,,1945,1976,1914,1986,
3324,actor,,Rutanya Alda,,,F,},1978,1982,,,
3325,actor,JohnAlderton,John Alderton,Alderton,John,M,light lead,1964,1976,1940,,Great Britain
3326,actor,,Vera Alentova,,,F,,1980,,,,
3327,actor,Nicholas BentonAlexander,Ben Alexander,Alexander,Nicholas Benton,M,boy actor,1917,1957,1911,1969,USA
3328,actor,JaneQuigley,Jane Alexander,Quigley,Jane,F,regal,1970,1983,1939,,USA
3329,actor,JohnAlexander,John Alexander,Alexander,John,M,portly,1936,1960,1901,1982,USA
3330,actor,KatherineAlexander,Katherine Alexander,Alexander,Katherine,F,sympathetic,1934,1949,1901,1981,USA
3331,actor,RossAlexander,Ross Alexander,Alexander,Ross,M,lead,1932,1937,1907,1937,USA
3332,actor,,Sandy Alexander,,,,,1983,,,,
3333,actor,TerenceAlexander,Terence Alexander,Alexander,Terence,M,ineffectual,1951,1979,1923,,Great Britain
3334,actor,,Hope AlexanderWells,,,F,,,,,,
3335,actor,CassiusClay,Muhammed Ali,Clay,Cassius,M,,1977,,1942,,USA
3336,actor,DorothyAlison,Dorothy Alison,Alison,Dorothy,F,,1952,1972,1925,,Australia
3337,actor,,Andrea Allan,,,F,,,,,,
3338,actor,ElizabethAllan,Elizabeth Allan,Allan,Elizabeth,F,delicate or aristocratic heroines,1931,1958,1908,,Great Britain
3339,actor,WilliamAlland,William Alland,Alland,William,M,enquiring reporter,1941,1961,1916,,USA
3340,actor,ChesneyAllen,Chesney Allen,Allen,Chesney,M,light comedian,1935,1944,1894,1982,Great Britain
3341,actor,,Catherine Allegret,,,F,,1965,,,,France
3342,actor,ElizabethGillease,Elizabeth Allen,Gillease,Elizabeth,F,lead,1960,1972,1934,,USA
3343,actor,John F.Sullivan,Fred Allen,Sullivan,John F.,M,lead,1935,1953,1894,1956,USA
3344,actor,GracieAllen,Gracie Allen,Allen,Gracie,F,scatterbrained comedienne,1933,1944,1902,1964,USA
3345,actor,KarenAllen,Karen Allen,Allen,Karen,F,lead,1978,1982,1955,,USA
3346,actor,NancyAllen,Nancy Allen,Allen,Nancy,F,lead,1973,1983,1954,,USA
3347,actor,PatrickAllen,Patrick Allen,Allen,Patrick,M,lead,1955,1982,1927,,Great Britain
3348,actor,,Rae Allen,,,,,,,,,
3349,actor,SteveAllen,Steve Allen,Allen,Steve,M,dry comic,1949,1989,1921,,USA
3350,actor,,Joseph Allen~jr.,,,M,,,,,,
3351,actor,KirstieAlley,Kirstie Alley,Alley,Kirstie,F,spunky,1982,1990,,,USA
3352,actor,SaraAllgood,Sara Allgood,Allgood,Sara,F,amiable,1918,1950,1883,1950,Ireland
3353,actor,ClaudPalmer,Claud Allister,Palmer,Claud,M,silly monocled,1929,1953,1891,1970,Great Britain
3354,actor,AstridAllwyn,Astrid Allwyn,Allwyn,Astrid,F,lead,1932,1943,1909,1978,Sweden
3355,actor,EllaGeisman,June Allyson,Geisman,Ella,F,tomboy tease,1943,1978,1917,,USA
3356,actor,,Maria Conchita Alonso,,,F,,,,,,
3357,actor,,Corinne Alphen,,,F,beauty,1983,,,,
3358,actor,KirkAlyn,Kirk Alyn,Alyn,Kirk,M,lead,1942,1950,1910,,USA
3359,actor,,Betty Amann,,,F,,,,,,
3360,actor,,Leonora Amar,,,F,,,,,,
3361,actor,Dominic FelixAmici,Don Ameche,Amici,Dominic Felix,M,pleasant hero,1936,1983,1908,1993,USA
3362,actor,,Lucio Amelio,,,M,,,,,,
3363,actor,LeonWycoff,Leon Ames,Wycoff,Leon,,"harassed or kindly father, suave professional man",1932,,1903,1993,USA
3364,actor,RamsayPhilips,Ramsay Ames,Philips,Ramsay,F,lead,1944,1963,1919,,USA
3365,actor,SuzyAmis,Suzy Amis,Amis,Suzy,F,handsome,1993,,1962,,USA
3366,actor,,John Amos,,,M,,,,,,
3367,actor,,John Amplas,,,M,,,,,,
3368,actor,,Dev Anand,,,M,hero,1958,1980,,,India
3369,actor,GlennAnders,Glenn Anders,Anders,Glenn,M,sinister,1930,1951,1889,1981,USA
3370,actor,LuanaAnders,Luana Anders,Anders,Luana,F,lead,1958,1982,1949,,USA
3371,actor,MerryAnders,Merry Anders,Anders,Merry,F,light lead,1952,1958,1932,,USA
3372,actor,,Bridgette Andersen,,,F,,,,,,
3373,actor,,Bibi Anderson,,,M,transvestite,,,,,
3374,actor,,E. Erich Anderson,,,M,,,,,,
3375,actor,EddieAnderson,Rochester,Anderson,Eddie,M,black comedian,1930,1965,1905,1977,USA
3376,actor,MaxAronson,G.M. Anderson,Aronson,Max,M,cowboy,1903,1965,1882,1971,USA
3377,actor,HarrietAnderson,Harriet Anderson,Anderson,Harriet,F,nude villain,1955,,,,Sweden
3378,actor,HerbertAnderson,Herbert Anderson,Anderson,Herbert,M,mild-mannered,194,1969,1917,,USA
3379,actor,,Ingrid Anderson,,,F,,,,,,
3380,actor,JeanAnderson,Jean Anderson,Anderson,Jean,F,"sympathetic nurse, tired mother, spinster aunt",1979,,1908,,Great Britain
3381,actor,JohnAnderson,John Anderson,Anderson,John,M,"Tall, thin, pale-eyed",1978,,1922,,USA
3382,actor,Dame Frances MargaretAnderson,Judith Anderson,Anderson,Dame Frances Margaret,F,icy presence,1933,1984,1898,1992,Australia
3383,actor,LoniAnderson,Loni Anderson,Anderson,Loni,F,sexy blonde,1977,,1947,,USA
3384,actor,MaryAnderson,Mary Anderson,Anderson,Mary,F,supporting,1939,1953,1920,,USA
3385,actor,,Melissa Sue Anderson,,,F,,,,,,
3386,actor,RichardAnderson,Richard Anderson,Anderson,Richard,M,thoughtful-looking,1951,1978,1926,,USA
3387,actor,RonaAnderson,Rona Anderson,Anderson,Rona,F,,1948,1969,1926,,Great Britain
3388,actor,WarnerAnderson,Warner Anderson,Anderson,Warner,M,"solid presence, no outstanding personality",1943,,1911,1976,USA
3389,actor,BibiAndersson,Bibi Andersson,Andersson,Bibi,F,,1955,1983,1935,,Sweden
3390,actor,HarrietAndersson,Harriet Andersson,Andersson,Harriet,F,,1952,1972,1932,,USA
3391,actor,,Carole Andre,,,F,,,,,,
3392,actor,,Gabe Andre,,,,,,,,,
3393,actor,,Fredric Andrei,,,M,,,,,,
3394,actor,AndressUrsula,Ursula Andress,Ursula,Andress,F,sex bomb,1954,1981,1936,,Switzerland
3395,actor,AnthonyAndrews,Anthony Andrews,Andrews,Anthony,M,lead,1974,1981,1948,,Great Britain
3396,actor,,Brian Andrews,,,M,,,,,,
3397,actor,Carver DanielAndrews,Dana Andrews,Andrews,Carver Daniel,M,hard,1940,1979,1909,1992,USA
3398,actor,EamonnAndrews,Eamonn Andrews,Andrews,Eamonn,M,,,,,1987,
3399,actor,EdwardAndrews,Edward Andrews,Andrews,Edward,M,"beaming, bespectacled",1955,,1914,,USA
3400,actor,HarryAndrews,Harry Andrews,Andrews,Harry,M,tough,1952,1980,1911,1989,Great Britain
3401,actor,JuliaWells,Julie Andrews,Wells,Julia,F,wholesome singer,1964,1983,1934,,Great Britain
3402,actor, MaxinePatty,The Andrews Sisters,Patty, Maxine,,,1948,,1913,,USA
3403,actor,StanleyAndrews,Stanley Andrews,Andrews,Stanley,M,grizzled western veteran,1934,1958,1892,1969,USA
3404,actor,HeatherAngel,Heather Angel,Angel,Heather,F,lead,1930,1962,1909,,Great Britain
3405,actor,Anna MariaPierangeli,Pier Angeli,Pierangeli,Anna Maria,F,sensitive,1950,1972,1932,1971,Italy
3406,actor,,The Hells Angels,,,G,,,,,,
3407,actor,M.A.Findlay,Muriel Angelus,Findlay,M.A.,F,lead,1930,1940,1909,,Great Britain
3408,actor,,Ivy Angustain,,,F,,,,,,
3409,actor,EvelynAnkers,Evelyn Ankers,Ankers,Evelyn,F,"looked decorative, well-bred heroine",1933,,1918,,Great Britain
3410,actor,StephenMorris,Morris Ankrum,Morris,Stephen,M,"lawyer, judge, Western villain",1961,,1896,1964,USA
3411,actor,FrancescaAnnis,Francesca Annis,Annis,Francesca,F,lead,1958,1983,1944,,Great Britain
3412,actor,Ann-MargretOlsson,AnnMargret,Olsson,Ann-Margret,F,sex symbol,1961,1983,1941,,Sweden
3413,actor,MichaelAnsara,Michael Ansara,Ansara,Michael,M,Indian,1944,1974,1922,,USA
3414,actor,,Karen Anspach,,,F,,,,,,
3415,actor,SusanAnspach,Susan Anspach,Anspach,Susan,F,stage,1970,1983,1939,,USA
3416,actor,,Adam Ant,,,M,,,,,,
3417,actor,,Lysette Anthony,,,F,,,,,,
3418,actor,,Michael Anthony,,,M,,,,,,
3419,actor,,Susan Anton,,,F,,,,,,
3420,actor,,Laura Antonelli,,,F,,,,,,
3421,actor,,Lou Antonio,,,M,,,,,,
3422,actor,ScottAntony,Scott Antony,Antony,Scott,M,lead juvenile,1972,1974,1950,,Great Britain
3423,actor,BurnuDavenbort,Aquanetta,Davenbort,Burnu,F,exotic,1942,1946,1920,,USA
3424,actor,,Alfonso Arau,,,M,,,,,,
3425,actor,Roscoe (Fatty)Arbuckle,Roscoe Abuckle,Arbuckle,Roscoe (Fatty),M,comic,1913,1921,1887,1933,USA
3426,actor,,Allan Arbus,,,M,,,,,,
3427,actor,AnneArcher,Anne Archer,Archer,Anne,F,lead,1970,1982,,,USA
3428,actor,FannyArdant,Fanny Ardant,Ardant,Fanny,F,lead,1981,1984,1949,,France
3429,actor,EuniceQuedens,Eve Arden,Quedens,Eunice,F,"best, cool friend",1929,,1912,1990,USA
3430,actor,,Carmen Argenziano,,,F,,,,,,
3431,actor,,Adam Arkin,,,M,,,,,,
3432,actor,AlanArkin,Alan Arkin,Arkin,Alan,M,lead,1966,1983,1934,,USA
3433,actor,,David Arkin,,,M,,,,,,
3434,actor,Corneliusvan Mattemore,Richard Arlen,van Mattemore,Cornelius,M,rugged hero,1925,1976,1898,1976,USA
3435,actor,LeonieBathiat,Arletty,Bathiat,Leonie,F,world-weary,1931,1972,1898,1992,France
3436,actor,George AugustusAndrews,George Arliss,Andrews,George Augustus,M,autocratic,1921,1937,1868,1946,Great Britain
3437,actor,PedroArmendariz,Pedro Armendariz,Armendariz,Pedro,M,expansive,1936,1963,1912,1963,Mexico
3438,actor,HenryArmetta,Henry Armetta,Armetta,Henry,M,"excitable, gesticulating foreigner",1918,,1888,1945,Italy
3439,actor,BessArmstrong,Bess Armstrong,Armstrong,Bess,F,lead,1982,1983,,,USA
3440,actor,,Curtis Armstrong,,,M,,,,,,
3441,actor,Louis `Satchmo'Armstrong,Louis Armstrong,Armstrong,Louis `Satchmo',M,black jazz musician,1936,1969,1900,1971,USA
3442,actor,R.G.Armstrong,R.G. Armstrong,Armstrong,R.G.,M,tough serious,1958,1982,1920,,USA
3443,actor,Donald RobertSmith,Robert Armstrong,Smith,Donald Robert,M,"tough cop, scientist",1927,[4.103],1890,1973,USA
3444,actor,ToddArmstrong,Todd Armstrong,Armstrong,Todd,M,stalwart lead,1962,1968,1939,,USA
3445,actor,YvonneArnaud,Yvonne Arnaud,Arnaud,Yvonne,F,,1920,1958,1892,1958,France
3446,actor,LucieArnaz,Lucie Arnaz,Arnaz,Lucie,F,lead,1975,1983,1951,,
3447,actor,DesiderioArnaz y de Acha,Desi Arnaz,Arnaz y de Acha,Desiderio,M,diminutive explosive romantic,1950,1982,1915,1986,Cuba
3448,actor,DesiArnaz,Desi Arnaz~jr.,Arnaz,Desi,M,juvenile lead,1970,1983,1953,,USA
3449,actor,Peter ArneAlbrecht,Peter Arne,Albrecht,Peter Arne,M,villain,1955,1982,1920,1983,Great Britain
3450,actor,JamesAurness,James Arness,Aurness,James,M,giant,1947,1981,1923,,USA
3451,actor,,Jeanetta Arnette,,,F,,,,,,
3452,actor,GuentherSchneider,Edward Arnold,Schneider,Guenther,M,dynamic rotund,1916,1956,1890,1956,USA
3453,actor,,Mark Arnott,,,M,,,,,,
3454,actor,CharlesArnt,Charles Arnt,Arnt,Charles,M,"snoop, suspicious, or plain ordinary fellow",1962,,1908,,USA
3455,actor,,Rosanna Arquette,,,F,,,,,,
3456,actor,AntoninArtaud,Antonin Artaud,Artaud,Antonin,M,dabbling writer,1926,1928,1895,1948,France
3457,actor,BerniceFrankel,Beatrice Arthur,Frankel,Bernice,F,dominant comedy,1972,1983,1923,,USA
3458,actor,G.K.A.Brest,George K. Arthur,Brest,G.K.A.,M,small but gamy,1921,1935,1899,,Great Britain
3459,actor,GladysGreene,Jean Arthur,Greene,Gladys,F,squeaky petite feminist,1923,1966,1905,1991,USA
3460,actor,LindaArvidson-Griffith,Linda Arvidson,Arvidson-Griffith,Linda,F,lead,1908,1916,1884,1949,USA
3461,actor,,Leslie Ash,,,,,,,,,
3462,actor,Dame PeggyAshcroft,Peggy Ashcroft,Ashcroft,Dame Peggy,F,royal,1933,1978,1907,1991,Great Britain
3463,actor,JaneAsher,Jane Asher,Asher,Jane,F,lead,1951,1972,1946,,Great Britain
3464,actor,RenAsherson,Renee Asherson,Asherson,Ren,F,,1944,1968,1920,,Great Britain
3465,actor,E.A.Cooper,Edward Ashley,Cooper,E.A.,M,third lead,1933,1976,1904,,Great Britain
3466,actor,ElizabethCole,Elizabeth Ashley,Cole,Elizabeth,F,cold sporadic,1964,1982,1939,,USA
3467,actor,,Jennifer Ashley,,,F,,,,,,
3468,actor,,John Ashley,,,M,,,,,,
3469,actor,,Gregoire Asian,,,,,,,,,
3470,actor,LukeAskew,Luke Askew,Askew,Luke,M,western,1967,1979,,,USA
3471,actor,ArthurAskey,Arthur Askey,Askey,Arthur,M,diminutive,1937,1972,1900,1982,Great Britain
3472,actor,EdwardAsner,Ed Asner,Asner,Edward,M,chubby tough,1963,1983,1929,,USA
3473,actor,,Chuck Aspegren,,,M,,,,,,
3474,actor,,Armand Assante,,,M,,,,,,
3475,actor,,Asta,,,A,wire-haired fox terrier,1934,1947,,,
3476,actor,,Adele Astaire,,,M,,,,,1981,
3477,actor,FrederickAusterlitz,Fred Astaire,Austerlitz,Frederick,M,dancer,1933,1981,1899,1987,USA
3478,actor,NilsAsther,Nils Asther,Asther,Nils,M,"suave, exotic",1927,,1897,1981,Sweden
3479,actor,JohnAstin,John Astin,Astin,John,M,comic,1961,1977,1930,,USA
3480,actor,PattyDuke Astin,Patty Duke Astin,Duke Astin,Patty,F,,1955,1982,1946,,USA
3481,actor,GertrudeAstor,Gertrude Astor,Astor,Gertrude,F,silent screen,1927,1962,1887,1977,USA
3482,actor,LucilleLangehanke,Mary Astor,Langehanke,Lucille,F,"solid, character",1921,[4.1083],1906,1987,USA
3483,actor,WilliamAtherton,William Atherton,Atherton,William,M,,1972,1983,1947,,USA
3484,actor,ChristopherAtkins,Christopher Atkins,Atkins,Christopher,M,juvenile lead,1980,1983,1961,,USA
3485,actor,EileenAtkins,Eileen Atkins,Atkins,Eileen,F,character,1968,1983,1934,,Great Britain
3486,actor,YasuoTadoroko,Kiyoshi Atsumi,Tadoroko,Yasuo,M,"peddler: Tora-san In(Ser(""Otoko wa Tsurayo"" It's hard being a man #1 1969, #49 1996, D(Yiji Yamada)))",1969,1996,1928,1996,Japan
3487,actor,MalcolmAtterbury,Malcolm Atterbury,Atterbury,Malcolm,M,character,1954,1964,1907,,USA
3488,actor,EdithAtwater,Edith Atwater,Atwater,Edith,F,lead,1936,1976,1911,,USA
3489,actor,LionelAtwill,Lionel Atwill,Atwill,Lionel,M,teutonic villains,1919,1946,1885,1946,Great Britain
3490,actor,,Kim Atwood,,,,,,,,,
3491,actor,,Brigitte Auber,,,F,,1955,,,,
3492,actor,ReneAuberjonois,Rene Auberjonois,Auberjonois,Rene,M,character,1970,1980,1940,,USA
3493,actor,LeonoreAubert,Lenore Aubert,Aubert,Leonore,F,sinister,1938,1949,1913,,Yugoslavia
3494,actor,Anne-JeseBenard,Cecile Aubry,Benard,Anne-Jese,F,petit,1949,1954,1929,,France
3495,actor,,Joss Auckland,,,M,,,,,,
3496,actor,VladimirVujovic,Michael Auclair,Vujovic,Vladimir,M,lead,1946,1973,1922,,France
3497,actor,MaxineAudley,Maxine Audley,Audley,Maxine,F,character,1954,1969,1923,,Great Britain
3498,actor,StephaneAudran,Stephane Audran,Audran,Stephane,F,cool,1958,1982,1932,,France
3499,actor,,Audrey,,,,,,,,,
3500,actor,MischaOunskowsky,Mischa Auer,Ounskowsky,Mischa,M,"wild, noble idiot",1928,,1905,1967,Russia
3501,actor,ClaudineAuger,Claudine Auger,Auger,Claudine,F,lead,1963,1980,1942,,France
3502,actor,MaryCragg,Marie Ault,Cragg,Mary,F,dialect comedy,1924,1949,1870,1951,Great Britain
3503,actor,Jean-PierreSalomons,JeanPierre Aumont,Salomons,Jean-Pierre,M,lead,1931,1983,1909,,France
3504,actor,,John Austin,,,M,,,,,,
3505,actor,DanielAuteuil,Daniel Auteuil,Auteuil,Daniel,M,,1985,,,,France
3506,actor,GeneAutry,Gene Autry,Autry,Gene,M,easy-going cowboy,1937,1950,1907,1998,USA
3507,actor,FrancisAvallone,Frankie Avalon,Avallone,Francis,M,light lead,1960,1978,1939,,USA
3508,actor,,Luis Avalos,,,M,,,,,,
3509,actor,DoeAvedon,Doe Avedon,Avedon,Doe,F,lead,1954,1956,1928,,USA
3510,actor,,Brian Avery,,,M,,,,,,
3511,actor,,Margaret Avery,,,F,,,,,,
3512,actor,,Nina Axelrod,,,F,,,,,,
3513,actor,,Hoyt Axton,,,M,,,,,,
3514,actor,,George Ayer,,,M,,,,,,
3515,actor,DanAykroyd,Dan Aykroyd,Aykroyd,Dan,M,comic lead,1980,1988,,,USA
3516,actor,Felix EdwardAylmer Jones,Felix Aylmer,Aylmer Jones,Felix Edward,M,"schoolmasters, bishops",1933,,1889,1979,Great Britain
3517,actor,AgnesHinkle,Agnes Ayres,Hinkle,Agnes,F,silent lead,1919,1937,1896,1940,USA
3518,actor,,Gregg Ayres,,,M,,,,,,
3519,actor,LewisAyer,Lew Ayres,Ayer,Lewis,M,boyish lead,1929,1972,1908,1997,USA
3520,actor,RobertAyres,Robert Ayres,Ayres,Robert,M,"strong, silent",1949,,1914,1968,Canada
3521,actor,RandleAyrton,Randle Ayrton,Ayrton,Randle,M,character,1918,1978,1869,1940,Great Britain
3522,actor,,Shabana Azmi,,,F,,,,,,
3523,actor,ShahnourAznavurjan,Charles Aznavour,Aznavurjan,Shahnour,M,small rugged lead,1958,1976,1924,1992,Turkey
3524,actor,,Candy Azzara,,,F,,,,,,
3525,actor,,Hank Azaria,,,M,comic,,,1964,,
3526,actor,Betty JeanPerske,Lauren Bacall,Perske,Betty Jean,F,sultry to resourceful,1944,1981,1924,,USA
3527,actor,BarbaraBach,Barbara Bach,Bach,Barbara,F,lead,1977,1981,1951,,Germany
3528,actor,PamelaBach,Pamela Bach,Bach,Pamela,F,,,,1962,,USA
3529,actor,,Amitabh Bachchan,,,M,romantic hero Am,1970,1980,1942,,
3530,actor,JimBackus,Jim Backus,Backus,Jim,M,burly comedian,1958,1980,1913,1989,USA
3531,actor,,Kevin Bacon,,,M,,1984,1990,,,
3532,actor,HermioneBaddely,Hermione Baddeley,Baddely,Hermione,F,sr,1940,1964,,1986,
3533,actor,AlanBadel,Alan Badel,Badel,Alan,M,sensitive,1953,1980,1923,1982,Great Britain
3534,actor,Jacob HenryBaer,Buddy Baer,Baer,Jacob Henry,M,,1949,1961,1915,,USA
3535,actor,,Harry Baer,,,M,,1979,1980,,,
3536,actor,MaxBaer,Max Baer,Baer,Max,M,boxer,1933,1958,1909,1959,USA
3537,actor,PearlBailey,Pearl Bailey,Bailey,Pearl,F,black singer,1047,1976,1918,1990,USA
3538,actor,BarbaraBain,Barbara Bain,Bain,Barbara,F,lead,1971,1973,1932,,USA
3539,actor,FayBainter,Fay Bainter,Bainter,Fay,F,stalwart matron,1934,1962,1892,1968,USA
3540,actor,ScottBaio,Scott Baio,Baio,Scott,M,teenager,1978,1982,1961,,USA
3541,actor,,Blanche Baker,,,F,,1984,1990,,,
3542,actor,CarrolBaker,Carrol Baker,Baker,Carrol,F,sex symbol,1953,1983,1931,,USA
3543,actor,DianeBaker,Diane Baker,Baker,Diane,F,demure,1959,1971,1936,,USA
3544,actor,HyldaBaker,Hylda Baker,Baker,Hylda,F,comedienne,1960,1973,1909,,Great Britain
3545,actor,Joe DonBaker,Joe Don Baker,Baker,Joe Don,M,tough,1967,1979,1943,,USA
3546,actor,JosephineBaker,Josephine Baker,Baker,Josephine,F,sexy dancer,1927,,1906,1975,USA
3547,actor,,Kathy Baker,,,F,good girl,1987,1990,,,USA
3548,actor,KennyBaker,Kenny Baker,Baker,Kenny,M,crooner,1936,1946,1912,,USA
3549,actor,,Ruby Baker,,,F,,1982,,,,
3550,actor,Sir StanleyBaker,Stanley Baker,Baker,Sir Stanley,M,virile,1941,1975,1927,1976,Great Britain
3551,actor,TomBaker,Tom Baker,Baker,Tom,M,larger than life,1971,1975,1935,,Great Britain
3552,actor,JillBalcon,Jill Balcon,Balcon,Jill,F,,1947,,1925,,Great Britain
3553,actor,,Rebecca Balding,,,F,,,,,,
3554,actor,,Adam Baldwin,,,M,,1980,1989,,,
3555,actor,AlecBaldwin,Alec Baldwin,Baldwin,Alec,M,peevish,1988,1990,,,
3556,actor,DanielBaldwin,Daniel Baldwin,Baldwin,Daniel,M,,,,,,USA
3557,actor,StephenBaldwin,Stephen Baldwin,Baldwin,Stephen,M,,,,1963,,USA
3558,actor,William (Billy)Baldwin,William Baldwin,Baldwin,William (Billy),M,,1989,1990,1963,,USA
