"movie_id","person_id"
"HHu1","H.Hughes"
"HHu2","H.Hughes"
"HHu3","H.Hughes"
"IB8","Julius Hagen"
"IB14","Sam Bisschoff"
"IB18","William LeBaron"
"IB20","Robert Bassler"
"IB101","Hitchcock, J.Harrison"
"IB102","Hitchcock, J.Harrison"
"IB105","Hitchcock, J.Harrison"
"IB106","Hitchcock, J.Harrison"
"IB107","Hitchcock, J.Harrison"
"IB108","Hitchcock"
"IB109","Hitchcock"
"IB111","Hitchcock"
"IB112","Hitchcock"
"IB113","Hitchcock"
"IB150","Sam Katzman"
"JPa7","Roach"
"JPa8","Roach"
"JPa10","Roach"
"JPa14","Roach"
"JVi23","Jacques LouisNounez"
"JW1","Laemmle~jr."
"JW4","Laemmle~jr"
"JW11","Laemmle~jr"
"JW18","Harry Edgington"
"MOp4","Fred Lisa"
"MOp14","Fairbanks~jr"
"MOp16","John Houseman"
"MSa6","Berman"
"MSa7","Berman"
"MSa9","Berman"
"MSa10","Berman"
"MSa12","Berman"
"MdO10","DeOliveira"
"MdO60","deOliveira"
"MdO62","deOliveira"
"MdO70","deOliveira"
"NGr20","Wallace MacDonald"
"RM110","Selznick"
"ELC200","Robert E. Kent"
"ETG12","Steven Pallos, Donald taylor"
"GeK10","G.King"
"GeK20","G.King"
"GeK25","G.King"
"GeK30","G.King"
"IAg10","Argyle"
"JNm25","Robert Bassler"
"JNm32","Newman"
"JNm40","Al Zimbalist"
"JNm60","Hitchcock"
"JNm62","Hitchcock"
"JNm63","Hitchcock"
"JNm64","Hitchcock"
"JNm67","Hitchcock"
"JNm69","Hitchcock"
"J.White","White"
"JWR7","Selznick"
"JWR8","Selznick"
"JWR9","Sam Jaffe"
"JWR12","Basil Dean"
"JWR13","Lucien Hubbard"
"MAl13","Gilbert Cohen-Seat"
"MBa27","Basil Dean"
"NML4","Louis D. Lighton"
"NML5","William leBaron"
"NML10","Roach"
"NML20","George Haight"
"NML21","S.Goldwyn"
"NML23","Robert L. Welch"
"NML24","Daniel Dare"
"NML31","Paul Jones"
"StW10","Stanley Bergerman"
"WCM22","Menzies"
"WCM32","Edward D. Alperson"
"AL10","Robert Lord"
"AL12","Jack L. Warner, Hal B. Wallis"
"AL14","Robert Lord"
"AL16","Anatole Litvak"
"AL21","Wallis"
"AL22","Litvak, Robert Bassler"
"AL26","{Buddy Adler"
"AL27","Litvak"
"AlH8","B.P. Schulberg"
"AlH21","William Perlberg"
"AlH22","B.P. Schulberg"
"AlH23","William Perlberg"
"AlH24","Everett Riskin"
"AlH30","Louis Edelman"
"AlH38","Oscar Saul"
"CMF1","Hoffman"
"EaK30","Howard Welsch"
"EaK50","Alex Gottlieb"
"EaK51","Alex Gottlieb"
"ElN2","M.C.Cooper, McGowan"
"ElN5","Benjamin Glazer"
"ElN7","Paul Jones"
"ElN8","Hornblow"
"ElN11","Wolfgang Reinhardt"
"ElN13","Daniel Dare"
"ElN14","Milton Sperling"
"ElN15","Richard Maibaum, David Merrick"
"ElN20","Pat Duggan"
"ELM15","J.Mankiewicz"
"ELM17","Ruben"
"ELM19","Ruben"
"ELM21","Ruben"
"ELM26","William L. Pereira"
"ELM29","Warren Duff"
"ELu20","J.J. Cohn"
"ELu30","Gene Towne, Graham Baker"
"ELu49","William H. Pine, William C. Thomas"
"FrW1","Cliff Reid"
"FrW10","Cliff Reid"
"HBH31","Milton Sperling"
"HBH60","William Jacobs"
"HBH70","Sol Lesser"
"HBH75","Humberstone"
"Hha5","Wanger"
"IrP3","M.C.Cooper"
"IrP12","MacGowan"
"IrP15","Nunally~J."
"IrP18","McGowan"
"IrP19","Kohlmar"
"IrP21","David Lewis"
"IrP27","J.Harrison"
"KFr1","Laemmle~jr."
"KFr10","Considine"
"KuN40","Leonard Goldstein"
"KuN45","Maurice King, Frank King"
"KuN46","Maurice King, Frank King"
"KuN49","K.Neumann"
"KuN14","K.Neumann"
"MGe10","B.P. Schulberg"
"MGe50",", Gering"
"OP8","Preminger"
"OP10","Lubitsch"
"OP15","Preminger"
"OP20","Preminger"
"OP23","Stanley Rubin"
"OP24","Preminger"
"OP30","Preminger"
"OP40","Preminger"
"OP50","Preminger"
"PCz25","Joseph M. Schenk"
"PCz30","Czinner"
"RoS3","Michael Balcon"
"RoS11","Gene Towne, Graham Baker"
"RoS13","Bruce Manning"
"RoS50","Hitchcock"
"RoS51","Hitchcock"
"RoS52","Hitchcock"
"RoS53","Hitchcock"
"RoS54","Hitchcock"
"RoS55","Hitchcock"
"RoS68","Bill~Walsh"
"RoS70","Hitchcock, J.Harrison"
"RoS85","Bill~Walsh"
"RoS90","Bill~Walsh"
"RoS94","James Algar"
"RoS95","Bill~Walsh"
"RoS98","Bill~Walsh"
"RoS100","Bill~Walsh"
"RoS112","Ron Miller"
"SLa3","MacGowan"
"SLa10","MacGowan"
"SLa18","Bischoff"
"SLa20","Lanfield"
"SLa30","Robert L. Welch"
"StR5","Louis D. Lighton"
"StR10","Edward Kaufman"
"VHa10","Edward Halperin"
"VrM40","Edward Black"
"VrM42","Edward Black"
"WmK15","Robert Lord"
"WmK18","Wallis"
"WmK27","Wallis"
"WmK31","Jack Saper, Jerry Wald"
"Zk5","Harry Joe Brown"
"BW4","Joseph Sistrom"
"BW5","Brackett"
"BW7","Brackett"
"BW8","Brackett"
"BW11","B.Wilder"
"BW12","Howard Hawks"
"BW14","Wilder"
"BW16","B.Wilder"
"BW17","Mirisch"
"BW19","B.Wilder"
"BW21","B.Wilder"
"BW25","B.Wilder"
"BW30","Jay Weston"
"CAL20","Lois Wipf"
"DeD18","Jerry Wald"
"DeD30","Alex Gottlieb"
"DeD42","Jerry Wald"
"DeD60","William Fadiman"
"DeD62","David Heilwell"
"DeD65","Aaron Rosenberg"
"DeD77","Daves"
"DeD83","Daves"
"FSt10","Phil Goldstone"
"GSt4","Berman"
"GSt5","Berman"
"GSt19","G.Stevens~sr."
"GSt20","G.Stevens~sr."
"GSt30","Fred Kohlmar"
"HRo5","Roach"
"HRo10","Roach"
"LlF10","Roach"
"MCC12","M.C.Cooper"
"ML8","E.Lloyd Sheldon"
"ML9","Lewis Genster"
"ML12","Harlan Thompson"
"ML13","Hornblow"
"ML20","Leisen"
"ML23","Leisen"
"RMk10","Laemmle~jr"
"xCm20","Pont deLaurentiis"
"ArL22","Burt Kelly"
"ArL26","Marshall Grant"
"ArL28","Alex Gottlieb"
"ArL29","Burt Kelly, Glenn Tryon"
"ArL39","Howard Welsch"
"ChE1","Erskine"
"ChE2","Erskine"
"CdG1","Bernard Hyman"
"CR10","Edward Black"
"CR12","Edward Black"
"CR14","John Sutro, Norman Walker"
"CR15","MoI"
"CR17","A.Korda"
"CR18","A.Korda"
"CR24","C.Reed"
"DBr10","Wurtzel"
"DSk46","Hunter"
"DSk49","Hunter"
"DSk50","Hunter"
"DSk58","Hunter"
"EGU1","Laemmle~jr."
"EGU40","Jack Pollexfen"
"HY20","Morgan B. Cox"
"LeG23","Ben Pivar"
"JN2","Harlan Thompson"
"JN3","Blanke"
"JN10","Jerry Wald"
"JN15","Nunally~J."
"JN16","Robert J. Lacks"
"JN19","Brackett"
"JN20","Nunally~J."
"JN23","Samuel G. Engel"
"JN25","F.Ross"
"JN31","David Weisbart"
"LoS2","William LeBaron"
"MPa5","Pagnol"
"RWB10","Eric Ambler"
"RWB20","Jay Lewis (Leslie Parkyn)"
"RWB54","R.W.Baker"
"RWB67","Albert Fennell, Brin Clemens"
"RWB77","Milton Subotsky"
"RWB82","Robert S. Baker"
"ThA10","Glendon Allvine"
"BBe1","Robert Lord"
"BBe19","Freed"
"BBe21","William leBaron"
"BBe23","Freed"
"BeH2","Hecht"
"EdK10","Dearholt-Stout, Cohen"
"EDm18","David Hempstead"
"EDm20","Ben Pivar"
"EDm35","S.C.Siegel"
"EDm38","Buddy Adler"
"EDm39","Dmytryk"
"EDm43","J.Cummings"
"EDm58","Alexander Salkind"
"GWh10","Winfield Sheean"
"HRv10","Krellberg"
"IHA34","Auer"
"IHA35","Auer"
"IHA36","Auer"
"JKa50","Kane"
"JKa55","Kane"
"JKa56","Kane"
"JKa60","Kane"
"JKa70","Kane"
"LoK30","Zukor"
"LoK50","Irwin Allen"
"TWa10","Balcon"
"FkS10","Henry MacRae"
"FMD10","Wallis"
"GDo2","Roach"
"GDo4","Roach"
"GDo18","Eddie Cantor"
"GDo23","Fred M. Packard"
"GDo37","David Weisbart"
"GDo39","Henry Blanke"
"GDo49","Richard Whorf"
"GDo71","Levine"
"GDo76","Saul David"
"GDo79","Aaron Rosenberg"
"GDo83","Herbert Hirshman"
"HaF23","William Sistrom"
"HaF29","Warwick Ward"
"HaF35","Raymond Stross"
"HCP1","George Haight"
"HCP4","J.Mankiewicz"
"HCP5","Ruben"
"HCP6","George Haight, Berman"
"HCP10","Jules Levey, Glenn Tryon, Alex Gottlieb"
"HCP12","David Hempstead"
"HCP22","Schary"
"HCP24","Panama, Frank"
"HeM20","Edward Black"
"HKo10","Joe Pasternak"
"HKo12","Joe Pasternak"
