Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Auer,D,IHA,1935-1957,Auer,John H.,1909,1975,Hungary,Ty(B-films),
Auger,D,MAu,1944-1977,Auger,Kenneth,1932,,,,
August,WD,BiA,1988-1997,August,Bille,,,Denmark,Mt(Pernilla Ostergren),
Aurel,D,JAu,1969-1970,Aurel,Jean,,,France,,
Auster,WD,PAu,1998,Auster,Paul,,,USA,,
Austin,D,RAu,1970-1983,Austin,Ray,,,,,
AutantLara,D,CAL,1933-1970,Autant-Lara,Claude,1903,,France,"Ty(stylish, romantic dramas)",
Auzins,D,IoA,1983,Auzins,Igor,,,USA,,
Avati,D,PuA,1990,Avati,Pupi,,,Italy,,
Avedis,D,HAv,1981,Avedis,Howard,,,USA,,
Averback,D,HyA,1970-1984,Averback,Hy,1924,,USA,"Ty(Comd,TV)",
J.G.Avildson,D,IAv,1967-1983,Avildson,John G.,1936,,USA,,
T.Avildson,D,TAv,1982,Avildson,Tom,,,USA,,
Avnet,WDP,JAv,1991,Avnet,Jon,,,,,
Axelman,D,xAx,1969,Axelman,,,,Sweden,,
G.Axelrod,WPD,GAd,1966-1968,Axelrod,George,1922,,USA,Ty(Comd),
Axelrod,D,GAx,1988,Axelrod,Gxx,,,Scandinavia,Er(lost),
Ayca,D,EAy,1988,Ayca,Engin,,,Turkey,,
Babenco,D,HeB,1975-1991,Babenco,Hector,,,Argentina gentine,Mt(Xu xa Lopes; A),
Bacon,D,LlB,1926-1954,Bacon,Lloyd,1890,1955,USA,St(Warners),
Bachmann,D,GiB,1970,Bachmann,Gideon,,,,,
Back,D,FrB,1970-1994,Back,Frederick,,,Canada,Ty(Cart; handdrawn),
Badger,D,CBa,1919-1939,Badger,Clarence,1880,1964,USA,,
Badham,D,IBa,1971-1988,Badham,John,*,,USA,,
M.Baer,ADP,MxB,1975-1976,Baer,Max~jr,1937,,USA,,
L.Baer,D,LzB,1990,Baer,Liza,,,USA,Gd(F),
Bahr,D,FxB,1991,Bahr,Fax,,,,,
Baier,D,JoB,1991,Baier,Jo,,,Germany,,
Bail,D,CkB,1976,Bail,Chuck,,,USA,,
Bailey,D,IBl,1991-1994,Bailey,John,,,,,
Baird,D,SBd,1996,Baird,Stuart,,,,,
G.Baker,D,GrB,1981-1988,Baker,Graham,,,,,
R.S.Baker,PD,RSB,1950-1961,Baker,Robert S.,1916,,Great Britain,St(Tempean) Ty(Susp: the Saint),
R.W.Baker,DP,RWB,1934-1981,Baker,Roy Ward,1916,,Great Britain,St(Gainsborough),
Bakshi,WD,RBa,1971-1982,Bakshi,Ralph,1939,,USA,Ty(Cart),
Baxley,D,CBx,1988,Baxley,Craig R.,,,,,
Bela~Balazs,W,,1919-1931,Bauer,Hubert,1884,1949,Hungary,,
Balsmeyer,D,JBm,1991,Balsmeyer,Jeff,,,USA,,
Barney~Balaban,P,,,Balaban,Barney,1887,1971,USA,St(Paramount),
Balabanov,D,AxB,1998,Balabanov,Alexei,,,Russia,,
Barney,D,MwB,1992,name1,Matthew,,,,Ty(Docu),
Batabas,D,xBa,1993,Bartabas,gn,,,,,
Bob~Balaban,AD,BoB,1989,Balaban,Bob,1965,,USA,,
Burt~Balaban,DP,BB,1957-1966,Balaban,Burt,1922,,USA,Ch(Barney Balaban),
Balcon,P,,1923-1963,Balcon,Sir Michael,1896,1977,Great Britain,"Pa(Jill Balcon) Ww(Hitchcock) Fd(Gainsborough, Bryanston) St(Gainsborough, Gaumont-British, MGM-British (Ealing), Bryanston, British Lion)",
Baldwin,D,RAB,1917,Baldwin,Ruth Ann,,,,St(Universal),
C.Ballard,D,CBd,1980-1983,Ballard,Carroll,*,,USA,,
J.Ballard,DW,IBd,1980,Ballard,John,,,USA,,
Lucien-Ballard,C,,1935-1976,Ballard,Lucien,1908,,USA,,
Ballhaus,C,,1970-1990,Ballhaus,Michael,1935,,Germany,"Ww(Fassbinder, Scorsese) Ch(Si(Ophuls))",
Band,DPW,ABd,1956-1957,Band,Afredo (Albert),1924,,Italy,,
Banks,AD,MBa,1931-1941,Bianchi,Mario (Monty),1897,1950,Italy,,
Banno,D,YBa,1971,Banno,Yoshimitsu,,,Japan,,
Bano,D,AlB,1978,Bano,Albert,,,,,
N.Barker,D,NBa,1998,Barker,Nicholas,,,,,
R.Barker,D,ReB,1914,Barker,Reginald,,,,,
George~Barnes,C,,1945,Barnes,George,,,USA,Ww(Hitchcock),
Barnett,D,IvB,1949,Barnett,Ivan,,,
Barret,D,BuB,1927,Barret,Bruno,,,Russia,,
B.Barreto,D,BBa,1976,Barreto,Bruno,[2],,Brazil,,
L.Barreto,D,LBa,1953,Barreto,Lima,1905,1982,Brazil,,
L.C.Barreto,P,,1976,Barreto,Luis Carlos,[2],,Brazil,,
Barrett,D,SlB,1997,Barrett,Shirley,,,Australia,Ge(F),
Barron,D,SBa,1990-1993,Barron,Steve,,,USA,,
Barrymore,AWD,LiB,1938-1945,Blythe,Lionel,1878,1954,USA,,
Bartel,DAW,PBa,1972-1989,Bartel,Paul,1940,,USA,,
Bartlett,WPD,HaB,1955-1978,Bartlett,Hall,1922,1993,USA,Mt(Rhonda Fleming;),
Basaran,D,TuB,1991,Basaran,Tunc,,,Turkey,,
Barton,D,CTB,1948-1959,Barton,Charles T.,,,,,
Bass,D,SBs,1974,Bass,Saul,,,USA,,
Bava,CDW,MaB,1960-1971,Bava,Mario,,,Italy,,
Bay,D,MBy,1995,Bay,Michael,,,USA,Inb(Tony Scott),
Bean,D,RBB,1971,Bean,Robert B.,,,,,
Beatty,APWD,WBe,1978-1998,Beatty,Warren,1937,,USA,,
Beaudine,D,WiB,1923-1966,Beaudine,William,1892,197x,USA,Nt(prolific),
Ch.Beaumont,WD,CBe,1981,Beaumont,Charles,,,USA,,
H.Beaumont,D,HB,1929-1947,Beaumont,Harry,1888,1966,USA,,
H.Becker,D,Hbe,1979-1989,Becker,Harold,,,USA,,
J.Becker,WD,JqB,1942-1960,Becker,Jacques,1906,1960,France,Ty(civilized comedies),
Bedford,D,TeB,1983,Bedford,Terry,,,USA,,
Beebe,DPW,FoB,1938-1954,Beebe,Ford,,,,,
Beineix,D,JJB,1981-1988,Beineix,Jean-Jacques,,,France,,
Belikov,D,MiB,1989,Bilikov,Mikhael,,,Russia,,
Bekolo,D,JPB,1993,Bekolo,Jean-Pierre,,,,,
Mo.Bell,D,MoB,1925,Bell,Monta,,,
Mt.Bell,D,MtB,1984-1993,Bell,Martin,,,USA,Mt(Mary Ellen Mark; photojournalist),
Bellamy,D,EBy,1966-1977,Bellamy,Earl,,,,,
Bellocchio,WD,MBe,1965-1994,Bellocchio,Marco,1941,,Italy,,
Belson,D,JBs,1982,Belson,Jerry,,,USA,,
Belvaux,AD,RBx,1992,Belvaux,Remy,,,France,,
Benacerraf,D,MBc,1958,Benacerraf,Margot,,,Venezuela,Gd(F) Ty(Cinema Novo),
P.Benchley,BW,,"1975,1977",Benchley,Peter,1940,,USA,,
Benedek,D,LaB,1954,Benedek,Laszlo,,,,,
Benegal,D,ShB,1970,Benegal,Shyam,1935,,India,,
Benigni,AWD,RrB,1992,Benigni,Roberto,,,Italy,,
Benjamin,D,RiB,1982-1993,Benjamin,Richard,,,,,
Benner,D,RBn,1977,Benner,Richard,,,USA,,
Bennet,D,SGB,1930-1965,Bennett,Spencer Gordon,1893,,USA,Ty(serials),
A.Bennett,WD,AaB,1964-1993,Bennett,Alan,1934,,Great Britain,,
C.Bennett,ED,CoB,1945-1965,Compton-Bennett,Robert,1900,1974,Great Britain,,
H.Bennett,PW,,1986,Bennett,Harve,,,USA,,
S.G.Bennett,D,SGB,1943-1965,Bennett,Spencer Gordon,,,USA,Nt(king of the Serials),
Benoit,D,JWB,1990,Benoit,Jaques W.,,,France,,
BenoitLevy,D,JBL,1933-1943,Benoit-Levy,Jean,1883,1959,France,,
Bentley,D,ThB,1930-1941,Bentley,Thomas,1880,195x,Great Britain,,
Benton,WVD,RBe,1970-1994,Benton,Robert,1932,,USA,,
Beresford,D,BrB,1976-1991,Beresford,Bruce,,,
Berg,D,PBe,1998,Berg,Peter,,,,,
Berger,D,LuB,1922-1950,Berger,Ludwig,1892,1969,Germany,Nt(Worked in Holland),
A.Bergman,WD,AnB,1981-1996,Bergman,Andrew,,,USA,Er(arnold; T:Striptease),
D.Bergman,D,DnB,1994,Bergman,Daniel,,,Sweden,ch(Ingmar Bergman),
I.Bergman,DWP,InB,1956-1982,Bergman,Ingmar,,,Sweden,
Bergstein,D,ElB,1987,Bergstein,Eleanor,,,,,
Berke,D,WlB,1945-1952,Berke,William,,,USA,,
Berkeley,GMD,BBe,1935-1949,Enos,William `Busby',1895,1976,USA,,
Berliner,D,ABe,1997,Berliner,Alain,,,,,
Berlanga,D,LGB,1952,Berlanga,Luis Garcia,,,Spain,,
Berman,P,,1945-1949,Berman,Pandro S.,1905,,USA,"St(RKO,MGM)",
Bernasconi,D,SBe,1980,Bernasconi,Stephane,,,,,
Bernds,WD,EBe,1951-1962,Bernds,Edward,,,,Ty(Comd: Three Stooges),
Bernhardt,DP,CuB,1920-1964,Bernhardt,Curtis (Kurt),1899,1981,Germany,,
Sid~Bernstein,P,,,Bernstein,Lord Sidney,1899,,Great Britain,Fd(Granada) Inf(Hitchcock),
Berovici,D,LBv,1995,Berovici,Luca,,,,,
W.Bernstein,D,WaB,1980,Bernstein,Walter,,,USA,,
Cl.Berri,WD,CB,1964-1988,Berri,Claude,1934,,France,,
Berry,D,IBe,1945-1978,Berry,John,1917,,USA,,
Bertolucci,WD,BB,1962-1987,Bertolucci,Bernardo,1940,,Italy,Mt(Clare Peploe),
Besson,D,LBe,1978-1994,Besson,Luc,1960,,France,,
Beyer,D,FBe,1966,Beyer,Frank,,,Germany (East Germany),,
Beyer,D,TBe,1998,Beyer,Tony,,,,,
Bianchi,D,EBi,1980,Bianchi9,Edward,,,,,
A.Biberman,AD,AbB,1956-1957,Biberman,Abner,1900,1977,USA,,
H.Biberman,DWP,HJB,1935-1969,Biberman,Herbert J.,1900,1971,USA,Mt(Gale Sondergard) Ty(Docu),
Bierman,D,RBi,1989,Bierman,Robert,,,,,
Bigat,WDM,TBi,1989,Bigat,Tony,,,,,
Bigelow,D,KBg,1985,Bigelow,Kathryn,,,,Mt(J.Cameron) Gd(F),
Bigood,D,JBi,1971,Bigood,Jim,,,USA,Ty(underground),
Bijl,D,JbB,1992,Bijl,Jacob,,,Holland,,
Bill,D,TBl,1980-1993,Bill,Tony,,,USA,,
Billington,D,KBi,1968-1971,Billington,Kevin,,,,,
Billon,D,PBi,1943,Billon,Pierre,,,France,,
Bilson,D,BBi,1979,Bilson,Bruce,,,USA,,
Binder,D,MBi,1993,Binder,Mike,,,,,
Birch,D,PaB,1982,Birch,Patricia,,,USA,Gd(F),
Bird,D,AtB,1998,Bird,Antonia,,,Great Britain,Ge(F),
Birdwell,D,RuB,1957,Birdwell,Russell,,,,,
Birkin,D,ABi,1988-1994,Birkin,Andrew,,,,,
Bischoff,P,,1936,Bischoff,Samuel,1890,1975,USA,,
Bitzer,C,,1908-1931,Bitzer,G.W.,,,,"Nt(C for D.W.Griffith 1908-1923,1929-1931)",
E.Black,D,EdB,1938,Black,Edward,,,,Inb(Hitchcock),
N.Black,D,NoB,1968-1983,Black,Noel,,,,,
Blackburn,DA,RBl,1974,Blackburn,Richard,,,,,
Blackton,D,ISB,1910,Blackton,J.Stuart,,,USA,,
Blackwood,CWDP,CBl,1961-1992,Blackwood,Christan,1942,1992,Germany,Ty(Docu),
Blair,D,LeB,1993,Blair,Les,,,,,
Blake,D,BKB,1938,Blake,Ben K.,,,,,
Blanc,AWD,MBl,1985,Blanc,Michel,,,France,,
Blanche,D,HBl,1920,Blanche,Herbert,,,,,
Blanke,P,,1936-1960,Blanke,Henry,,,USA,St(Warners),
Blanks,D,JBk,1998,Blanks,Jamie,,,,,
Blasetti,D,ABl,1955,,Blasetti,Alessandro,,,Italy,,
Blatt,D,EAB,1945,Blatt,Edward A.,,,
Bleckner,D,JfB,1998,Bleckner,Jeff,,,,,
Bn.Blier,AD,BnB,1967,Blier,Bernard,1916,,France,Pa(Bertrand Blier) Nt(one film only),
Bt.Blier,D,BtB,1962-1978,Blier,Bertrand,1939,,France,Ch(Bernard Blier),
Bliss,D,ByB,1983,Bliss,Barry,,,Great Britain,,
Robert~Bloch,BW,1960-1971,1911,Bloch,Robert,1918,1994,USA,,
Blom,D,AuB,1911,Blom,August,,,Denmark,,
Bloom,D,JeB,1981,Bloom,Jeffrey,,,USA,,
Bloomfield,D,GBl,1972-1980,Bloomfield,George,,,USA,,
Bluth,VDP,DBl,1986-1994,Bluth,Don,,,USA,Ty(Cart) Ww(Gary Goldman,
Blystone,AD,IGB,1925-1938,Blystone,John G.,1892,1938,USA,,
Bochner,AD,HtB,1994,Bochner,Hart,,,,,
Bodrov,D,SBo,1997,Bodrov,Sergeitd>,,,,,
Boetticher,D,BBo,1944-1969,Boetticher,"Oscar, Budd",1916,,USA,,
H.Bogart,P,,,Bogart,Humphrey DeForest,1899,1957,USA,St(Santana),
P.Bogart,D,PlB,1968-1975,Bogart,Paul,1919,,USA,Er(dob),
Bogayevicz,D,YuB,1993,Bogayevicz,Yurek,,,,,
Bogdanovich,DPW,PBo,1968-1981,Bogdanovich,Peter,1939,,USA,Lw(Dorothy Stratton) Mt(Luise Stratton) Nt(many remakes) InB(Corman),
Bogeaus,P,,1952-1954,Benedict,Bogeaus,,,USA,Fd(Filmcrest) St(RKO),
Bogner,D,WBo,1980,Bogner,Willy,,,Germany,,
Boivin,D,JBo,1993,Boivin,Jerome,,,France,,
Boleslawski,D,RyB,1917-1937,Srzednick,Ryszart Boleslaw,1889,1937,Russia,,
Bolognini,D,MBn,1974,Bolognini,Mauro,,,,,
Bolvary,D,GzB,1928,Bolvary,Geza,,,\,,,
Bolotin,D,CrB,1992,Bolotin,Craig,,,,,
Bondartchuk,AD,SB,1959-1982,Bondartchuk,Sergei,1920,,Russia,,
Bonnard,D,MBo,1960,Bonnard,Mario,,,,,
Boorman,D,IBo,1965-1981,Boorman,John,1933,,Great Britain,,
Borman,D,ABo,1993,Borman,Arthur,,,USA,,
Booth,D,WRB,1901,Booth,G.R.,,,Great Britain,,
Borowczyck,WD,WBz,1967-1981,Borowczyck,Walerian,1923,,Poland,Also(anomator) Nt(works in France),
Borsos,DW,PB,1983-1994,Borsos,Phillip,,,Canada,,
Borzage,D,FB,1920-1959,Borzage,Frank,1893,1962,USA,,
J.Boulting,WPD,IBt,1937-1979,Boulting,John,1913,1985,Great Britain,Si(Roy Boulting) Fd(Lion Films),
R.Boulting,WDP,RBt,1944-1979,Boulting,Roy,1913,,Great Britain,Si(John Boulting) Fd(Lion Films),
Bouzagio,D,HBo,1988,Bouzagio,Haim,,,Israel,,
Bourgignon,D,SBg,1969,Bourgignon,Serge,,,,,
Bowen,D,JrB,1988,Bowen,Jerry,,,,,
Bowers,D,GBo,1980-1983,Bowers,George,,,USA,,
B.Box,P,,1948-1974,Box,Betty E.,1920,,Great Britain,Gd(F) Si(Sidney Box; WP) Ww(Ralph Thomas),
Box,WPD,MuB,1952-1964,Box,Muriel,1905,,Great Britain,Mt(Sidney Box; WP) Ww(Pommer),
S.Box,WP,,1946-1955,Box,Sidney,1907,1983,Great Britain,,
D.Boyd,D,DBd,1981,Boyd,Don,,,,,
Dan.Boyd,D,DlB,1990,Boyd,Daniel,,,USA,,
Boyle,D,DBo,1996,Boyle,Danny,,,Great Britain,,
J.Boyd,D,JBd,1985,Boyd,Julianne,,,,Gd(F) Er(dow),
Bozetto,D,BBz,1990,Bozetto,Brono,,,Italy,Nt(animator),
Brabin,D,ChB,1918-1934,Brabin,Charles,1883,1957,Great Britain,,
Brackett,WP,,1939-1959,Brackett,Charles,,,USA,Ww(B.Wilder),
Leigh~Brackett,W,,1945,Brackett,Leigh,,,USA,,
Ray~Bradbury,W,,1956,Bradbury,Ray,1920,,USA,Ty(S.F.),
Bradley,D,DBy,1941-1964,Bradley,David,1919,,USA,,
Brady,P,,,Brady,William A.,,,USA,St(World Film Corp.),
A.Bragaglia,D,AB,1916,Bragaglia,Anton Giulio,,,France,Er(Italy) Ty(Futurist),
C.Bragaglia,D,CLB,1950,Bragaglia,Carlo Ludovico,,,Italy,,
Brahm,D,IB,1930-1967,Brahm,Hans (John),1893,1982,Germany,"Ww(Hitchcock, TV)",
Brambilla,D,MBb,1993-1997,Brambilla,Marco,,,,,
Branagh,ADP,KBr,1989-1996,Branagh,Kenneth,,,Ireland,Mt(Emma Thompson),
Brandauer,D,KaB,1990,Brandauer,Karin,1945,,Germany,Mt(Klaus Maria Brandauer) Gd(F),
Brando,AD,MBd,1961,Brando,Marlon,,,USA,,
Brannon,D,FBr,1949-1952,Brannon,Fred,,,USA,,
Brault,D,MlB,1980,Brault,Michel,,,France,,
Brass,D,TBs,1940-1989,Brass,Tinto,,,Italy,Ty(Porn),
B~Brecht,B,,1932,Brecht,Bertolt,1898,1956,Germany rman,,
Breer,D,EmB,1991,Breer,Emily,,,USA,Ww(J.Gibbons),Gd(F),
M.Bregman,PW,,1980-1992,Bergman,Martin,,,,,Er(Bergman) Mt(Rita Rudner),
M.B.Bregman,P,,1983,Bregman,Michael B.,,,USA,Mt(Cornelia Sharpe),
Breillat,D,CaB,1989,Breillat,Catherine,,,France,Gd(F),
Brelis,D,TBr,1994,Brelis,Tia,,,,Ch(Nancy Brelis; W),
Brenon,DAP,HBn,1913-1931,Brenon,Herbert,1880,1958,Ireland,,
Bresson,D,RtB,1943-1983,Bresson,Robert,,,France,,
Brest,D,MBr,1979-1988,Brest,Martin,,,,,
Bretherton,D,HoB,1927-1950,Bretherton,Howard,1896,1969,USA,,
Breuer,W,,1985,Breuer,Lee,,,USA,,
Bricken,D,JuB,1956-1957,Bricken,Jules,,,,"Ww(Hitchcock, TV)",
Cubby,P,,1954-,Broccoli,Albert R.,1909,1996,USA,St(Warwick),
M.Brickman,WDP,MBm,1980,Brickman,Marshall,1941,,Brazil,,
P.Brickman,WPD,PBm,1983-1989,Brickman,Paul,1949,,USA,Note(also Sam B.),
Bridges,WD,JaB,1970-1989,Bridges,James,1928,,USA,Ww(Hitchcock),
Brignone,D,GuB,1926,Brignone,Guido,,,Italy,,
Brill,WD,SvB,1995,Brill,Steven,,,,,
Brisseau,D,JCB,1992,Brisseau,Jean-Claude,,,France,,
Brode,D,HMB,1989,Brode,Henrijk M.,,,Holland,,
Brook,D,PeB,1952-1970,Brook,Sir Peter,1925,,USA,Mainly(stage),
A.Brooks,ADW,ABr,1985,Brooks,Albert,,,USA,,
B.Brooks,D,BBr,1980,Brooks,Bob,,,USA,,
Joe~Brooks,WD,JBr,1977,Brooks,Joseph,,,USA,,
J.L.Brooks,WPD,JLB,1983,Brooks,James L. (Jim),1941,,USA,,
Mel~Brooks,WDPA,MB,1969-,Kaminsky,Melvin,1926,,USA,Mt(Anne Bancroft) Fd(Brooksfilm),
R.Brooks,BWDP,RcB,1950-1982,Brooks,Richard,1912,1992,USA,"Mt(,,Jean Simmons)",
