H1,Always Tell Your Wife,1922,Se.Hicks,Lasky,"SFamous, S*",sbw,Dram,aw,lc,CoD(Hitchcock),
H22,Rich and Strange,1932,Hitchcock,J.Maxwell,"SBIP Elstree, SWardour",bnw,Susp,,"London, England; Pars, France; Marseille, France; Singapore; ship, Pacific","W(Alma Reville, Val Valentine) B(Dale Collins) C(J.Cox, Charles Martin) Er(C) Seen(16Apr1990) Alt(East of Shanghai; USA)",
H23,Number Seventeen,1932,Hitchcock,J.Maxwell,"SBIP Elstree, SWardour",bnw,Myst,H*,"London, England; train, England; Dover, England","B(Jefferson Farejon) W(Jefferson Farejon, Rodney Auckland) C(J.Cox) Seen(16Apr1990) Er(W)",
H24,Lord Camber's Ladies,1932,Hitchcok,Hitchcock,"SBIP Elstree, SWardour",bnw,Susp,,"castle, England","W(Hitchcock,,Jefferson Farejon) B(H.A. Vachell: The Case of Lady Camber) CoD(Benn~Levy)",
H25,Waltzes From Vienna,1933,Hitchcock,PN:Tom Arnold,"SLime Grove, SG.F.D.",bnw,"Romt,Comd",H,"Vienna, Austria","Nt(least favorite of Hitchcock) M{Johann Strauss~sr., Johann Strauss~jr. W(Alma Reveille, Bolton) Alt(Strauss's Great Waltz; USA)",
H28,Secret Agent,1936,Hitchcock,"Balcon, Montagu","SGaumont Lime Grove, SG.F.D.",bnw,Susp,,"London, England; chocolate afctory, Switzerland","B(S.Maugham: Ashenden) W(Charles Bennett, Campbell Dixon) C(Bernard Knowles) Er(W)",
H30,Young and Innocent,1938,Hitchcock,Black,"SLime Grove and Pinewood, SG.F.D.",bnw,Susp,,,"B(Josephine Tey) C(Bernard Knowles) W(Charles Bennett, Alma Reveille) Alt(The Girl Was Young; USA)",
H32,Jamaica Inn,1939,Hitchcock,"Pommer, Laughton","SElstree, SAssociated British, Paramount",bnw,Dram,W50,"seashore, Cornwall, England","C(Bernard Knowles, Harry Stradling) Er(C)",
H33,Rebecca,1940,Hitchcock,Selznick,"SSelznick, SU.A.",bnw,Dram,"AA, AAN dir, H****","castle, England","C(George~Barnes; AA) W(Robert E. Sherwood, J.Harrison; AAN) B(Daphne duMaurier) M(Waxman; AAN) Seen(1989) VT(N:HT5) V(Lyle~Wheeler)",
H34,Foreign Correspondent,1940,Hitchcock,Wanger,SU.A.,bnw,Susp,"H****, AAN","London, England; flying boat, Atlantic; T(1940)","W(Charles Bennett, J.Harrison, James Hilton, Robert Benchley; AAN) B(Vincent Sheehan: `Personal History') C(Mate; AAN) Seen(3Jan1991) VT(N:HT1)",
H36,Suspicion,1941,Hitchcock,"Raphaelson, Hitchcock",SRKO,"bnw,cld",Susp,,"mansion, England",C(Harry Stradling) B(Francis Iles) Prof(440K),
H37,Saboteur,1942,Hitchcock,"F.Lloyd, Skirball",SUniversal,bnw,Susp,H***,"national monuments, WY; statue of liberty, NY",Seen(20Sep1989) C(Valentine) VT(N:HT2),
H39,Lifeboat,1943,Hitchcock,MacGowan,SFox,bnw,Susp,"H**, AAN dir",sea,"B(John Steinbeck; AAN) W(John Steinbeck, Jo Swerling) C(Glen MacWilliams; AAN) Seen(18Sep1989) VT(N:HT4)",
H42,Spellbound,1945,Hitchcock,Selznick,"SSelznick, SU.A.",bnw,Susp,"H**, AAN, AAN dir","mental hospital, Vermont","M(Rozsa; AA) C(George~Barnes; AAN) W(Hecht) V(Salvador Dali) B(Francis Beeding: ``The House of Dr.Edwardees'')) Seen(3Dec1989), 15May90",
H43,Notorious,1946,Hitchcock,Hitchcock,SRKO,bnw,Susp,H***,"RioDe Janeiro, Brazil","W(Ben Hecht; AAN) C(Tetzlaff) M(Roy Webb) Seen(20Jan1990, 30Jun1997)",
H44,The Paradine Case,1947,Hitchcock,Selznick,"SSelznick, SU.A.",bnw,Susp,H**,"London, England B(Robert Hichens)",W(Selznick) C(Lee Garmes) M(Waxman),
H46,Under Capricorn,1949,Hitchcock,"Bernstein, Hitchcock","STransatlantic, MGM British, SWarners",\Tcol,Dram,,"Sidney, Australia","W(James Bridie, Hume Cronyn) B(Helen Simpson) C(Jack Cardiff, Ian Craig, David McNeilly) Seen(15May1990)",
H50,Dial M for Murder,1954,Hitchcock,Hitchcock,SWarners,\Wcol 3D,Susp,H**,"London, England",M(Tiomkin) C(Burks) Seen(3Dec1989),
H51,Rear Window,1954,Hitchcock,Hitchcock,SParamount,\Tcol,Susp,"H***, AAN dir","town, East","B(Woolrich) C(Burks; AAN) W(J.M.Hayes; AAN) VT(N:HC3; HT8, inc)",
H52,To Catch a Thief,1955,Hitchcock,Hitchcock,SParamount,\Tcol,Susp,aw,"Riviera, France",W(J.M.Hayes) C(Burks) B(David Dodge),
H57,The Man Who Knew Too Much,1956,Hitchcock,Hitchcock,SParamount,\Tcol,Susp,H*,"Indianapolis, IN; Morocco; Albert Hall, London","VT(N:HT3) C(Burks) M(Bernard Herrman; Jay Livingston, Ray Evans; AA)",
H61,The Wrong Man,1957,Hitchcock,Hitchcock,SWarners,bnw,"Susp,Docu",,USA,"C(Burks) W(John Michael Hayes, Angus McPhail) B(Charles Bennett, D.R. WyndhamLewis)",
H65,Vertigo,1958,Hitchcock,"Hitchcock, Robert Coleman",SParamount,"\Tcol, \Vistavision",Susp,H**,"Nob Hill, S.F., CA; restaurant, Ernie's, S.F., CA; SanJuanBattista, CA","M(Herrmann; ""Liebestod"") C(Burks) V(Henry Bumstead, Saul Bass ""titles"" ) VT(N:HC1)",
H79,The Birds,1963,Hitchcock,Hitchcock,SUniversal,\Tcol,Susp,H***,"bird shop, S.F., CA; Bodega Bay, CA",W(Evan Hunter) B(Daphne duMaurier) C(Burks) M(Herrmann; sounds only) VT(N:HT5),
H80,Marnie,1964,Hitchcock,Hitchcock,SUniversal,col,Susp,,"Philadelphia, PA","B(Winston Graham)Seen(1Sep1988),23Jan89 M(Herrmann) W(J.P. Allen) C(Burks) VT(N:HT9)",
H81,Torn Curtain,1966,Hitchcock,Hitchcock,SUniversal,\Tcol,Susp,H**,East Germany,Seen(3Sep1988) M(John Addison) W(Brian Moore) C(John F. Warren) VT(N:HT7D),
H82,Topaz,1969,Hitchcock,Hitchcock,SUniversal,\Tcol,Susp,H*,"Moscow, Russia; Denmark; Cuba; Paris, France",B(Leon Uris) W(Sam~Taylor) M(Maurice Jarre) R(PG) C(Jack Hildyard) VT(N:HT11),
H83,Frenzy,1972,Hitchcock,Hitchcock,SPinewood,\Tcol,Susp,H*,"London, England",M(Ron Goodwin) C(Gil Taylor) R(R),
H40,Aventure Malgache,1944,Hitchcock,PN:Ministry of Inf.,SElstree,bnw,Advt,,,Le(short) Er(Elstree?),
H41,Bon Voyage,1944,Hitchcock,PN:Ministry of Inf.,SElstree,bnw,Advt,,,Le(short) Nt(not released?) Er(Elstree?),
H55,Breakdown,1955,Hitchcock,Hitchcock,"SShamley,CBS","bnw,TV",Susp,,"Atlantic City, NJ",TV(13Nov1955) Le(30m) Seen(28Dec1990) VT() W(Louis Pollock),
H58,Back For Christmas,1956,Hitchcock,Hitchcock,"SShamley, CBS","bnw,TV",Susp,,,"TV(4Mar1956) Le(30m) VT(N:HQ7,HQ10?,HR2) Seen(24Jun1991)",
H59,Wet Saturday,1956,Hitchcock,Hitchcock,"SShamley,CBS","bnw,TV",Susp,,,"TV(30Sep1956) Le(30m) W(Mirian Cotrell) B(John Collier) Seen(5Dec1991) VT(N:HR1,HR2)",
H60,Mr.~Blanchhard's Secret,1956,Hitchcock,Hitchcock,"SShamley,CBS","bnw,TV",Susp,,apartment,"TV(23Dec1956) Le(30m) Seen(1990) VT(N:HR1,HR2)",
H63,Four O'Clock,1957,Hitchcock,Hitchcock,"SShamley, NBC","bnw,TV",Susp,,,Le(1h) TV(30Sep1957) Le(30m) B(Woolrich) W(F.Cockrell),
H66,Lamb To The Slaughter,1958,Hitchcock,Hitchcock,"SShamley,CBS","bnw,TV",Susp,,,B(Roald Dahl) TV(13Apr1958) Le(30m),
H67,A Dip In The Pool,1958,Hitchcock,"Hitchcock,J.Harrison","SShamley,CBS","bnw,TV",Susp,,"ship, Atlantic","TV(1Jun1958) Le(30m) B(Roald Dahl) Seen(9Dec1991) VT(N:HR1,HR3)",
H68,Poison,1958,Hitchcock,"Hitchcock,J.Harrison","SShamley,CBS","bnw,TV",Susp,,,TV(5Oct58) Le(30m) B(Roald Dahl) VT(N:HR2),
H70,Banquo's Chair,1959,Hitchcock,"Hitchcock, J.Harrison","SShamley,CBS","bnw,TV",Susp,,,"TV(3May1959) Le(30m) Seen(5Dec1991) VT(N:HD2-2,HR1,HR2,HS1)",
H72,The Crystal Trench,1959,Hitchcock,"Hitchcock, J.Harrison","SShamley,CBS","bnw,TV",Susp,,"glacier, Switzerland","TV(4Oct1959) Le(30m) Seen(Nov1988) VT(N:HR1,HR2) B(A.E.W. Mason) W(Siliphant)",
H74,Incident At A Corner,1960,Hitchcock,"Hitchcock, J.Harrison","SShamley,NBC","bnw,TV",Susp,,,Le(1h) TV(5Apr1960),
H75,Mrs.~Bixby And The Colonel's Coat,1960,Hitchcock,"Hitchcock, J.Harrison","SShamley, NBC","bnw,TV",Susp,,dentist's office,TV(27Sep1960) Le(30m) B(Roald Dahl) Seen(10Dec1991) VT(N:HR1),
H76,The Horseplayer,1961,Hitchcock,"Hitchcock,J.Harrison","SShamley,CBS","bnw,TV",Susp,,"Church, town, USA",TV(14Mar1961) Le(30m) B(W(Henry Slesar)) Seen(10Dec1991) VT(N:HR1),
H77,Bang! You're Dead,1961,Hitchcock,"Hitchcock,J.Harrison","SShamley,CBS","bnw,TV",Susp,,"suburb, USA",TV(17Oct1961) Le(30m) VT(N:HR2?1) Seen(8Dec1991),
H78,I Saw The Whole Thing,1962,Hitchcock,"Hitchcock,J.Harrison","SShamley,CBS","bnw,TV",Susp,,,TV(11Oct1962) Le(1h),
WKD10,The Edison Kinetopic Record of A Sneeze,1893,,Dickson,PN:Thomas A. Edison,SEdison,bws,Docu,aw,lc,,
ALu1,La Premiere Seance du Salon Indien au Grand Cafe,1895,A.Lumiere,A.Lumiere,SLumiere,bws,,,"Paris, France",Le(1min) Seen([MO]) Nt(text only),
ALu2,La Sortie des Usines Lumiere,1895,A.Lumiere,PN:,SLumiere,sbw,Docu,,"Lyon, France",Le(30sec) Seen([MO]),
ALu3,Arrivee d'un train en Gare de la Ciatat,1895,A.Lumiere,PN:,SLumiere,sbw,Docu,,"Ciatat, Frnace",Le(30sec) Seen([MO]),
ALu4,Le Gouter de Bebe,1895,A.Lumiere,PN:,SLumiere,,,,,Le(30sec) Seen([MO]),
ALu5,L'Arroseur arrosse,1895,A.Lumiere,PN:,SLumiere,,Comd,,"graden, France",Le(30sec) Seen([MO]) (The Gardener),
ALu6,Barque Quittant le Port,1895,A.Lumiere,PN:,SLumiere,,Docu,,,Le(30sec) Seen([MO]),
ALu7,Boules,1895,A.Lumiere,PN:,SLumiere,,,,,Le(30sec) Seen([MO]),
ALu30,L'assissinatat du Duc de Guise,1908,A.Lumiere,PN:,SLumiere,,Actn,,"Castle, France",Le(15min) Seen([MO]) M(SaintSaens: Danse Macabre),
ESP10,Uncle Tom's Cabin,1902,E.S.Porter,,SEdison,bws,Comd,,,C(E.S.Porter) Le(18min),
ESP11,Life of an American Fireman,1903,E.S.Porter,,SEdison,bws,West,,,C(E.S.Porter) Le(7min),
ESP12,The Great Train Robbery,1903,E.S.Porter,,SEdison,bws,West,H***,"train, West",C(E.S.Porter) W(E.S.Porter) Nt(first West) Le(11min),
ESP16,The Little Train Robbery,1905,E.S.Porter,,SEdison,bws,,,"train, USA",Le(18min),
ESP17,The Kleptomaniac,1905,E.S.Porter,,SEdison,bws,,,,Le(15min),
ESP25,The Count of Monte Christo,1912,E.S.Porter,Zukor,SFamous,bws,Dram,,,C(E.S.Porter) Le(70min),
ESP26,The Prisoner of Zenda,1912,E.S.Porter,Zukor,SFamous,bws,Dram,,,Cost(50K),
ESP27,His Neighbor's Wife,1912,E.S.Porter,Zukor,SFamous,bws,Dram,,,Cost(50K),
ESP30,An American Citizen,1913,E.S.Porter,Zukor,SFamous,bws,,,,,
ESP31,A Good Little Devil,1913,E.S.Porter,Zukor,SFamous,bws,,,,,
ESP32,In The Bishop's Carriage,1913,E.S.Porter,Zukor,SFamous,bws,,,,,
ESP33,Caprice,1913,E.S.Porter,Zukor,SFamous,bws,,,,,
ESP34,Hearts Adrift,1913,E.S.Porter,Zukor,SFamous,bws,,,,,
ESP40,Tess of The Storm Country,1914,E.S.Porter,Zukor,SFamous,bws,Dram,,,B(Grace Miller White) W(E.S.Porter) Cost(13K) Inc(1M+),
GMs2,L'Homme orchestre,1900,Melies,PN:,SL:\Fr,sbw,,
GMs4,Cinderella,1900,Melies,PN:,SL:\Fr,,Fant,
GMs6,Le voyage dans la lune,1902,Melies,PN:,SL:\Fr,,ScFi,,space,Nt(first cartoon),
GMs8,Danseuse Microscopique,1902,Melies,PN:,SL:\Fr,bws,ScFi,,studio,Nt(trick photographie),
GMs12,An Impossible Voyage,1904,Melies,PN:,SL:\Fr,bws,Ctxx,,,,
GMs20,L'Homme a la Tete en Caoutchouc,1906,Melies,PN:,SL:\Fr,bws,Fant,,,Seen(23Oct1990),
WHa1,The Maniac's Guillotine,1902,Haggar,Haggar,SU:,bws,Horr,,,Le(short),
WHa8,The Life of Charles Pierce,1905,Haggar,Haggar,SU:,bws,BioP,,,Le(short),
WMc10,Kit Carson,1903,McCutcheon,PN:,SBiograph,bws,Advt,aw,lc,C(McCutcheon) Le(21m),
ThE10,Parsifal,1904,Edison,PN:Edison,SEdison,bws,"Musc, BioP",,Nt(score distinct),
JaC1,The Wagon Trails,1906,Cruze,PU:,SU:,col,Advt,,OR,Note(early Western),
JaC7,Too Many Millions,1918,Cruze,PN:,SU:,prc,CTxx,aw,lc,,
JaC10,The Covered Wagon,1923,Cruze,PN:,SU:,prc,West,aw,lc,,
JaC12,Hollywood,1918,Cruze,PN:,SU:,prc,CTxx,aw,lc,,
JaC15,Ruggles of Red Gap,1918,Cruze,PN:,SU:,prc,West,aw,lc,,
JaC20,Beggars on Horseback,1925,Cruze,PN:,SU:,prc,West,aw,lc,,
JaC23,Pony Express,1925,Cruze,PN:,SU:,prc,West,aw,lc,,
JaC25,Old Ironsides,1926,Cruze,PN:,SU:,bws,Advt,aw,Atlantic coast; T(1790),,
JaC33,Washington Merry Go Round,1932,Cruze,PN:,SU:,prc,CTxx,aw,lc,,
JaC40,Sutter's Gold,1936,Cruze,PN:,SU:,prc,CTxx,aw,lc,,
GKS60,The Dead Man's Claim,1912,Spoor,Spoor,SEssanay,bws,West,,West Le(15min),
LMi1,The Last Days of Pompeii,1908,Maggi,PN:,SL:Italy,bws,Hist,,"Pompeii, Italy",,
LMi23,Autumn Sunset Dream,1911,Maggi,PN:,SAmbrosio,bws,Dram,,,B(Gabrielle d'Annunzio),
LMi35,The Lion of Venice,1914,Maggi,PN:,SAmbrosio,bws,Dram,,"Venice, Italy",B(P.G. Piatti),
Z0210,Romeo and Juliet,1908,Unknown2,PN:,SL:USA,bws,Romt,aw,lc,,
Z0220,Romeo and Juliet,1908,Unknown2,PN:,Lang(\It),bws,Romt,aw,lc,,
Z0230,Romeo and Juliet,1908,Unknown2,PN:,SL:\GB,bws,Romt,aw,lc,,
Z0240,Romeo and Juliet,1911,Unknown2,PN:,SL:USA,bws,Romt,aw,lc,,
Z0250,Romeo and Juliet,1911,Unknown2,PN:,SL:\It,bws,Romt,aw,lc,,
Z0260,Romeo and Juliet,1916,Unknown2,PN:,SU:,bws,Romt,aw,lc,,
Z0270,Romeo and Juliet,1916,Unknown2,PN:,SU:,bws,Romt,aw,lc,,
Z0280,Romeo and Juliet,1996,Unknown2,PU:,SU:,col,Romt,aw,,,
EiC10,Le Binetoscope,1909,Cohl,PN:,SGaumont,prc,Cart,aw,lc,Le(shorts),
GdL10,"Marin Valiero, Doge of Venice",1909,deLiguoro,PN:,SSaffiComerio,bws,Hist,aw,"Venive, Italy",Le(14min),
MCs2,The Pilgrim's Progress,1912,Caserini,PN:,SAmbrosio,bws,Dram,aw,,,
MCs10,Love Everlasting,1913,Caserini,PN:,SArtistica Gloria,bws,Dram,aw,"Wallenstein; Paris, France",Seen(25Feb1995),
GlS10,The Merchant of Venice,1910,loSavio,PN:,SFilm d'Arte Italia,bws,Dram,aw,"Venice, Italy",Le(8min; incomplete) B(Shakespeare),
ISB10,Life of Moses,1910,Blackton,PN:,SVitagraph,"col, silent",Biop,aw,lc,"Le(4 reels, 18m remaining)",
ThB10,The Old Curiosity Shop,1913,Bentley,PN:,SU:,bws,Dram,aw,lc,B(Dickens),
ThB30,The Old Curiosity Shop,1921,Bentley,PN:,SU:,bws,Dram,aw,lc,B(Dickens),
ThB50,Young Woodley,1930,Bentley,PN:,SU:,prc,Ctxx,aw,lc,,
ThB55,Hobson's Choice,1931,Bentley,PN:,SBIP,,prc,Dram,aw,lc,,
ThB70,The Old Curiosity Shop,1935,Bentley,PN:,SU:,bnw,,,,B(Dickens),
ThB80,Lucky to Me,1939,Bentley,PN:,SU:,prc,Ctxx,aw,lc,,
UgF10,Salome,1910,Falena,PN:,SFilm d'Arte Italiana,bws,Dram,aw,lc,Le(10min),
UgF12,Francesca di Rimini,1911,Falena,PN:,"SFilm d'Arte Italiana, Film d'Art Paris",bws,Romt,aw,lc,B(Dante) Le(10min),
APv10,Dante's Inferno,1911,Padovan,PN:,SMilano Films,prc,Ctxx,aw,lc,"B(Dante) CoD(Francesco Bertolini, Guiseppe diLiguoro) Le(30min)",
APv11,Homer's Odyssey,1911,Padovan,PN:,SMilano Films,prc,Advt,aw,lc,B(Homer) CoD(Francesco Bertolini) Le(6min),
LcP15,L'Enfant de Paris,1913,Perret,PN:,SU:,prc,Ctxx,aw,lc,Le(115min),
OrM10,Clios and Phyletes,1911,Mentasti,PN:,SItala,bws,Ctxx,aw,lc,Le(21min),
ThI10,Little Dove's Romance,1911,Th.Ince,PN:,SBison,bws,West,,West,Le(15m),
ThI20,Custer's Last Fight,1912,Th.Ince,PN:,SU:,bws,CTxx,H-,lc,,
ThI40,Civilization,1915,Th.Ince,PN:none,STriangle,bws,Fant,H***,battlefields,Nt(sound added 1931),
ThI60,Human Wreckage,1924,Th.Ince,PN:,SU:,prc,CTxx,H-,lc,,
ThI65,Custer's Last Fight,1925,Th.Ince,Th.ince,SQuality Amusememt Inc.,bws,West,,West,Le(50min),
WmH10,A Tale of Two Cities,1911,Humphrey,PN:,SU:,bws,Dram,aw,,B(Dickens),
ADw5,Maiden and Men,1912,Dwan,PN:,SAMF,bws,Dram,,lc,W(G.P. Hamilton) Le(15m),
ADw6,Their Hero Son,1912,Dwan,PN:,SAMF,bws,Dram,,lc,W(G.P. Hamilton) Le(14m),
ADw17,Robin Hood,1922,Dwan,Fairbanks~sr,SU:,bws,Advt,H**,England,"V(Wilfred Buckland, Anton~Grot)",
ADw22,The Iron Mask,1922,Dwan,Fairbanks~sr,SU.A.,"bnw,bws",Advt,,,"Nt(part sound, music)",
ADw27,Manhandled,1924,Dwan,PN:William leBaron,SParamount,bws,Romt,,,,
ADw41,Suez,1938,Dwan,D.Markey,SFox,bnw,,H*,Egypt,C(Pev~Marley;AAN) M(Louis Silvers; AAN) W(Ph.Dunne),
ADw60,Sands of Iwo Jima,1949,Dwan,PN:Edward Grainger,SU:,prc,Actn,aw,"mil.inst., Pacific; T(1945)","W(Harry Joe Brown, James Edward Grant, Milestone)",
ADw70,Cattle Queen of Montana,1954,Dwan,Bogeaus,SRKO,\Tcol,West,H,"ranch, MT",,
ADw72,Passion,1954,Dwan,Bogeaus,SRKO,\Tcol,West,,CA; T(1840),,
ADw75,Tennessee's Partner,1954,Dwan,Bogeaus,SRKO,\Tcol,West,,CA; T(1850),,
ADw80,Slightly Scarlet,1956,Dwan,,SRKO,col,Dram,,"city, Midwest",W(Robert Blees) B(J.M.Caine),
AEG25,The Ghost Breaker,1922,A.E.Green,PN:,SParamount,bws,,,
AEG37,Baby Face,1933,A.E.Green,PN:,SU:,bnw,Dram,,
AEG39,I Loved a Woman,1933,A.E.Green,Blanke,SWarners,bnw,,H*,
AEG41,Dangerous,1935,A.E.Green,PN:Harry Joe Brown,SWarners,bnw,Dram,H*,lc,,
AEG50,The Gracie Allen Murder Case,1935,A.E.Green,PN:,SU:,bnw,Myst,,,B(S.S. VanDine:Philo Vance),
JCw16,Step On It,1922,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw44,Our Modern Maidens,1929,Conway,PN:,SU:,bws,Romt,aw,"parties, USA",,
JCw47,The Unholy Three,1930,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw50,Just a Gigolo,1931,Conway,,SMGM,bnw,Comd,H,lc,,
JCw51,Arsene Lupin,1932,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw57,Viva Villa,1934,Conway,PN:,SMGM,bnw,Epic,aw,Mexico,"W(Ben Hecht, Hawks) CoD(Hawks; fired)",
JCw61,A Tale of Two Cities,1935,Conway,PN:Selznick,SMGM,bnw,Dram,"H**, AAN, [47]",England; France; T(1780),B(Dickens),
JCw62,Libeled Lady,1936,Conway,PN:Lawrence Weingarten,SMGM,bnw,Romt,"F77,H**, AAN",
JCw63,Sarasota,1937,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw64,A Yank at Oxford,1938,Conway,PN:,SU:,prc,Ctxx,aw,lc,W(Gilliat),
JCw65,Too Hot To Handle,1938,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw68,Boom Town,1940,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw69,Love Crazy,1940,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw70,Honky Tonk,1940,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw73,Dragon Seed,1944,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
JCw75,The Hucksters,1947,Conway,PN:,SU:,prc,Ctxx,aw,lc,,
MaT10,Alias Jimmy Valentine,1915,M.Tourneur,PN:World,SU:,bws,CnR,aw,lc,,
MaT27,Poor Little Rich Girl,1917,M.Tourneur,PN:,SU:,bws,Dram,aw,lc,,
MaT40,Au nom de la loi,1931,M.Tourneur,PU:,SU:,prc,CnR,,lc,,
LoW3,How Men Propose,1913,Weber,PN:,SCrystal,sbw,Dram,,Le(6m) W(Lois Weber),
LoW5,Where are My Children,1916,Weber,PN:,SUniversal,sbw,Dram,,,CoD(Phillips Smalley) W(Lois Weber),
LoW5,Where are My Children,1916,Weber,PN:,SUniversal,sbw,Dram,,,CoD(Phillips Smalley) W(Lois Weber),
LoW10,The Dumb Girl of Portici,1916,Weber,PN:,SUniversal,sbw,
LoW11,"The Juvenile Dancer Supreme, Lena Basquette in a Group of Classical Dances",1916,Weber,PN:,SUniversal,sbw,
LoW20,The Dance of Love,1920,Weber,PN:,SUniversal,sbw,
LoW21,Shoes,1920,Weber,PN:,SUniversal,sbw,
ME40,Nelson,1919,Elvey,PN:,SU:,prc,Ctxx,aw,lc,Er(1919),
ME60,The Elusive Pimpernel,1912,Elvey,PN:,SU:,prc,CTxx,,France,
MEl130,Balalava,1928,Elvey,PN:,SU:,prc,Ctxx,aw,lc,,
MEl150,The School for Scandal,1930,Elvey,PN:,SU:,prc,Ctxx,aw,lc,,
ME180,The Lodger,1932,Elvey,PN:,SU:,bnw,Susp,,"London, England",
ME200,The Tunnel,1934,Elvey,PN:,SU:,prc,Ctxx,aw,lc,,
ME240,The Spider,1940,Elvey,PN:Victor M. Greene,SAdmiral,bnw,Susp,H,"train, England",,
ME270,Beware of Pity,1946,Elvey,PN:,SU:,prc,Ctxx,aw,lc,,
ME300,My Wife's Lodger,1952,Elvey,PN:,SU:,prc,Ctxx,aw,lc,,
MSe10,Dough and Dynamite,1914,Mack~Sennett,PN:Mack~Sennett,SKeystone,bws,Comd,aw,lc,W(Mack~Sennett) Le(33m) Nt(no D named),
MSe18,Fatty and Mabel's Simple Life,1915,Mack~Sennett,PN:Mack~Sennett,SKeystone,bws,Comd,aw,"San Diego, CA",W(Mack~Sennett) Le(14m) Nt(no D named),
MSt10,Vampyren,1912,M.Stiller,PN:,SU:,prc,Ctxx,aw,lc,,
MSt20,Sir Arne's Treasure,1919,M.Stiller,PN:,SU:,prc,Ctxx,aw,lc,,
MSt30,Erotikon,1920,M.Stiller,PN:,SSvensk Film Industri,bws,"Comd, Dram",H*,Sweden,
MSt40,The Saga of Gosta Berlin,1924,M.Stiller,PN:,SU:,,Romt,,Sweden,
MSt50,The Blizzard,1926,M.Stiller,PN:,SL:USA,
MSt55,Hotel Imperial,1927,M.Stiller,PN:,SU:,prc,CTxx,,hotel,
MSt60,Street of Sin,1928,M.Stiller,PN:,SU:,prc,Ctxx,aw,lc,,
VSj1,Tradgardsmastaren,1912,Seastrom,PN:,SSvenska Biografteaten,bws,Dram,aw,lc,Alt(The Broken Spring Rose; USA),
VSj3,The Phantom Carriage,1920,Seastrom,PN:,SU:,bws,Ctxx,aw,lc,,
VSj5,He Who gets Slapped,1924,Seastrom,PN:,SU:,bws,Ctxx,aw,lc,,
VSj7,The Divine Woman,1927,Seastrom,PN:,SMGM,bws,BioP,H*,France,
ElR10,The Last Days of Pompeii,1913,Rodolfo,PN:,SAmbrosio,bws,Dram,aw,lc,B(BulwerLytton),
NOx10,Il Cadavere Vivente,1913,Oxilia,PN:,SSavoia,bws,Ctxx,aw,lc,CoD(Oreste Mentasti),
