Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Cass,D,HyC,@1950,Cass,Henry,19xx,199x,\Br,,
Cassini,D,AxC,@1991,Cassini,Alexander,,\Un,\Am,,
Castellani,WD,ReC,@1941-1972,Castellani,Renato,1913,\Un,\It,,
Castellvi,D,xCa,@1940,Castellvi,gn,,\Un,\Sp,,
N.Castle,D,NiC,@1984-1993,Castle,Nick,,\Un,\Am,,
W.Castle,ADP,WiC,@1943-1968,Castle,William,,\Un,\Am,Ty(Horr; after 1958),
Cates,D,GiC,@1968-1980,Cates,Gilbert,,\Un,\Am,,
CatonJones,D,MCJ,@1989-1995,Caton-Jones,Michael,[6],\Un,\Br,,
Cattaneo,D,PCa,@1997,Cattaneo,Peter,,199x,\Un,,
Caulfield,D,MCa,@1982,Caulfield,Michael,,\Un,\Am,,
Cavalcanti,D,ACa,@1926-1962,Cavalcanti,Alberto,1897,1982,\Bz,,
Cavalier,WD,ACv,@1986,Cavalier,Alain,,\Un,\Fr,,
Cayatte,D,ACy,@1949-1970,Cayatte,Andre,1909,\Un,\Fr,,
Cerf,D,NAC,@1956,Cerf,Norman A.,,\Un,\Ct,,
Chabrol,WD,ClC,@1958-1983,Chabrol,Claude,1930,\Un,\Fr,,
Chadha,DSWSS,GuC,@1994,Chadha,Gurinder,19xx,\Un,\Ct,,
Chaffey,D,DCh,@1963,Chaffey,Don,,\Un,\Am,,
Chahine,D,YCh,@1958-1973,Chahine,Youssef,,\Un,\Eg ypt,,
Champion,D,GCh,@1983,Champion,Gregg,,\Un,\Am,Er(year),
J.Chan,AD,JCh,@1982-1986,Chan,Jackie,,\Un,\HK,"Ty(Comd,Actn)",
P.Chan,D,PtC,@1997,Chan,Peter Ho-Sun,,\Un,\HK,,
T.Chan,AD,TCn,@1993,Chan,Tony,,\Un,\Ct,,
Chaplin,ADP,CC,@1914-1966,Chaplin,Sir Charles,1889,1977,\Br,,
Ma.Chapman,D,MCp,@1979,Chapman,Michael,,\Un,\Am,,
Mi.Chapman,D,MCh,@1983-1984,Chapman,Michael,,\Un,\Am,,
Chappelle,WD,JCe,@1994,Chappelle,Joe,19xx,\Un,\Ct,,
Chartoff,P,,1979-1989,Chartoff,Robert,,\Un,\Am,,
Chase,D,RiC,@1983,Chase,Richard,,\Un,\Am,,
Chasnoff,D,DbC,@1990,Chasnoff,Debra,19xx,\Un,\Am,Er(dow),
Chatiliez,D,EtC,@1987-1990,Chatiliez,Etienne,,\Un,\Fr,,
Chautard,D,EmC,@1919,Chautard,Emile,,\Un,\Fr,,
Chechik,D,JeC,@1992,Chechik,Jeremiah,19xx,\Un,\Ct,,
Chelsom,D,PCh,@1992-1998,Chelsom,Peter,,\Un,\Ct,,
A.Chen,D,ACh,@1998,Chen,Andrew,,\Un,\Ch,,
J.Chen,AD,JnC,@1999,Chen,Joan,19xx,19yy,\Ch,,
K.Chen,D,KGC,@1985,Chen,KaiGe,,\Un,\Ch,Er(dow),
x.Chen,D,xCh,@1999,Chen,xgn,,\Un,\Ch,,
Chereau,D,PaC,@1975-1994,Chereau,Patrice,,\Un,\Fr,,
Chesterton,B,,,Chesterton,G.K.,,,\Br,Inf(Hitchcock),
Ching,D,CST,@1985-1990,Ching,SuiTung,,\Un,\HK,,
Cholodenko,D,LCl,@1998,Cholodenko,Lisa,,\Un,\Ct,Ge(F),
Chomsky,D,MvC,@1971-1984,Chomsky,Marvin,,\Un,\Am,,
Christian,D,RCh,@1997,Christian,Roger,19xx,199x,\Ct,,
Chong,DA,TCh,@1978-1982,Chong,Thomas,[1],\Un,\Am,Ty(slapstick),
ChristianJaque,DW,ChJ,@1938-1980,Maudet,Christian,1904,\Un,\Fr,,
Chytilova,D,VCy,@1992,Chytilova,Vera,19xx,\Un,,,
Cimber,D,MCb,@1981,Cimber,Matt,[1],\Un,,,
Cimino,WD,MCi,@1973-1980,Cimino,Michael,1940,\Un,\Am,,
Cisse,D,SoC,,Cisse,Souleymane,"[1,6]",\Un,,Nt(Greatest African moviemaker),
Clair,D,RC,@1923-1965,Chomette,Ren\'e,1898,1981,\Fr,Inf(Hitchcock),
A.Clark,D,ACl,@1987,Clark,Alan,,\Un,\Ct,,
B.Clark,DP,BCl,@1972-1983,Clark,Bob,,\Un,\Ca,,
B.D.Clark,D,BDC,@1981,Clark,B.D.,,\Un,,,
G.Clark,D,GCl,@1980,Clark,Greydon,19xx,\Un,\Am,,
J.Clark,ED,JiC,@1968-1974,Clark,Jim,1931,\Un,\Br,,
J.B.Clark,ED,JBC,@1957-1971,Clark,James B.,1908,\Un,\Am,,
Clarke,D,SCl,@1961-1964,Clarke,Shirley,,\Un,\Am,Gd(F),
Clavel,D,RCv,@1951,Clavel,Robert,,\Un,\Fr,,
Clavell,WDP,JCv,@1958-1971,Clavell,James,1922,\Un,\Au,Or(Anglo-Irish),
Clayton,CDP,JCn,@1955-1983,Clayton,Jack,1921,\Un,\Br,,
Clegg,D,TCl,@1980,Clegg,Tom,,\Un,\Am,,
Clemens,D,WCl,@1936-1947,Clemens,William,1905,\Un,\Am,Ty(Myst),
Clement,D,RCl,@1943-1975,Cl\'ement,Ren\'e,1913,1996,\Fr,,
Clifford,D,GrC,@1982-1990,Clifford,Graeme,[1],\Un,,,,
Clifton,D,ECl,@1944,Clifton,Elmer,,\Un,\Am,,
Cline,D,ECn,@1940,Cline,Edward,19,\Un,\Am,,
Clouse,WD,RbC,@1973-1977,Clouse,Robert,,\Un,,,
Clouzot,WD,HGC,@1942-1970,Clouzot,Henri-Georges,1907,1977,\Fr,Mt(Vera Clouzot) Ty(Susp) Note(The Hitchcock of France),
Clowes,D,SIC,@1948,Clowes,St.John L.,,\Un,\Br,,
Clurman,D,HaC,@1946,Clurman,Harold,,199x,\Un,,
Coates,D,LCo,@1983,Cozzi,Luigi (Lewis),,\Un,,,
Cochran,D,SyC,@1992,Cochran,Stacy,,\Un,\Ct,Gd(F),
Cockrell,WD,FCk,@1956,Cockrell,Francis,,\Un,\Am,"Ww(Hitchcock, TV)",
M.Cockrell,W,Mck,@1956,Cockrell,Marian,,\Un,\Am,"Ww(Hitchcock, TV) Gd(F)",
Cocteau,WD,JC,@1930-1959,Cocteau,Jean,1869,1963,\Fr,Inf(Hitchcock),
F.Coe,PD,FrC,@1965-1969,Coe,Fred,1914,1979,\Am,"Also(P,1958-1965)",
W.Coe,D,WaC,@1990,Coe,Wayne,,\Un,\Am,,
E.Coen,WP,,1984-1990,Coen,Ethan,,\Un,\Am,Sib(Joel Coen),
J.Coen,D,JlC,@1984-1990,Coen,Joel,,\Un,\Am,Sib(Ethan Coen),
E.Cohen,D,ECh,@1991,Cohen,Eli,,\Un,,,
L.Cohen,WPD,LCh,@1982,Cohen,Larry,,\Un,\Am,,
N.Cohen,D,NCh,@1977,Cohen,Norman,,\Un,\Br,,
R.Cohen,DP,RCn,@1984-1996,Cohen,Rob,,\Un,\Am,,
Cohl,D,EiC,@1909-1911,Cohl,Emilre,19xx,\Un,\Fr,Ty(Cart),
Harry~Cohn,P,,,Cohn,Harry,1891,1958,\Am,St(Columbia),
Coleman,D,HCo,@1965,Coleman,Herbert,,\Un,\Am,Ww(Hitchcock; TV),
Colla,D,RAC,@1972-1978,Colla,Richard A.\,,\Un,\Am,,
Collard,D,CyC,@1994,Collard,Cyril,1951,1993?,\Fr,,
Coletti,D,DuC,@1960,Coletti,Dulio,,\Un,\It,,
D.Collier,CD,DvC,@1994,Collier,David,1962,\Un,\Am,Lw(Betsy Thompson; DP),
J.Collier,WD,JFC,@1990,Collier,James F.,,\Un,\Am,,
L.Collins,D,LCs,@1948,Collins,Lewis D.,,\Un,\Ct,,
P.Collins,D,PhC,@1990,Collins,Philip,,199x,\Un,Er(dow),
R.Collins,D,RgC,@1994-199,Collins,Roger,,199x,\Un,Ty(Porn),
Collinson,D,PCo,@1967-1980,Collinson,Peter,1938,1980,\Br,Ty(Susp),
Colpi,D,HrC,@1961,Colpi,Henri,,\Un,\Ct,,
Columbus,WD,CCo,@1987-1992,Columbus,Chris,1959,\Un,\Am,,
Comfort,CDP,LaC,@1941-1965,Comfort,Lance,1908,1966,\Br,,
Comencini,D,LgC,@1953-1988,Comencini,Luigi,,\Un,\It,,
Compton,D,RCm,@1973-1975,Compton,Richard,,\Un,\Am,,
Condon,D,BCo,@1998,Condon,Bill,,\Un,\Ct,,
Conn,D,NcC,@1992,Conn,Nicole,,\Un,\Ct,,
Connor,D,KCo,@1970-1979,Connor,Kevin,,\Un,\Am,Er(first dow),
Conrad,PD,WCo,@1965,Conrad,William,,\Un,\Ct,,
Considine,P,,1935-1936,Considine,"John W., jr.",,\Un,\Am,,
Bill~Conti,M,,1979,Conti,Bill,,\Un,,,
Conway,D,JCw,@1912-1948,Conway,Jack,1887,1952,\Am,Ww(Griffith) Ty(Actn) St(MGM),
F.Cook,D,FiC,@1956-1977,Cook,Fielder,1923,\Un,\Am,Ty(TV),
R.Cook,D,RnC,@1994,Cook,Robin,19xx,\Un,\Ct,,
Cookson,D,ToC,@1991,Cookson,Tony,,\Un,\Ct,,
Coolidge,D,MaC,@1983-1994,Coolidge,Martha,1947,\Un,\Am,Gd(F),
M.C.Cooper,PCD,MCC,@1933,Cooper,Merian C.,1893,1973,\Am,Ty(Advt) Ww(Schoedsack),
S.Cooper,D,SCo,@1977,Cooper,Stuart,,\Un,\Am,,
Chopra,D,JcC,@1997,Chopra,Joyce,,199x,\Un,Ge(F),
Coraci,D,FCr,@1998,Coraci,Frank,19xx,199x,\Ct,,
Carmine~Coppola,M,,@1974-1979,Coppola,Carmine,1911,1991,\It,"Pa(Francis ford Coppola, Talia Shire)",
Coppola,WDP,FFC,@1963-1983,Coppola,Francis Ford,1939,\Un,\Am,Mt(Eleanor Neil; V),
Corbiau,D,GCo,@1989,Cobiau,Gerard,[6],\Un,\Be,"Er(f_name, Or)",
Corbucci,D,SeC,@1966-1978,Corbucci,Sergio,,\Un,\It,,
Corman,DP,RCo,@1955-1971,Corman,Roger,1926,\Un,\Am,Also(Dist) Nt(Stanford '47) Ty(Horror),
Corneau,D,AlC,@1979,Corneau,Alain,,\Un,\Fr,,
Cornelius,WD,HCs,@1948-1958,Cornelius,Henry,1913,1958,\Br,,
Cornell,D,ICo,@1988,Cornell,John,[1],\Un,\Am,,
Cornfield,DWP,HuC,@1956-1968,Cornfield,Hubert,1929,\Un,\Am,,
Cortes,D,FCo,@1960,Cortes,Fernando,[6],\Un,\Me,Er(Or),
Corti,D,AzC,@1984,Corti,Azel,19xx,\Un,\Os,,
Coscarelli,D,DoC,@1970-1982,Coscarelli,Don,,\Un,\Am,,
Cosmatos,D,GPC,@1974-1993,Cosmatos,George Pan,1941,\Un,\Gr,Ty(Advt),
daCosta,ADP,MdC,@1958-1962,da Costa,Morton,,1989,\Ct,,
CostaGavras,DW,CCG,@1965-1998,Costa-Gavras,Constantin,1933,\Un,\Gr-\Ru,,
Costner,AD,KeC,@1990,Costner,Kevin,1955,\Un,\Am,,,Cottard,D,xCo,@1994,Cottard,gn,19xx,\Un,\Ct,Ty(TV),cr
Cotter,D,ICt,@1979,Cotter,John,,\Un,\Am,,
Coutinho,D,ECo,@1960-1984,Coutinho,Eduardo,,\Un,\Bz,Ty(Cinema Novo),
Coward,AWCD,NC,@1941-1969,Coward,Sir Noel,1899,1973,\Br,,
A.Cox,DW,ACx,@1984,Cox,Alex,,\Un,\Br,,
J.Cox,C,,1928-1938,Cox,Jack,,\Un,\Br,,
P.Cox,D,PCx,@1981-1994,Cox,Paul,,\Un,\Au,,
Crabtree,D,ACt,@1958,Crabtree,Arthur,19xx,\Un,\Ct,,
Crain,D,WlC,@1972,Crain,William,,\Un,\Ct,,
Crane,D,PCr,@1973,Crane,Peter,,\Un,\Am,,
J.Craven,D,JCr,@1994,Craven,Jay,,\Un,\Am,,
W.Craven,WD,WCr,@1970-1988,Craven,Wes,1939,\Un,\Am,Ty(Horror),
Ch.Crichton,D,ChC,@1944-1965,Crichton,Charles,1910,\Un,\Br,,
M.Crichton,WAD,MiC,@1973-1981,Crichton,Michael,,\Un,\Br,,
Crombie,D,DCb,@1983,Crombie,Donald,,\Un,,,
Cromwell,DA,ICr,@1929-1961,Cromwell,John,1888,1979,\Am,,
Cronenberg,D,DCr,@1970-1986,Cronenberg,David,1948,\Un,\Ca,Nt(not Cronenburg),
Floyd~Crosby,C,,1930-1980,Crosby,Floyd,,1985,\Am,"Pa(David Crosby; M,of Crosby, Stills, and Nash)",
Crosland,D,AC,@1923-1935,Crosland,Alan,1894,1936,\Am,,
Crosland~jr,D,ACj,@1960,Crosland,Alan~jr,[1],,\Am,Ch(Alan Crosland?) Ww(Hitchcock),
C.Crowe,BWD,CCw,@1989-1992,Crowe,Cameron,,\Un,\Am,,
Ch.Crowe,D,CCr,@1988-1992,Crowe,Christopher,,\Un,\Ct,,
Cruise,AD,TCr,@1993,Cruise,Tom,19xx,\Un,\Am,,
Cruper,D,MeC,@1996,"Cr\""uper",Melanie,,\Un,\Ge,Ty(Porn),
Cruze,AD,JaC,@1906-1938,Bosen,Jens Cruz (James),1884,1942,\Da,,
Crystal,D,BCr,@1992,Crystal,Billy,,\Un,\Am,Mainly(A),
Cuaron,D,ACu,@1990,Cuaron,Alfonso,19xx,\Un,\Ct,,
Cukor,PD,GC,,Cukor,George,1899,1983,\Am,St(MGM) Inf(Hitchcock),
I.Cummings,D,IrC,@1925-1951,Cummings,Irving,1888,1959,\Am,,
J.Cummings,P,,1935-1964,Cummins,Jack,1900,\Un,\Am,St(MGM),
Cundieff,DAW,RuC,@1994-1997,Cundieff,Rusty,19xx,\Un,\Am,,
Cunha,PD,RCu,@1958-1961,Cunha,Richard (Dick),19xx,\Un,\Am,,
Cunningham,D,SSC,@1980-1983,Cunningham,Sean S.,[1],\Un,\Am,Nt(Stanford 63),
D.Curtis,PD,DCs,@1970-1983,Curtis,Dan,1928,\Un,\Am,Ty(horror),
E.Curtis,D,ECs,@1914,Curtis,Edward S.,,\Un,\Am,Ty(Docu),
Richard~Curtis,W,,@1994,Curtis,Richar,1958,\Un,\Am,,
Curtiz,D,C,@1919,Kertesz,Mihaly (Michael),1888,1962,\Hu,,
Cutts,D,GCt,@1920-1926,Cutts,Graham,1885,1958,\Br,Inf(Hitchcock) Nt(some films assigned to Hitchcock) Er(dow),
Cybulski,D,,@19dd,,Cybulski,Zbignew,,\Un,\Po,
Czinner,PD,PCz,@1932-1966,Czinner,Paul,1890,197x,\Hu,"Ty(Opera, Ballet) Mt(Elisabeth Bergner)",
