
Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
N.Nosseck,DP,NNo,@1937-1991,Nosseck,Noel,,\Un,\Am,Er(1937 Max /1975),
Nossiter,D,JNo,@1997,Nossiter,Jonathan,,199x,\Un,,
Nougmanov,D,RNo,@1988,Nougmanov,Rachid,19xx,\Un,\Ru (Khazakstan),,
Novaro,D,MNv,@1992,Novaro,Maria,19xx,\Un,\Me,,
Noyce,D,PhN,@1989-1997,Noyce,Phillip,,\Un,,,
Nube,D,CDN,@1991,Nube,Chris D.,,\Un,,Er(name),
Nuchtern,D,SiN,@1983,Nuchtern,Simon,,\Un,\Am,,
Nugent,APWD,ElN,@1932-1951,Nugent,Elliot,1899,1980,\Am,,
Frank~Nugent,W,,1949-1963,Nugent,Frank S.,,,\Am,Ww(J.Ford),
Nunez,D,VNu,@1987-1997,N\~unez,Victor,,\Un,\Ct,,
Nunn,D,TNu,@1975-1986,Nunn,Trevor,[1],\Un,,,
Nutley,D,CNu,@1993,Nutley,Colin,19xx,\Un,\Br,,
Nuytten,CD,BNu,@1989,Nuytten,Bruno,,\Un,\Fr,Lw(Isabelle Adjani),
Nykvist,CD,SvN,"@1992,1953",Nykvist,Sven,1922,\Un,\Sw,
Nyby,D,CNy,@1952-1971,Nyby,Christian,1919,\Un,\Am,,
