Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
S.Anderson,D,SvA,@1992,Anderson,Steve,,\Un,\Am,,
W.Anderson,D,WeA,@1996,Anderson,Wes,,\Un,\Am,,
deAndrade,D,JPd,@1962-1969,de b,Joaquim Pedro,,\Un,\Bz,Ty(Cinema Novo),
G.Andre,D,,@1911,Andr\'e,Henri,19xx,\Un,\Fr,,
Andre,D,RAn,@19dd,Andr\'e,Raoul,1916,1992,\Fr,,
Angel,D,MxA,@1975,Angel,Mikel,,\Un,\Ct,,
Angelidi,D,AAg,@1985,Angelidi,Antoinetta,,\Un,\Gr,,
Angelo,DW,YvA,@1995,Angelo,Yves,19xx,\Un,\Fr,,
Angelopoulos,D,TAn,@1970-1998,Angelopoulos,Theo,1935,199x,\Gr,,
Angelou,D,MaA,@1998,Angelou,Maya,1928,199x,\Am,,
Annakin,D,KeA,@1946-1982,Annakin,Ken,1914,\Un,\Br,,
Annaud,D,JJA,@1971-1992,Annaud,Jean-Jaques,[1],\Un,\Fr,,
Anouilh,BW,,1947-1964,Anouilh,Jean,1910,\Un,\Fr,,
Antel,D,yAn,@1988,Antel,gn,19xx,\Un,\Os,,
Anthony,DA,JAn,@1956-1972,Deuster,Joseph,1912,\Un,
Antonijevic,D,PAn,@1998,Antonijevic,Peter,,\Un,\Ct,,
Antonio,AD,LAn,@1985,Antonio,Lou,*,\Un,\Am,,
Antonioni,D,MA,@1950-1982,Antonioni,Michelangelo,1912,\Un,\It,,
Apostoloff,DP,StA,@1965,Apostoloff,Stephen C.,,\Un,\Ct,,
Apted,D,MAp,@1964-1994,Apted,Michael,1941,\Un,\Br,Ty(Docu),
Aragon,D,MGA,@1982,Aragon,Manuel Guiterrez,,\Un,\Sp,,
Araki,DWCE,GrA,@1988,Araki,Gregg,19xx,\Un,\Am,,
Aranda,D,VAr,@1992,Aranda,Vincente,,\Un,\Sp,,
Arau,D,AfA,@1992,Arau,Alfonso,,\Un,\Ct,,
Arcand,D,DeA,@1989,Arcand,Denys,[1],\Un,\Ca,,
Archainbaud,D,GAr,@1919-1953,Archainbaud,George,1890,1959,\Am,Ty(West),
Ardolino,D,EAr,@1987-1993,Ardolino,Emile,,\Un,\Ct,,
Argento,DW,DaA,@1970-1991,Argento,Dario,1943,\Un,\It,Ty(thrillers) InB(Hitchcock),
Argyle,DP,IAg,@1931-1950,Argyle,John,1911,\Un,\Br,,
Aristarain,D,AAt,@1990,Aristarain,Adolfo,19xx,\Un,\Ur ugay,,
Aristov,D,ViA,@1990,Aristov,Voktor,,\Un,\Ru,,
Arkush,D,AAR,@1979-1981,Arkush,Allan,[1],\Un,\Am,,
Arkoff,P,,1953-1979,Arkoff,Samuel Z.,1919,\Un,\Am,Fd(AIP),
Arlen,D,MAr,@1927-1928,Arlen,Michael,[1],\Un,,Er(dow),
Arliss,WD,LAr,@1942-1955,Arliss,Leslie,1901,\Un,\Br,,
Armitage,D,GeA,@1990-1997,Armitage,George,[1],\Un,,,
Armstrong,D,GiA,@1979-1994,Armstrong,Gillian,1952,\Un,\Am,Ge(F),
Arnold,D,JA,@1953-1976,Arnold,Jack,1916,\Un,\Am,,
Aronofsky,D,DAr,@1998,Aronofsky,Darren,,\Un,\Ct,,
Arslan,D,YiA,@1992,Arslan,Yilmar,19xx,\Un,\Ct,,
Arthur,D,KaA,@1991,Arthur,Karen,,\Un,\Am,Ty(TV) Gd(F),
Robert~Arthur,P,,1968,Arthur,Robert T.,,\Un,\Am,,
Arzner,D,DAz,@1927-1943,Arzner,Dorothy,1900,1979,\Am,Gd(F),
Ascot,D,AnA,@1980,Ascot,Anthony,[1],\Un,\Am,,
Ashby,DE,HAs,@1970-1982,Ashby,Hal,1936,1988,\Am,,
R.Asher,DWP,RAs,@1959-1966,Asher,Robert,1915,\Un,\Br,,
W.Asher,D,WAr,@1948-1966,Asher,William,1919,\Un,\Am,Mt(Elizabeth Montgomery),
Ashton,GD,FAs,@1971,Ashton,Sir Frederick,,\Un,\Br,,
Asquith,D,AA,@1928,Asquith,Anthony `Puffin',1902,1968,\Br,,
Assayas,D,OlA,@1990-1997,Assayas,Oliver,19xx,\Un,\Fr,,
Atkins,D,ThA,@1934,Atkins,Thomas,[1],\Un,\Am,,
Attenborough,APD,RA,@1942-1996,Attenborough,Sir Richard,1923,\Un,\Br,,
Attias,D,DnA,@1985,Attias,Daniel,,\Un,\Ct,,
Audry,D,JqA,@1948-1966,Audrey,Jaqueline,1908,1977,\Fr,Gd(F),
Auer,D,IHA,@1935-1957,Auer,John H.,1909,1975,\Hu,Ty(B-films),
Auger,D,MAu,@1944-1977,Auger,Kenneth,1932,\Un,,,
August,WD,BiA,@1988-1997,August,Bille,[1],\Un,\Da,Mt(Pernilla Ostergren),
Aurel,D,JAu,@1969-1970,Aurel,Jean,19xx,\Un,\Fr,,
Auster,WD,PAu,@1998,Auster,Paul,,\Un,\Am,,
Austin,D,RAu,@1970-1983,Austin,Ray,19xx,\Un,\Ct,,
AutantLara,D,CAL,@1933-1970,Autant-Lara,Claude,1903,\Un,\Fr,"Ty(stylish, romantic dramas)",
Auzins,D,IoA,@1983,Auzins,Igor,[1],\Un,\Am,,
Avati,D,PuA,@1990,Avati,Pupi,[1],\Un,\It,,
Avedis,D,HAv,@1981,Avedis,Howard,[1],\Un,\Am,,
Averback,D,HyA,@1970-1984,Averback,Hy,1924,\Un,\Am,"Ty(Comd,TV)",
J.G.Avildson,D,IAv,@1967-1983,Avildson,John G.,1936,\Un,\Am,,
T.Avildson,D,TAv,@1982,Avildson,Tom,[1],\Un,\Am,,
Avnet,WDP,JAv,@1991,Avnet,Jon,19xx,\Un,\Ct,,
Axelman,D,xAx,@1969,Axelman,\Un,[1],\Un,\Sw,,
G.Axelrod,WPD,GAd,@1966-1968,Axelrod,George,1922,\Un,\Am,Ty(Comd),
Axelrod,D,GAx,@1988,Axelrod,Gxx,[1],\Un,\Sc andinavian,Er(lost),
Ayca,D,EAy,@1988,Ay{\c}ca,Engin,,\Un,\Tu,,
