Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Ph.Kaufman,D,PK,@1978-1993,Kaufman,Philip,,,\Am,,
Kaul,WD,MnK,@1990,Kaul,Mani,19xx,\Un,\In,,
Kaurismaki,D,AKa,@1983-1993,"Kaurism\""aki",Aki,[1],\Un,\Fi,Er(dow),
Kautner,D,HeK,@1947-1955,"K\""autner",Helmut,1908,1980,\Ge,Or(FRG),
Kavur,D,OKa,@1991,Kavur,Omer,,\Un,\Tu,,
Kawajiri,D,YoK,@1979,Kawajiri,Yoshiaki,,\Un,\Ja,,
Kawalarowicz,D,JKz,@1990,Kawalarowicz,Jerzy,,\Un,\Po,,
Kaye,CD,TyK,@1998,Kaye,Tony,,\Un,\Br,,
Kaylor,D,RKa,@1980,Kaylor,Robert,,\Un,\Am,,
E.Kazan,ADPW,EK,@1945-1976,Kazanjoglous,Elia,1909,\Un,\Am,Or(\Gr-\Tu descent) Aw(AA hon),
N.Kazan,WD,NKz,@1994,Kazan,Nicholas,,\Un,\Ct,,
Keaton,AD,BsK,@1926,Keaton,Joseph Francis (Buster),1895,1966,\Am,,
Keeler,D,SKe,@1997,Keeler,Stephen,19xx,199x,\Ct,,
Keighley,D,WmK,@1932-1953,Keighley,William,1889,\Un,\Am,St(Warners),
Keller,DP,HKl,@1949-1965,Keller,Harry,1913,\Un,\Am,,
Kelley,WD,IPK,@1997,Kelley,John Patrick,19xx,199x,\Ct,,
David~Kelly,P,,1993,Kelly,David E.,1956,\Un,\Am,,
Gene~Kelly,AD,GKe,@1949-1976,Kelly,Eugene Curran,1912,\Un,\Am,"Also(dancer, Geographer)",
Kennedy,D,BuK,@1967-1969,Kennedy,Burt,,\Un,\Am,,
Kenton,D,EaK,@1932-1942,Kenton,Earle C.,,\Un,\Am,Er(Erie),
Kerbosch,D,RlK,@1993,Kerbosch,Roweland,19xx,\Un,\Du tch,,
Kerkhof,D,IKe,@1992,Kerkhof,Ian,,\Un,\Ct,,
Kern,DW,JVK,@1939-1952,Kern,James V.,1909,1966,\Am,,
Kershner,D,IrK,@1958-1990,Kershner,Irvin,1923,\Un,\Am,,
Keshishian,D,AKe,@1991-1994,Keshishian,Alek,1965,\Un,\Am,,
Khan,D,MKh,@1988,Khan,Mohammed,19xx,\Un,\Eg ypt,,
Kibbee,WPD,RKi,@1975,Kibbee,Roland,1914,\Un,\Ct,,
Kidron,D,BKi,@1992,Kidron,Beeban,,\Un,\Ct,,
Kiersch,D,FKi,@1984,Kiersch,Fritz,[1],\Un,,,
Kieslovski,D,KrK,@1982-1990,Kie\'slovski,Krzysztof,1941,1996,\Po,"Ty(Docu,Noir)",
Jeff.Kimball,C,,1987,Kimball,Jeffrey,,\Un,\Am,Nt(Stanford '80),
Kim,D,KDK,@1997,Kim,Kee-Duck,,199x,\Ko rean,,
Anthony Kimmins,ADPW,AKi,@1937-1962,Kimmins,Anthony,1901,1964,\Br,Ty(light comedy),
Kinegusa,D,TKg,@1954,Kinegusa,Tenosuke,19xx,\Un,\Ja,,
B.King,D,BtK,@1923,King,Burton,[1],\Un,\Ct,,
G.King,PD,GeK,@1931-1954,King,George,1900,1966,\Br,,
H.King,D,HK,@1916-1961,King,Henry,1888,1982,\Am,,
L.King,D,LoK,@1934-1954,King,Louis,1898,1962,\Am,Si(H.King) Er(dow),
R.King,D,RkK,@1993,King,Rick,,,\Am,,
St.King,BWD,SpK,@1986,King,Stephen,1948,\Un,\Am,Ty(Horror),
Z.King,WPD,ZlK,@1985,King,Zalman,,,\Am,Ty(Soft Porn) Er(dow),
Kitchell,D,MkK,@1969,Kitchell,Mark,,\Un,\Am,Ty(Docu),
Kinoshita,D,RyK,@1966,Kinoshita,Ryo,,199x,\Ja,,
Kitano,D,TKi,@1991,Kitano,Takeshi,,\Un,\Ja,,
Kitrosser,WD,MKi,@1991,Kitrosser,Martin,19xx,\Un,\Ct,,
Kjellin,AD,AKj,@1961-1965,Kjellin,Alf,,\Un,,"Ww(Hitchcock, TV)",
Klane,D,RKl,@1978,Klane,Robert,,\Un,\Am,,
Klapisch,WD,CKl,@1997,Klapisch,Cedric,,199x,\Fr,,
Klaus,D,DKl,@1991,Klaus,Damien,,\Un,\Ct,,
Klein,D,WKl,@1966-1985,Klein,William,,\Un,,Ty(Docu),
Kleiner,M,,1927,Kleiner,Arthur,,\Un,\Os,TY(scores for silent movies),
Kleiser,Dw,RaK,@1975-1992,Kleiser,Randal,,\Un,,,
Klier,D,MKl,@1991,Klier,Michael,,\Un,\Ct,,
Kloves,D,SKo,@1989,Kloves,Steve,,\Un,,,
Knowles,D,BeK,@1948,Knowles,Bernard,,\Un,\Am,,
Koch,DP,HoK,@1954-1958,Koch,Howard W.,1903,1992+,\Am,Mainly(W) Pa (Howard W. Koch~jr.),
Koepp,D,VKo,@1996,Koepp,Volker,\Un,19yy,\Ge,Ty(Docu),
Kohlmar,P,,1947-1967,Kohlmar,Fred,,\Un,\Am,,
Koike,D,MKo,@1985,Koike,Matsato,,\Un,\Ja,,
Kojima,D,YKo,@1990,Kojima,Yasufumi,,\Un,\Ja,,
Kollek,D,AKl,@1998,Kollek,Amos,,\Un,\Ct,,
Koller,D,XaK,@1990,Koller,Xavier,,\Un,\Zw,,
Konchalovsky,D,AKo,@1985-1990,Konchalovsky,Andrei,,\Un,,,
Kopple,D,BaK,@1976,Kopple,Barbara,,\Un,\Am,Gd(F) Ty(Docu),
A.Korda,PD,AK,,Korda,Sir Alexander,1893,1956,\Hu,Fd(London Films) Inf(Hitchcock),
V.Korda,V,,1932-1948,Korda,Vincent,1896,1979,\Hu,,
Z.Korda,PD,ZK,@1932-1951,Korda,Zoltan,1895,1961,\Hu,,
Korine,WDB,HyK,@1997,Korine,Harmony,1974,199x,\Un,,
Korras,D,GKo,@1988,Korras,Giorgos,,\Un,\Gr,,
Kortner,AD,FNK,@1931-1961,Kohn,Fritz Nathan,1892,1970,\Os,,
Korty,D,IKo,@1965-1980,Korty,John,1941,\Un,\Am,,
Kosma,M,,@1938,Kosma,Joseph,19xx,\Un,\Fr,,
Koster,D,HKo,@1932-1966,Kosterlitz,Hermann,1905,1988,\Ge,,
Kostner,AD,KKo,@1995,Kostner,Kevin,19xx,199x,\Am,Er(=Costner),
Kotcheff,D,TKo,@1976-1983,Kotcheff,Ted,,\Un,\Am,,
Koundouros,D,NKo,@1954-1978,Koundouros,Nikos,19xx,\Un,\Gr,,
L.Kovacs,C,,1955-1994,Kovacs,Laszlo (Leslie),1933,\Un,\Hu,,
Kovacs,D,ZKK,@1987,Kovacs,Zsolt Kezdi,,\Un,\Hu,,
Kowalski,D,BKo,@1968,Kowalski,Bernard,,\Un,\Am,,
Krabbe,AD,JKr,@1998,Krabbe,Jeroen,,\Un,\Du tch,,
Kraly,W,,1915-1927,"Kr\""aly",Hans,,,\Ge,,
F.Kramer,DW,FKr,@1970,Parrolini,Gianfranco (Frank),,,\It,,
St.Kramer,PD,SK,@1955-1983,Kramer,Stanley,,,\Am,Aw(AA special; 1991),
Kranenborg,D,AKr,@1996,Kranenborg,Arno,,\Un,\Ne,,
Krantz,P,,1971,Krantz,Steve,,\Un,\Am,Mt(Judith Krantz: B),
Krasner,CD,,1955,Krasner,Milton,,\Un,\Am,Er(D?),
Kress,D,HKr,@1951,Kress,Harold F.,19xx,\Un,\Ct,,
Krishnamma,D,SuK,@1995,Krishnamma,Suri,19xx,\Un,\Ct,,
Krishtofovich,D,VyK,@1992-1998,Krishtofovich,Vyacheslav,,\Un,\Ru,,
Kubrick,WDP,StK,@1953-1999,Kubrick,Stanley,1928,1999,\Am,Mt(Suzanne Christian) Aw(AA special),
Kuehn,D,AKu,@1984,Kuehn,Andrew,,\Un,\Am,,
Kuleshov,D,LvK,@1927,Kuleshov,Lev,,\Un,\Ru,,
Kulik,D,BzK,@1968-1980,Kulik,Buzz,,\Un,,,
Kull,D,EdK,@1935-1938,Kull,Edward,,\Un,\Am,,
Kumar,D,IKu,@1998,Kumar,Indra,,\Un,\In,,
Kumel,DW,HKu,@1971,"K\""umel",Harry,,\Un,\Be,,
Kundera,W,,,Kundera,Milos,19bb,\Un,\Cz,,
Kureishi,D,HfK,@1991,Kureishi,Hanif,,\Un,\Ct,,
Kurys,D,DKu,@1953,KuryS,Diane,[1],\Un,\Fr,,
Kurosawa,DW,AkK,@1943-1991,Kurosawa,Akira,1910,1998,\Ja,"Aw(Hon AA, 1989) Inb(Yamamoto, Ozu) Mt(Yoko Yaguchi)",
Kusturica,WD,EKu,@1989,Kusturica,Emir,[1],\Un,\Yu,Or(gipsy),
Kuzui,DP,FRK,@1992,Kuzui,Fran Rubel,,\Un,\Ct,,
Kwan,D,SKw,@1980-1995,Kwan,Stanley,1957,\Un,\HK,,
Kwapis,D,KKw,@1996,Kwapis,Ken,,199x,\Un,,
