Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Saurel,D,JqS,@1985,Saurel,Jaques,,\Un,\Fr,,
Sautet,WCMD,ClS,@1960-1992,Sautet,Claude,1924,\Un,\Fr,,
Sauvage,D,PiS,@1984,Sauvage,Pierre,,\Un,\Am,,
P.Saville,D,PSv,@1999,Saville,Philip,19xx,19xx,\Br,,
V.Saville,PD,VrS,@1927-1955,Saville,Victor,1897,1979,\Br,,
Savin,D,TSa,@1990,Savin,Tom,,\Un,\Am,,
Sayles,EWDCP,ISy,@1980-1991,Sayles,John,,\Un,\Am,"Nt(independent, low budget)",
Scaraf,D,IrS,@1991,Scaraf,Irving,19xx,\Un,\Am,Mt(Allie Light),
Schaefer,WPD,GSc,@1954-1993,Schaefer,George,1920,199x,\Un,,
Schaeffer,AD,ESc,@1996,Schaeffer,Eric,19xx,199x,\Ct,,
Shafer,D,DiS,@1996,Shafer,Dirk,19xx,199x,\Ct,,
Schaffner,D,FJS,@1963-1982,Schaffner,Franklin J.,1920,\Un,\Am,,
Schallerup,D,HgS,@1978,Schallerup,Henning,,\Un,\Ct,,
Schary,WPD,DSy,@1963,Schary,Dore,1905,1980,\Am,,
Schatzberg,D,JSb,@1970-1987,Schatzberg,Jerry,,\Un,\Am,,
Schecter,P,,1991,Schecter,Alan,1966,\Un,\Am,St(Imperial),
Scheerer,D,RSc,@1980,Scheerer,Robert,,\Un,\Am,,
Scheinman,D,ASm,@1994,Scheinman,Andrew,19xx,\Un,\Ct,,
Schell,AD,MxS,@1979,Schell,Maximilian,19xx,\Un,\Ge,,
Schenck,P,,@1972,Schenck,Aubrey,,\Un,\Ct,,
Schenkel,D,CaS,@1993,Schenkel,Carl,,\Un,\Ct,,
Schepisi,D,FSc,@1970-1993,Schepisi,Fred,[1],\Un,\Au,"Mt(Joan Ford, Rhonda Finlayson, Mary Rubin Schepisi)",
Schertzinger,DCM,ViS,@1917-1942,Schertzinger,Victor,1880,1941,\Am,,
Schiffer,D,PaS,@1970,Schiffer,P\`al,,\Un,\Hu,,
Schiller,D,LSc,@1980,Schiller,Lawrence,,\Un,\Am,,
Schlamme,D,ThS,@1993,Schlamme,Thomas,19xx,\Un,\Ct,,
Schlaich,D,FSl,@1996,Schlaich,Frieder,,\Un,\Ge,,
Schlesinger,D,IS,@1960-1988,Schlesinger,John,1926,\Un,\Br,,
Schlingensief,D,CSc,@1990,Schlingensief,Christoph,,\Un,\Ct,,
Schlondorff,D,VoS,@1966-1990,"Schl\""ondorff",Volker,1939,\Un,\Ge,Mt(Margaretha vonTrotta),
Schmoeller,D,DSc,@1982,Schmoeller,David,,\Un,\Am,,
Schnabel,D,JuS,@1996,Schnabel,Julian,,\Un,\Ct,,
Schnitzer,CD,GSz,@1958,Schnitzer,Gerry,,,\Am,"Er(dow before 1958) Ty(shorts, Bowery Boys, ads)",
Schoedsack,CD,EBS,@1926-1949,Schoedsack,Ernest B.,1893,\Un,\Am,Ww(Cooper),
Schonemann,D,SiS,@1985,"Sch\""onemann",Sibylle,19bb,\Un,\Ge Er(dow),,
Schoenfeld,W,,1957,Schoenfeld,Bernard C.,,\Un,\Am,Ww(Hitchcock; TV),
Schomburgk,DWPA,HHS,@1913-1956,Schomburgk,Hans Hermann,1880,1967,\Ge,"Ty(Docu) Mt(,Meg Gerrts,,)",
Schrader,WD,PSc,@1978-1992,Schraeder,Paul,1946,\Un,\Am,Ty(tough),
Schroeder,DP,BSc,@1987-1990,Schroeder,Barbet,1942,\Un,\Ge,Gd(F) Nt(born in Iran),
Schulman,TSm,"D,W",@1997,Schulman,Tom,19xx,1997+,,,
Schultz,D,MSz,@1976-1991,Schultz,Michael,,\Un,\Am,,
Schulz,D,BSz,@1982,Schulz,Bob,19xx,\Un,\Am,,
Schumacher,D,JoS,@1989-1997,Schumacher,Joel,[1],\Un,\Am,,
Schunzel,DA,RhS,@1919-1941,Schunzel,Reinhold,1886,1954,\Ge,,
Schuster,HSc,D,@1943-1955,Schuster,Harold,,\Un,\Am,,
Schwab,D,LSw,@1930,Schwab,Laurence,[1],\Un,\Ct,,
Schwartz,D,SfS,@1998,Schwartz,Stefan,,\Un,\Ct,,
Schwarz,D,HnS,@1929,Schwarz,Hanns,19xx,\Un,\Ge,,
Scola,WD,EtS,@1954-1982,Scola,Ettore,1931,\Un,\It,,
Scorsese,DA,MS,@1970-,Scorsese,Martin,1942,\Un,\Am,"Mt(Diahnne Abbott, Isabella Rosselini,, Barbara deFina) Aw(AFI AA Lifetime; 1997)",
Scotese,D,xSc,@1952,Scotese,gn,[1],\Un,\It,Er(Ct),
C.Scott,D,CyS,@1992,Scott,Cynthia,,\Un,\Ca,Gd(F),
G.C.Scott,AD,GCS,@1972,Scott,George C.\,,\Un,\Am,,
O.Scott,D,OzS,@1981,Scott,Oz,,\Un,\Am,,
R.Scott,DP,RS,@1978-1991,Scott,Ridley,,\Un,\Br,,
T.Scott,D,ToS,@1983,Scott,Tony,[1],\Un,,Si(Ridley Scott),
Seagal,AD,SSl,@1994,Seagal,Steven,19xx,\Un,\Am,Ty(Actn),
Seastrom,AD,VSj,@1916-1936,Sjostrom,Victor,1879,1960,\Sw,Alias(Sjostrom for early films),
Seaton,WDP,GS,@1945-1973,Stenius,George,1911,1979,\Am,,
John~Seale,C,,1993,Seale,John,,\Un,\Au,,
Sedgwick,D,EdS,@1921-1950,Sedgwick,Edward M.,1893,1974,\Am,,
A.Segal,D,ASe,@1963,Segal,Alex,,\Un,,,
B.Segal,D,BSe,@1981,Segal,Boris,,\Un,,Ty(TV),
P.Segal,D,PSe,@1994,Segal,Peter,,\Un,,,
Segall,D,SSg,@1970,Segall,Stuart,,\Un,\Ct,Ty(Porn),
Seidelman,D,SuS,@1982-1994,Seidelman,Susan,,\Un,\Am,Gd(F),
Seiden,D,JpS,@1949,Seiden,Joseph,,\Un,\Ct,,
Seiler,D,LwS,@1928-1958,Seiler,Lewis,1891,1964,\Am,"Ty(Tom Mix, before 1928)",
Seiter,D,WAS,@1918-1954,Seiter,William A.,1891,1964,\Am,,
Seitz,WDA,GBS,@1913-1960,Seitz,George B.,1888,1944,\Am,"Ty(Pearl White, Hardy Family) Nt(serial king)",
J.F.Seitz,C,,1921-1960,Seitz,John F.,1893,1979,\Am,,
Sekely,D,SSe,@1963,Sekely,Steve,,\Un,\Am,,
Selander,D,LeS,@1936-1967,Selander,Lesley,1900,1979,\Am,TY(West),
Selick,D,HyS,@1993,Selick,Henry,19xx,\Un,\Ct,,
Selim,D,xSe,@1942,Selim,xfn,,\Un,\Eg ypt,,
Seltzer,D,xSz,@1988,Seltzer,xfn,,\Un,\Ct,Er(sp),
Selznick,PW,,,Selznick,David O.,1902,1965,\Ru,Fd(Selznick) Ww(Hitchcock) Mt(Irene Mayer) Er(Also(D)),
Sembene,WD,OuS,@1969-1992,Semb\`ene,Ousman,,\Un,\Se negalese,,
Sena,D,DmS,@1993,Sena,Dominic,19xx,\Un,\Ct,,
Mack~Sennett,PDW,MSe,@1912-1920,Sinnott,Michael,1880,1960,\Am,"Fd(Keystone Studios) Ww(Keystone Kops, Chester Concklin, Loise Fanzenda, Charlie Chaplin, Slim Summerville) Ty(silent Comd) Aw(special AA; 1937)",
Serafian,D,DeS,@1994,Serafian,Deran,19xx,\Un,\Ct,,
Serena,DA,GuS,@1915,Serena,Gustavo,19xx,\Un,\It,,
Seria,D,JlS,@1977,Seria,Joel,,\Un,\Fr,Er(Or),
Serreau,WADE,CSe,@1973-1990,Serreau,Coline,,\Un,\Fr,Gd(F),
Setbon,WD,PhS,@1990,Setbon,Philip,,\Un,\Fr,,
Sevcikova,D,JxS,@1992,Sevcikova,Jana,19xx,\Un,\Cz,,
Sewell,D,VeS,@1953-1968,Sewell,Vernon,,\Un,\Am,,
Seymour,WD,JSy,@1994,Seymour,Jeff,19xx,\Un,\Am,,
Sgarro,D,NSg,@1975,Sgarro,Nicholas,,\Un,\Am,,
Shadyac,D,TSy,@1997-1999,Shadyac,Tom,,199x,\Am,,
A.Shaffer,WB,,1971-1980,Shaffer,Anthony,1926,\Un,\Br,Si(Peter Shaffer),
P.Shaffer,B,,,Shaffer,Peter,1926,\Un,\Br,Si(Anthony Shaffer),
Shah,D,KSh,@1976,Shah,Krishna,,\Un,\Am,,
Shaknazarov,D,KSk,@1989,Shaknazarov,Karen,,\Un,,Gd(F),
Sharma,D,ASS,@1990,Sharma,Aribam Syam,19xx,\Un,\In dia,,
Sharman,WD,JiS,@1975,Sharman,Jim,19xx,\Un,\Ct,,
Shane,WD,MxS,@1946-1955,Shane,Maxwell,1905,1983,\Am,,
Shanley,WD,IPS,@1990,Shanley,John Patrick,,\Un,\Am,,
A.Shapiro,D,ASh,@1993,Shapiro,Alan,,\Un,\Am,,
K.Shapiro,D,KeS,@1981,Shapiro,Ken,,\Un,\Am,,
D.Sharp,D,DoS,@1959-1965,Sharp,Don,,,,,
Sharpsteen,D,BSh,@1941,Sharpsteen,Dumbo,,\Un,\Ct,,
I.Sharp,D,IaS,@1982,Sharp,Ian,,\Un,\Am,,
Shatner,AD,WSh,@1989,Shatner,William,19bb,\Un,\Am,Ty(Star Trek),
Shavelson,WDP,MvS,@1956-1966,Shavelson,Melville,1917,1995+,\Am,Ww(Jack Rose),
Shear,D,BrS,@1967-1977,Shear,Barry,1923,1979,\Am,Ty(TV),
Shebib,D,DSh,@1981,Shebib,Donald,,\Un,\Am,,
Shainberg,D,SSb,@1998,Shainberg,Steven,,\Un,\Ct,,
J.Sheldon,D,JSn,@1963,Sheldon,James,,\Un,\Am,"Ww(Hitchcock, TV)",
S.Sheldon,WBD,SSn,"@1953, 1947-1992",Sheldon,Sidney,1918,\Un,\Am,,
Sid~Sheinberg,P,,1960-1993,Sheinberg,Sid,19xx,\Un,\Am,Mainly(President of MCA) Mt(Lorraine Gary),
Shelton,WD,RSh,@1988-1994,Shelton,Ron,,\Un,\Am,Note(not Robert),
Sheppard,AWD,SSR,@1988,Rogers,Samuel Sheppard,1943,\Un,\Am,Mainly(A) Er(Sheppard),
Shepard,D,RSd,@1992,Shepard,Richard,,\Un,\Am,,
Sher,D,JSq,@1960,Sher,Jack,,\Un,\Am,,
Sheridan,WD,JSh,@1989,Sheridan,Jim,[6],\Un,\Ir,,
G.A.Sherman,D,GAS,@1982,Sherman,Gary A.\,,\Un,\Am,,
G.Sherman,DP,GeS,@1937-1971,Sherman,George,1908,\Un,\Am,Ty(West) St(Republic),
L.Sherman,D,LoS,@1933-1934,Sherman,Lowell,,\Un,\Am,,
V.Sherman,D,VSh,@1942-1943,Sherman,Vincent,,\Un,\Am,,
Shields,D,FSh,@1984,Shields,Frank,,\Un,\Am,,
Randy~Shilts,W,,1993,Shilts,Randy,1953,\Un,\Am,,
Shindo,D,KaS,@1953-1967,Shindo,Kaneta,1912,\Un,\Ja,,
Sholder,D,JSo,@1982-1985,Sholder,Jack,[1],\Un,\Am,,
Shisgal,D,MSh,@1990,Shisgal,Murray,,199x,\Un,Er(@19xx),
Sholem,D,LSm,@1949-1954,Sholem,Lee,,\Un,\Am,,
Shonteff,WD,LiS,@1965,Shonteff,Lindsay,,199x,\Un,,
Shore,D,SSh,@1985,Shore,Sig,,\Un,\Am,,
Shores,D,LSh,@1940,Shores,Lynn,[1],\Un,\Am,Gd(F?),
Shumlin,D,HSh,@1943-1945,Shumlin,Herman,,\Un,\Am,,
Shyer,D,ChS,@1984-1994,Shyer,Charles,,\Un,\Am,,
Sideman,D,AdS,@1994,Sideman,Adi,19xx,\Un,\Ct,,
Sidney,D,GSy,@1941-1967,Sidney,George,1911,\Un,\Am,St(MGM),
D.Siegel,VDP,DS,@1945-1980,Siegel,C.Don,1912,1991,\Am,Ty(crime thrillers),
M.Siegel,P,,@1930,Siegel,Max,,\Un,\Am,,
S.C.Siegel,P,,@1915,Siegel,Sol C.,,\Un,\Am,St(Fox),
Signorelli,D,JsS,@1983,Signorelli,James,,\Un,\Am,,
Silberg,D,JSe,@1984,Silberg,Joel,,\Un,\Am,,
Siliphant,WD,SSi,@1957-1958,Siliphant,Sterling,,\Un,\Am,Ww(Hitchcock; TV),
A.Silver,W,,@1991,Silver,Amanda,1964,\Un,\Am,Mt(Rick Jaffa; P) Ch(Ch(Sidney Buchman; W)),
D.Silver,PD,DSv,@1979,Silver,Dina,,\Un,\Am,St(Midwest Films),
J.M.Silver,D,JMS,@1974-1986,Silver,Joan Micklin,1935,\Un,\Am,Gd(F) Mt(R.D.Silver) St(Midwest Films),
J.Silver,P,,1991,Silver,Joel,,\Un,\Am,,
M.Silver,D,MSv,@1979,Silver,Marissa,,\Un,\Am,St(Midwest Films),
R.Silver,PD,RSv,@1993,Silver,Ron,,\Un,\Am,,
R.D.Silver,PD,RDS,@1979,Silver,Ralph D.,,\Un,\Am,St(Midwest Films),
S.Silver,D,SSv,@1997,Silver,Scott,,\Un,\Am,,
Silverstein,D,ElS,@1962-1977,Silverstein,Elliott,1927,\Un,\Am,,
F.Simon,D,FrS,@1977,Simon,Francis,,\Un,,,
N.Simon,WPBD,NSi,@1974,Simon,Neil,,\Un,\Am,Er(dow 1966-1993 W),
R.Simon,D,RSm,@1991,Simon,Rainer,,\Un,\Ge,,
S.Simon,DP,SSS,@1937-1949,Simon,S.Sylvan,1910,1951,\Am,,
Simonelli,D,GSm,@1943,Simonelli,Giorgio C.,19xx,\Un,\It,,
Sin,D,SpS,@1998,Sin,Stephen,,\Un,\Ct,,
Sinclair,D,RBS,@1938-1948,Sinclair,Robert B.,1905,1970,\Am,,
Don~Simpson,P,,1983-1996,Simpson,Don,,1995,\Am,Ww(Jerry Bruckheimer),
A.Singer,D,AxS,@1961,Singer,Alexander,,\Un,\Am,,
B.Singer,D,ByS,@1991,Singer,Bryan,,\Un,\Ct,,
G.Singer,D,GSr,@1992,Singer,Gail,,\Un,\Ca,Gd(F),
J.Singleton,DW,ISn,@1991,Singleton,John,1968,\Un,\Am,,
R.S.Singleton,D,RSS,@1990,Singleton,Ralph S.,,\Un,\Am,,
Sinisi,AD,GSi,@1992,Sinisi,Gary,,\Un,\Ct,,
Sinyor,D,GSn,@1999,Sinyor,Gary,,\Un,\Ct,,
C.Siodmak,WBDP,CSi,@1951-1957,Siodmak,Curt,,,\Am,,
R.Siodmak,D,RSi,@1929-1967,Siodmak,Robert,1900,1973,\Ge,"Ty(noir, expressionistic)",
Sirk,D,DSk,@1934-1959,Sierck,Detlef (Douglas),1900,\Un,\Ge,,
Sisk,P,,1950,Sisk,Robert,,\Un,\Am,,
Sitaris,D,ASi,@1991,Sitaris,Andy,,\Un,\Am,Mt(Arlene Sitaris; P),
Sjoberg,D,ASj,@1942-1966,"Sj\""oberg",Alf,1903,1980,\Sw,,
Skirball,P,,,Skirball,Jack H.,1896,\Un,\Am,St(Universal) Ww(Hitchcock),
Skjoldbjaerg,D,ESk,@1998,Skjoldbjaerg,Eric,,\Un,\No,,
Skolimowski,ADW,JSk,@1966-1985,Skolimowski,Jerzy,1938,\Un,\Po,,
Skoog,D,SSk,@1998,Skoog,Susan,,\Un,\Ct,,
Slatzer,D,RSl,@1971,Slatzer,Robert,,\Un,,,
Sloane,D,PSl,@1925,Sloane,Paul,,\Un,\Am,,
Sloman,D,ESl,@1925-1934,Sloman,Edward,,\Un,\Am,,
Sluizer,D,GSl,@1990-1993,Sluizer,George,,\Un,\Du,,
Small,P,,,Small,Edward,1891,1977,\Am,St(independent),
Smallwood,D,RCS,@1921,Smallwood,Ray C.,,\Un,\Ct,,
Smight,D,JaS,@1963-1980,Smight,Jack,1926,\Un,\Am,,
Bernard~Smith,PE,,@1960-1969,Smith,Bernard,1905,\Un,\Am,,
B.Smith,D,BSm,@1992,Smith,Bruce,,\Un,\Am,,
Bud.Smith,D,BuS,@1987,Smith,Bud,19xx,19yy,\Ct,,
C.Smith,D,CSm,@1997,Smith,Clive,,\Un,\UN,Ge(F),
D.Smith,D,DSm,@1960,Smith,David,[1],\Un,\Am,,
H.Smith,D,HSm,@1972,Smith,Howard,[1],\Un,,,
J.Smith,D,JSm,@1985,Smith,Jack,[1],\Un,\Am,Er(dow),
J.N.Smith,WD,INS,@1993,Smith,John,,\Un,\Ca,,
K.Smith,WD,KSm,@1995-1999,Smith,Kevin,19xx,\Un,\Ct,,
M.Smith,D,MSm,@1990,Smith,Mel,[1],\Br,,,
N.Smith,D,NSm,@1940,Smith,Noel,[1],\Un,\Am,,
Alan~Smithee,DPWA,aAS,@1955-1996,anonymous,pseudonym,,\Un,\Un,"Ty(CoD) Note(Pseudonym for directors who don't want to recognize a film, must be approved by the Director's Guild)",
Snow,D,MSn,@1967,Snow,Michael,,\Un,,,
Snyder,D,RSn,@1951-1989,Snyder,Robert,,\Un,\Am,Ty(Docu),
Soavi,D,MSo,@1989-1990,Soavi,Michele,,199x,\It,Ww(Dario Argente),
Soderbergh,D,StS,@1989-1993,Soderbergh,Steven,1964,,\Am,Er(Or),
Soffici,D,MSf,@1945,Soffici,Mario,,\Un,\Ar,,
Softley,D,IiS,@1991-1996,Softley,Ian,19xx,\Br,\Ct,,
Sokurov,D,ASv,@1999,Sokurov,Alexander,19xx,19yy,\Ru,,
Solanas,D,FeS,@1968,Solanas,Fernando E.,,\Un,\Ar,,
Sole,D,ASo,@1977,Sole,Alfred,[1],\Un,,,
Solondz,WDA,TSz,@1989-1998,Solondz,Todd,,\Un,\Ct,InB(Woody Allen),
Solum,D,OSo,@1985,Solum,Ole,19xx,\Un,\No rvegian,,
Sommers,WD,SSo,@1993-1998,Sommers,Stephen,19xx,\Un,\Am,,
Sonnenveld,CD,BSo,@1991-1997,Sonneveld,Barry,,\Un,\Am,,
Sopsits,D,ASp,@1990,Sopsits,Arpad,,\Un,\Hu,,
Terry~Southern,BW,,1958-1970,Southern,Terry,1925,\Un,\Am,,
Spacey,D,KSp,@1997,Spacey,Kevin,,199x,\Un,,
Spheeris,D,PSp,@1991-1993,Spheeris,Penelope,,\Un,,Gd(F),
Spence,D,RiS,@1992,Spence,Richrad,19xx,\Un,\GB (English),,
Spicer,D,BtS,@1997,Spicer,Bryan,19xx,199x,\Ct,,
Sam~Spiegel,P,,1942,Eagle,Sam P.,,\Un,\Am,,
Sol~Spiegel,P,,1953-1966,Spiegel,Sol C.,,\Un,\Am,,
Spielberg,DP,SS,@1957-1998,Spielberg,Steven,1947,199x,\Am,"St(Amblin, DreamWorks) Mt(, Amy Irving, Kate Caphsaw) Aw(AA citation; 1983; Er(19xx)",
Spiers,D,BSp,@1997,Spiers,Bob,19xx,199x,\Ct,,
Spoor,DP,GKS,@1907,Spoor,George K.,19xx,\Un,\Am,Er(D) St(Essanay),
Sprecher,D,JSp,@1998,Sprecher,Jill,,\Un,\Ct,Gen(F),
Spottiswoode,D,RSp,@1980-1997,Spottiswoode,Roger,,\Un,\Br,,
Stafford,D,BaS,@1939,Stafford,Babe,,\Un,\Am,,
Stahl,ADPS,IMS,@1918-1949,Stahl,John M.,1886,1950,\Am,,
Stallone,AD,SyS,@1979,Stallone,Sylvester,,\Un,\Am,,
Ray~Stark,P,,1964-1992,Stark,Ray,19xx,\Un,\Am,St(Columbia),
Starr,D,PSt,@1980,Starr,Peter,,\Un,\Am,,
Starrett,AD,JkS,@1973-1976,Starrett,Jack,,\Un,\Am,,
W.Staudte,D,WS,@1946,Staudte,W.,,,\Ge,Or(GDR?),
StClair,D,MSC,@1926,St.Clair,Mai,,\Un,\Am,Gd(F),
Steckler,D,RyS,@1963-1965,Steckler,Ray Dennis,,\Un,\Am,Ty(low Budget),
Peter~Stein,V,,,Stein,Peter,,\Un,\Ge,Ww(Ballhaus),
K.Stein,D,KSt,@1992,Stein,Ken,,\Un,,,
P.Stein,D,PLS,@1935,Stein,Paul L.,,\Un,,,
Steiner,M,,1923-1956,Steiner,Max,19xx,1971,\Am,,
D.Steinberg,D,DSt,@1981,Steinberg,David,,\Un,\Am,,
M.Steinberg,D,MSb,@1993,Steinberg,Michael,,\Un,\Am,,
Stephani,D,FkS,@1936,Stephani,Frederick,,\Un,\Ct,,
Sterling,WD,WSt,@1972,Sterling,William,19xx,\Un,\Ct,,
Stern,D,SHS,@1981-1989,Stern,Steven Hillard,,\Un,,,
Sternberg,PD,S,@1925-1953,von Sternberg,Josef (Jonas),1894,1969,\Os,Inf(Hitchcock),
D.Stevens,WB,,@1995,Stevens,Davd,,\Un,\Ct,,
G.Stevens~sr.,CDP,GSt,@1933-1969,Stevens,George,1904,1975,\Am,,
G.Stevens~jr.,D,GSj,@1960-1961,Stevens,George~jr.,,\Un,\Am,Ww(Hitchcock; TV),
R.Stevens,D,RSt,@1955-1969,Stevens,Robert,1925,\Un,\Am,Ww(Hitchcock; TV) Ty(Twilight Zone),
L.Stevens,WDP,LSt,@1960,Stevens,Leslie,,\Un,\Am,Mt(Kate Manx),
Stevenson,D,RoS,@1932-1981,Stevenson,Robert,1905,\Un,\Br,"Ww(Hitchcock, TV)",
B.Stiller,D,BnS,@1994-1996,Stiller,Ben,,,\Am,"Ty(Comd) Also(Comic) Ch(Stiller, Ww(Meara))",
M.Stiller,D,MSt,@1912-1928,Stiller,Mowscha (Mauritz),1883,1928,\Ru,Or(\Sw) Ww(Greta Garbo),
Stillman,WD,WhS,@1990-1998,Stillman,Whit,,\Un,\Am,Er(fn=Wilt?),
And.Stone,PD,AnS,@1939-1972,Stone,Andrew,1902,\Un,\Am,F(Andrew Stone Productions 1943),
Ol.Stone,WDP,OlS,@1981-1993,Stone,Oliver,[1],\Un,,,
R.Stone,D,RtS,@1987,Stone,Robert,,\Un,\Am,,
S.Stone,D,SSt,@1998,Stone,Sharon,,\Un,\Ct,Ge(F),
V.Stone,D,VSt,@1974,Stone,Virginia,,\Un,\Am,Gd(F),
Storaro,C,,y-1979,Storaro,Vittorio,,\Un,\It,Ww(Bertolucci) Nt(The Master of Light),
Stoppard,BWD,TSt,@1990,Straussler,Thomas (Tom),1937,\Un,\Cz,"Nt(raised \In, \Br)",
Straume,D,USt,@1999,Straume,Unni,,\Un,\No rvigian,,
Strayer,D,FSt,@1933-1950,Strayer,Frank,,\Un,\Am,,
Strick,D,JSi,@1967,Strick,Joseph,,\Un,\Ct,,
Strock,D,HLS,@1954,Strock,Herbert L.,19xx,\Un,\Ct,,
Streisand,APWD,BSt,@1983,Streisand,Barbra,,\Un,\Am,,
Strom,WD,YSt,@1994,Strom,Yale,19xx,\Un,\Ct,,
Stromberg,PWD,HSt,@1923-1925,Stromberg,Hunt,1894,1968,\Am,St(MGM) P(1921-1951),
Stroux,D,xSx,@1949,Stroux,gn,,\Un,\Ct,,
J.Stuart,D,JeS,@1997,Stuart,Jeb,,\Un,\Am,,
M.Stuart,D,MeS,@1979,Stuart,Mel,,\Un,\Am,,
J.Sturges,ED,ISt,@1946-1977,Sturges,John,1911,\Un,\Am,,
P.Sturges,WD,PS,@1933-1956,Biden,(Edmund) Preston,1898,1959,\Am,,
Sturridge,D,CsS,@1992-1997,Sturridge,Charles,,\Un,\Br,Ty(TV),
Jule~Styne,M,,1968,Styne,Jule,1906,1994,\Am,,
Sucksdorff,DWPCEA,ASu,@1953,Sucksdorff,Arne,,\Un,\Sw,Pa(Kjell Sucksdorff: A),
Sugg,D,SwS,@1998,Sugg,Stewart,,\Un,\GB,,
Sullivan,D,TSu,@1996,Sullivan,Tim,19xx,199x,\Ct,,
Summers,D,JrS,@1967,Summers,Jeremy,,\Un,\Ct,,
Surjik,D,SSu,@1993,Surjik,Stephen,19xx,\Un,\Ct,,
Suo,WD,MyS,@1997,Suo,Masuyuki,,199x,\Ja,,
Surtees,C,,1950-1975,Surtees,Robert L.,,\Un,\Am,,
Suso,D,HSu,@1978,Suso,Henry,[1],\Un,,,
A.E.Sutherland,D,AES,@1925-1956,Sutherland,A. Edward,1895,1974,\Am,,
D.Sutherland,PD,DSu,@1991-1993,Sutherland,David,,,\Am,,
Svankmajer,D,JSj,@1997,Svankmajer,Jan,19xx,199x,\Cz,Ty(Surl),
Sverak,D,JSv,@1991,Sverak,Jan,19xx,\Un,\Cz,Ch(Zdenek Sverak; A),
Svoboda,D,NSv,@1992,Svoboda,Nancy,,\Un,\Ct,"Gd(F) Er(sp,19xx)",
Swackhammer,D,EWS,@1979-1992,Swackhammer,E.W.,,\Un,\Ct,,
Swaim,D,BSw,@1983,Swain,Bob,19xx,\Un,\Fr,Er(Ct?),
Swift,DW,DvS,@1958-1967,Swift,David,,\Un,\Am,,
Switzer,D,MSw,@1992,Switzer,Michael,19xx,\Un,\Ct,,
Syberberg,D,HJS,@1982,Syberberg,"Hans-J\""urgen",19xx,\Un,\Ct,,
Sykes,D,PSy,@1976,Sykes,Peter,,\Un,\Am,,
Szabo,D,IsS,@1985-1991,Szab\'o,Istv\'an,,\Un,\Hu,,
