Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
M.Welles,AD,MeW,@1960-1972,Welles,Mel,,,\Am,,
Welles,D,OW,@1940-1969,Welles,Orson,1915,,\Am,Aw(AFI Lifetime),
Wellington,D,DWl,@1997,Wellington,David,,\Un,\Ct,,
Wellman,DAW,W,@1921-1958,Wellman,William Augustus,1896,1975,\Am,Nt(pilot),
Wells,D,,1993,Wells,Simon,19xx,\Un,\Ct,,
Wenders,WD,WiW,@1976-1997,Wenders,Wim,,\Un,\Ge,Ty(New Wave) Inf(Ozu),
Wendkos,D,PWe,@1959-1976,Wendkos,Paul,,\Un,\Am,,
Weng,D,JWg,@1996,Weng,Jian,,199x,\Ch,,
Werker,D,AlW,@1917-1958,Werker,Alfred L.,1896,\Un,\Am,,
Werneck,D,SWe,@1996,Werneck,Sandra,,\Un,\Br,,
J.Werner,D,JfW,@1980,Werner,Jf,[1],\Un,,Er(fn),
Werner,D,PrW,@1981,Werner,Peter,[1],\Un,,,
Wertheim,AWD,RWe,@1990,Wertheim,Ron,,\Un,,,
Wertmuller,D,LiW,@1963-1994,"Wertm\""uller von Elg",Angela Felice (Lina),1928,\Un,\It,,
L.West,D,LaW,@1915,West,Langdon,19xx,\Un,\Am,,
R.West,D,RlW,@1926,West,Roland,19xx,\Un,\Am,,
S.West,D,SmW,@1997,West,Simon,19xx,\Un,\Am,,
Wexler,WDCP,HWe,@1970,Wexler,Haskell,,\Un,\Am,,
Whale,D,JW,@1930-1949,Whale,James,1886,1957,\Br,,
Lyle~Wheeler,V,,1940-1960,Wheeler,Lyle,19xx,\Un,\Ct,Ww(Hitchcock) St(Fox),
Whelan,DPE,TWh,@1923-1955,Whelan,Tim,1893,1957,\Am,,
Edith~Wharton,B,,@1993,Wharton,Edith,1863,1937,\Am,,
Whatham,D,CWh,@1974,Whatham,Claude,,\Un,\Am,,
J.White,D,JuW,@1931,White,Jules,,\Un,\Ct,,
G.White,GAD,GWh,@1935,White,George,,\Un,\Am,Mainly(G),
Whitehead,D,RtW,@1982,Whitehead,Robert,,\Un,\Ct,Mainly(stage),
Whitaker,D,FWh,@1995,Whitaker,Forest,,\Un,\Ct,,
M.Whitney,D,MWh,@1983,Whitney,Mark,,\Un,\Am,Ty(Docu),
W.Whitney,D,WWh,@1958-1991,Whitney,William,,\Un,\Am,"Ww(Hitchcock, TV) Er(Witney)",
Wickes,D,DWi,@1983,Wickes,David,[1],\Un,\Am,,
Whitesell,D,JWs,@1996,Whitesell,Jane,,,\Am,Gd(F),
Wiard,D,WWi,@1975,Wiard,William,,\Un,\Am,,
Widerberg,D,BoW,@1963-1979,Widerberg,Bo,1930,,\Sw,,
Wickes,D,DWi,@1983,Wickes,David,[1],\Un,\Am,,
Wicki,D,BeW,@1964,Wicki,Bernard,,\Un,\Ge,Er(Or),
Wiederhorn,D,KW,@1980,Wiederhorn,Ken,[1],\Un,\Am,,
Wiemer,WD,RoW,@1980,Wiemer,Robert,[1],\Un,,,
C.Wiene,D,CWi,@1931,Wiene,Conrad,,,\Ge,,
Wiene,D,RW,@1919-1924,Wiene,Robert,1881,1938,\Ge,Inf(Hitchcock),
F.M.Wilcox,D,FWx,@1943-1956,Wilcox,Fred McLeod,,\Un,,,
H.Wilcox,DP,HWx,@1920-1959,Wilcox,Herbert,1892,1977,\Br,Mt(Anna Neagle),
C.Wilde,AD,CoW,@1955-1972,Wilde,Cornel,1915,1989,\Am,,
Oscar~Wilde,B,id,,Wilde,Oscar,1852,\Un,\Ir,,
T.Wilde,D,TeW,@1927-1928,Wilde,Ted,,\Un,\Am,,
Wilde,D,CoW,@19dd,bn,gn,19xx,\Un,\Ct,,
Wildenhahn,D,KlW,@1968,Wildenhahn,Klaus,,\Un,\Ct,Ty(Docu),
B.Wilder,WD,BW,@1930-1981,Wilder,Samuel (Billy),1906,1990+,\Hu,Ty(mischievous) Mt(Audrey Young),
G.Wilder,AWDP,GeW,@1961-1984,Silberman,Jerry,1934,\Un,\Am,Ty(comic),
W.Wilder,WDP,WLW,@1968,Wilder,W.Lee,,\Un,\Am,,
Wiles,D,xWi,@1936,Wiles,,[1],\Un,\Am,,
Wilhelm,D,CWl,@1914,Wilhelm,Carl,,\Un,\Ge,Ww(Lubitsch),
Willat,D,id,@1998,Willat,Irvin,,\Un,\Am,Ww(Ince),
D.D.Williams,D,DDW,1994,Williams,David D.,,\Un,\Am,,
John~Williams,M,,1971-1989,Williams,John,,\Un,\Am,Ww(Spielberg),
J.B.Williams,D,GBW,@1930,Williams,J.B.,[6],\Un,\Br,Er(Or),
M.G.Williams,P,,1993,Williams,Marsha Garces,~1955,\Un,\Am,Mt(Robin Williams; A) St(Blue Wolf Productions),
P.Williams,D,PWi,@1967-1978,Williams,Paul,1944,\Un,\Am,,
R.Williams,D,RWl,@1972,Williams,Richard,,\Un,\Br,,
Tennesse~Williams,WB,,1951-1966,Williams,Tenessee,1911,1983,\Am,,
F.Williamson,APD,FWs,@1991,Williamson,Fred,19xx,\Un,\Ct,,
K.Williamson,WPD,KWs,@1996,Williamson,Kevin,1966,\Un,\Am,St(Miramax),
Wills,C,,1971-1993,Wiils,Gordon,19xx,\Un,\Am,,
Willutzki,D,MWu,@1973,Willutzki,Max,,\Un,\Ge,,
H.Wilson,D,HuW,@1984-1996,Wilson,Hugh,,\Un,\Am,,
R.Wilson,D,RcW,@1993,Wilson,Hugh,,\Un,\Am,,
Winant,D,ScW,@1997,Winant,Scott,,199x,\Un,,
Wincer,D,SiW,@1993,Wincer,Simon,19xx,\Un,\Ct,,
Windust,DP,BrW,@1947-1959,Windust,Bretaigne,1906,1960,\Am,Ww(Hitchcock) Also(stage),
I.Winkler,PD,IWk,"@1991-1992,1979-1990",Winkler,Irwin,,\Un,\Am,,
H.Winkler,D,HeW,@1988-1193,Winkler,Henry,,\Un,\Am,,
Winner,D,MiW,@1957-1983,Winner,Michael,1935,\Un,\Br,,
Winterbottom,D,MWi,@1993-1997,Winterbottom,Michael,,199x,\Br,Er(Dow),
Winters,D,DvW,@1982,Winters,David,,\Un,\Am,,
H.Wise,D,HWi,@1988,Wise,Herbert,,\Un,,,
K.Wise,D,,1992,Wise,Kirk,1964,\Un,,,
R.Wise,EDP,RWi,@1944-1979,Wise,Robert,1914,199x,\Am,Aw(AA Lifetime 1998),
Wiseman,D,FrW,@1967-1994,Wiseman,Fred,,\Un,\Am,Ty(Docu),
Witney,D,WWn,@1937-1975,Witney,William,1910,\Un,\Am,St(Republic) Ty(West) Ww(English),
Wohl,PDE,IrW,@1980,Wohl,Ira,,\Un,\Am,Si(Pa(Philly Wohl)),
Wong,D,KWW,@1992-1996,Wong,Kar-Wei (Kirk),19xx,199x,\HK,,
Woo,D,IWo,@1973-1993,Woo,John,1946,\Un,\Ch,,
E.D.Wood~jr,DAW,EDW,@1953-1961,Wood,Edward D.jr.,1924,1978,\Am,Ty(grade Z) Mt(Dolores Fuller; A),
S.Wood,D,SW,@1920-1949,Wood,Sam,1883,1949,\Am,Ww(deMille),
A.Woods,D,ABW,@1934-1940,Woods,Arthur B.,1904,1942,\Br,,
Wolk,D,AWk,@1992,Wolk,Andy,,\Un,\Ct,,
Wolff,D,HWo,@1955,Wolff,Hans,[1],\Un,\Ge,Er(dow),
Wood,D,DuW,@1972,Wood,Duncan,19xx,\Un,\Ct,,
Woodhead,D,LWo,@1996,Woodhead,Leslie,19xx,19yy,\GB,Ty(Docu),
Woodruff,D,FrW,@1932,Woodruff,Frank,[1],\Un,
Woolrich,W,1967,,Woolrich,Cornell,1903,1968,\Am,"Ty(Model for Psycho?) Alias(William Irish, George Hopley)",
Workman,EPWD,CWm,@1990,Workman,Chuck,19xx,\Un,\Ct,,
Worsley,D,WWo,@1923,Worsley,Wallace,[6],\Un,,,
Wrede,D,CWr,@1984,Wrede,Caspar,,\Un,\No,Er(Or),
G.Wright,DW,GgW,@1993,Wright,Geoffrey,,\Un,\Au,,
W.Wright,PD,WHW,@1952,Wright,William H.,19xx,\Un,\Am,,
Wrye,D,DWr,@1978,Wrye,Donald,,\Un,\Am,,
Wu,P,WTM,@1983,Wu,TianMeng,,\Un,\Ch,,
Wurtzel,C,SWu,@1980,Wurtzel,Stuart,,\Un,,,
Wyler,D,WW,@1925-1959,Wyler,William,1902,1981,\Am,Or(\Ge),
C.Wyler,P,,1990,Wyler,Catherine,,\Un,\Am,,
Wynorski,D,JWy,@1987,Wynorski,Jim (Jimbo),,\Un,,Ty(Horr),
T.K.Wynn,W,,1970-1977,Wynn,Tracy Keenan,1945,\Un,,Ch(Keenan Wynn),
