Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
M.Peploe,WD,MkP,@1992,Peploe,Mark,,\Un,\It,Si(Clare Peploe),
C.Peploe,WD,CP,@1987-1992,Peploe,Clare,1945,\Un,\It,Mt(Bertolucci) Si(Mark Peploe) Gd(F),
Peppard,AD,GPe,@1980,Peppard,George,,\Un,\Am,Er(George Peppard?),
Pereira,WD,MPe,@1990,Pereira,Migual,,\Un,\Ar,Er(Ar),
Perelman,D,PPm,@1987-1992,Perelman,Pablo,19xx,\Un,\Chilean,,
Perello,D,HPe,@1990,Perello,Hope,19xx,\Un,\Ct,,
Peretz,D,JPe,@1998,Peretz,Jesse,,\Un,\Ct,,
Perier,D,EPe,@1971,P\'erier,Etienne,19xx,\Un,\Fr,,
Perinal,CD,,1940,P\'erinal,Georges,,\Un,,,
Perkins,AD,APe,@1986,Perkins,Anthony,,\Un,\Am,,
Perlberg,P,,1939-1964,Perlberg,William,1892,1969,\Am,,
Perret,D,LcP,@1911-1913,Perret,L\'eonce,19xx,\Un,\Fr,,
E.Perry,CP,,1962-1981,Perry,Eleanor,,1981,\Am,Mt(Frank Perry) Gd(F),
F.Perry,DA,FPy,@1962-1976,Perry,Frank,1930,\Un,\Am,,
Persky,D,BiP,@1981,Persky,Bill,,\Un,\Am,,
Person,D,LSP,@1991,Person,Luis Sergio,,\Un,\Bz,Ty(Cinema Novo),
Peschke,D,APk,@1990,Peschke,Anton,,\Un,\Os,,
Peters,P,,,Peters,Jon,1945,\Un,\Am,"Also(Hairdresser) Lw(Barbra Streisand, Kim Basinger) St(Warners, Sony)",
Petersen,D,WoP,@1981-1993,Petersen,Wolfgang,,\Un,\Ge,,
Petri,D,ElP,@1959-1970,Petri,Elio,,\Un,\It,,
Petrie,D,DPt,@1959-1982,Petrie,Daniel,1920,\Un,\Am,"Er(ok? also Donald, ~jr?)",
Petrov,D,xPe,@1944,Petrov,gn,,\Un,\Ru,,
Pevney,AD,JoP,@1950-1966,Pevney,Joseph,1920,\Un,\Am,Mt(Mitzi Green) St(Universal) Ty(Advt) Ww(Hitchcock),
Phalke,D,DGP,@1913,Phalke,D.G.,,\Un,\In,,
Phillips,AD,LPh,@1974-1980,Phillips,Lee,,\Un,\Am,"Ww(Hitchcock; TV, A)",
Pialat,WD,MPi,@1968-1992,Pialat,Maurice,1925,\Un,\Fr,,
Picazo,D,MiP,@1985,Picazo,Miguel,,\Un,\Sp,,
Pichel,AD,IrP,@1932-1954,Pichel,Irving,1891,1954,\Am,,
Pieplow,D,IPi,@1998,Pieplow,John,,\Un,\Ct,,
L.Pierce,D,LPi,@1984,Pierce,Larry,,\Un,\Am,,
C.B.Pierce,D,CBP,@1978,Pierce,Charles B.\,,\Un,\Am,,
Pierson,DW,FrP,@1965-1976,Pierson,Frank R.,1945,\Un,\Am,,
Pinoteau,D,ClP,@1980,Pinoteau,Claude,19xx,\Un,\Ct,,
Pintilie,D,LuP,@1980-1992,Pintilie,Lucien,19xx,\Un,\Ro manian,,
Plympton,D,BPl,@1998,Plympton,Bill,,\Un,\Ct,,
Pires,D,GPi,@1968,Pir\`es,G\'erard,19xx,\Un,\Fr,,
Poe,B,,,Poe,Edgar Allen,1809,1849,\Am,Inf(Hitchcock),
L.Poirier,DS,LPo,@1920,Poirier,L\'eon,,\Un,\Fr,,
M.Poirier,D,MPo,@1998,Poirier,Manuel,,\Un,\Fr,,
Poitier,AD,SPo,@1975-1981,Poitier,Sidney,,\Un,,,
Polanski,DA,RoP,@1961-1980,Polanski,Roman,1933,\Un,\Po,Mt(Emmanuelle Seigner),
Polglase,V,,1919-1968,Polglase,Van Nest,1898,1968,\Am,"St(RKO, Columbia)",
Pollard,D,HPo,@1929,Pollard,Harry,,\Un,\Am,,
B.Pollack,DP,BaP,@1972,Pollack,Barry,,\Un,\Am,,
J.Pollack,D,JfP,@1997,Pollack,Jeff,,\Un,\Am,,
S.Pollack,ADP,SP,@1962-1993,Pollack,Sydney,1934,\Un,\Am,,
Pollock,D,GeP,@1956-1979,Pollock,George,1907,\Un,\Br,Ty(Susp),
Polonsky,DW,APo,@1948-1969,Polonsky,Abraham,,\Un,,,
Polselli,WD,RtP,@1960,Polselli,Renato,,\Un,\It,,
Pommer,PD,EP,@1938-1939,Pommer,Erich,1899,1966,\Ge,Inf(Hitchcock) Fd(Mayflower Films),
Ponti,P,,1975,Ponti,Carlo,,,\It,Mt(Sophia Loren),
Pontocorvo,D,GiP,@1960-1970,Pontocorvo,Gillo,1919,\Un,\It,,
Cole~Porter,M,,1929-1957,Porter,Cole,1891,1964,\Am,,
E.S.Porter,D,ESP,@1896-1907,Porter,Edwin S.,,,\Am,,
Portillo,D,LPt,@1985,Portillo,Lourdes,19xx,\Un,\Me-\Am,,
Post,D,TPo,@1956-1981,Post,Ted,1925,\Un,\Am,Nt(Much TV),
H.Potter,D,HCP,@1936-1957,Potter,H.C.,1904,1977,\Am,Ty(comedy),
D.Potter,WD,DPo,@1960-1986,Potter,Dennis,1935,1994,\Br,Ty(TV),
S.Potter,D,SPt,@1993,Potter,Sally,,,,Gd(F),
Pottier,D,RPo,@1950,Pottier,Richard,19xx,\Un,\Fr,,
D.Powell,ADP,DkP,@1953-1958,Powell,Dick,1904,1963,\Am,F(Four Star Television),
M.Powell,DPW,MP,@1937-1979,Powell,Michael,1905,1990,\Br,Ww(Emeric Pressburger),
Pradal,WD,MnP,@1998,Pradal,Manuel,,\Un,\Fr,,
Prasad,D,UPr,@1995,Prasad,Udayan,,199x,\Un,,
Preminger,D,OP,@1932-1979,Preminger,Otto,1906,\Un,\Os,,
Pressburger,PW,,1948,Pressburger,Emeric,,\Un,\Br,Er(Or),
E.Pressman,P,,@1973-1985,Pressman,Edward R.,,\Un,\Am,,
Pressman,D,MPr,@1977-1983,Pressman,Michael,1950,\Un,\Am,,
Preuss,PD,RPr,@1990,Preuss,Reuben,19xx,\Un,\Ct,,
Jaques~Prevert,WA,,1937-19562,Pr\'evert,Jaques,1906,1977,\Fr,,
Prevert,D,PPr,@1932,Pr\'evert,Pierre,1906,\Un,\Fr,,
Previn,D,SPv,@1963,Previn,Steve,,\Un,\Am,,
B.Price,D,BPr,@1997,Price,Bernard,,199x,\Un,,
D.Price,D,DPr,@1993,Price,David,19xx,\Un,\Ct,,
W.Price,D,WPr,@1957,Price,Will,19xx,\Un,\Ct,,
Primus,D,ByP,@1992,Primus,Barry,,\Un,\Ct,,
Prince,MDW,Pri,@1984-1990,bnd,fn,1958,\Un,\Am,Ty(Rock music),
H.Prince,D,HPr,@1970-1977,Prince,Harold,,\Un,,,
Priyadarshan,D,xPr,@1998,Priyadarshan,xfn,,\Un,\In,,
Proft,WD,PtP,@1998,Proft,Pat,,\Un,\Ct,St(Comd),
Prokofiev,M,,1937-1944,Prokofiev,Sergei,,\Un,\Ru,,
Proyas,D,APr,@1994,Proyas,Alex,19xx,\Un,\Au,,
Puccini,M,,1932,Puccini,Giacomo,19xx,\Un,\It,,
Pudovkin,DA,VsP,@1926-1941,Pudovkin,Vsevolod,1893,1953,\Ru,Nt(),
Puenzo,D,LPu,@1989,Puenzo,Luis,[6],\Un,,,
Puttnam,P,,1978-1990,Puttnam,David,1942,\Un,\Br,"St(London films, Pinewood)",
Pytka,D,JPy,@1995,Pytka,Joe,,199x,\Un,,
Pyun,D,APy,@1982-1996,Pyun,Albert,,\Un,\Am,,
