Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
J.Robinson,D,IMR,@1990,Robinson,John Mark,,\Un,\Ct,,
C.Robinson,WP,,1933-195990,Robinson,Casey,1903,1979,\Am,,
P.A.Robinson,WD,PAR,@1989-1192,Robinson,Phil Alden,,\Un,,,
Robson,DP,MRs,@1943-1979,Robson,Mark,1913,1978,\Am,,
Rockwell,D,ARw,@1993,Rockwell,Alexandre,19xx,\Un,\Ct,,
Rocco,D,MRo,@1994,Rocco,Marc,19xx,\Un,\Ct,,
Rocha,D,GlR,@1962,Rocha,Glauber,,\Un,\Bz,Ty(Cinema Novo),
A.Rodchenko,V,,1921-1930,Rodchenko,Alexander,1891,1956,\Ru,,
Roddam,D,FRo,@1981-1999,Roddam,"Frank, Franc",,\Un,\Am,,
G.Roddenberry,W,,1979-1989,Roddenberry,Gene,1921,1991,\Am,,
Rodolfo,D,ElR,@1913,Rodolfo,Eleuterio,19xx,\Un,\It,,
Rodriguez,D,RRz,@1993,Rodriguez,Robert,1968,\Un,\Ct,,
Roe,D,DvR,@1992,Roe,David,,\Un,\Ct,,
Roebling,P,,1972,Roebling,Paul,,,\Am,Mt(Olga Bellin),
Roeg,CD,NiR,@1972-1983,Roeg,Nicolas,1928,\Un,\Br,Mt(Theresa Russell) Ty(weird art),
Roemer,D,MRr,@1969,Roemer,Michael,[1],\Un,,,
Rogell,CDP,ASR,@1926-1958,Rogell,Albert S.,1901,\Un,\Am,,
Rogers,D,McR,@1929-1960,Rogers,Mclean,1899,1962,\Br,Ty(low budget),
Rogoschkin,D,AxR,@1989,Rogoschkin,Aleksandr,,\Un,\Ru,,
Rogosin,D,LRg,@1994,Rogosin,Lionel,19xx,\Un,\SA,,
Rohmer,D,ERr,@1959-1994,Scherer,Jean Maurice (Eric),1920,\Un,\Fr,,
Roley,D,SuR,@1968-1974,Roley,Sutton,,\Un,\Am,,
Rollin,D,JRl,@1968-1972,Rollins,Jean,,\Un,\Am,,
Rollins,P,,1969-1983,Rollins,Jack,,\Un,\Am,Ww(Woody Allen),
Romero,WD,GRo,@1968-1993,Romero,George A.,1939,\Un,\Am,Ty(Horr),
Romm,D,MhR,@1934-1964,Romm,Mikhail,1901,1971,\Ru,,
Roodt,D,DJR,@1992-1997,Roodt,Darrel James,,\Un,\Ct,,
Rooks,BWD,PmR,@1992,Rooks,Pamela,19xx,\Un,\Int,Er(It),
Roos,WD,DRo,@1998,Roos,Don,,\Un,\Am,,
Roosevelt,D,ARs,@1932,Roosevelt,Andr\'e,19xx,\Un,\Ct,,
B.Rose,D,BeR,@1992-1995,Rose,Bernard,,\Un,\Am,,
M.Rose,D,MyR,@1981,Rose,Mickey,,\Un,\Am,,
Rosen,D,PRo,@1921-1949,Rosen,Phil,1888,1951,\Ru,St(Monogram),
Rosenfeld,D,KvR,@1990,Rosenfeld,Keva,19xx,\Un,\Ct,Ty(Docu up to 1994),
P.Rosenberg,D,PRb,@1983,Rosenberg,Philip,,,\Am,,
S.Rosenberg,DP,SRo,@1959-1980,Rosenberg,Stuart,1925,\Un,\Am,Ww(Hitchcock),
Rosenbloom,DP,NRo,@1980,Rosenbloom,Nina,19xx,\Un,\Am,Gd(F) Ty(Docu),
Rick~Rosenthal,D,RiR,@1981,Rosenthal,Rick,,\Un,\Am,,
Rob.Rosenthal,D,RJR,@1982,Rosenthal,Robert J.\,,\Un,\Am,,
Rosman,D,MRm,@1982-1997,Rosman,Mark,,\Un,\Am,,
B.Ross,D,BnR,@1996,Ross,Benjamin,,\Un,\Un,,
C.Ross,P,,,Ross,Courtney,,\Un,\Am,Mt(Steven Ross) Ty(Docu),
F.Ross,BP,,1943-1955,Ross,Frank,,\Un,\Am,,
G.Ross,WD,GyR,@1998,Ross,Gary,,\Un,\Ct,,
H.Ross,GDC,HbR,@1969-1995,Ross,Herbert,1927,\Un,\Am,,
Steve~Ross,P,,1943-1955,Ross,Steven J.,1927,1992,\Am,"St(Time-Warners: chairman) Mt(, Amanda Burden, Courtney Ross)",
Rossellini,WD,RRo,@1945-1966,Rossellini,Roberto,1906,1977,\It,"Mt(,Ingrid Bergman, Lw(Somali DasGupta))",
Rossen,WPD,RoR,@1947-1964,Rossen,Robert,1908,1966,\Am,,
Rosi,D,FrR,@1957-1984,Rosi,Francesco,1922,\Un,\It,,
Rosza,M,,1946-1982,R\'ozsa,Mikl\'os,,\Un,\Hu,Er(Or),
Roth,DP,JoR,@1986,Roth,Joe,19xx,\Un,\Am,Fd(Caravan),
Rothemund,D,MRh,@1998,Rothemund,Marc,,\Un,\Ct,,
Rothman,D,SRm,@1966-1971,Rothman,Stephanie,,\Un,\Am,Gd(F) Ww(Corman) Mt(Charles Swartz),
Rouch,D,JRo,@1961,Rouche,Jean,19xx,\Un,\Ct,,
Rouan,AD,BrR,@1991,"Ro\""uan",Brigitte,,\Un,\Fr,Ge(F),
Rouquier,D,GRq,@1946,Rouquier,Georges,,\Un,\Fr,,
Rowland,D,RRw,@1939-1968,Rowland,Roy,1910,\Un,\Am,Ty(shorts),
Rozema,DP,PRz,@1987,Rozema,Patricia,,\Un,\Am,Gd(F),
Rozenberg,D,DRz,@1993,Rozenberg,David,19xx,\Un,\Fr,,
Rozsa,M,,,R\'ozsa,Mikl\'os,,\Un,,Ww(Hitchcock),
A.Ruben,P,,@1992,Ruben,Andy,,\Un,\Am,,
J.W.Ruben,DPW,JWR,@1931-1938,Ruben,J.Walter,1899,1942,\Am,,
J.Ruben,D,JRu,@1984-1993,Ruben,Joseph,1950,\Un,\Am,Er(dob),
K.S.Ruben,D,KSR,@1988,Ruben,Kat Shea,,\Un,\Am,Ty(Porn) Gd(F),
Rubin,D,BJR,@1993,Rubin,Bruce Joel,19xx,\Un,\Ct,,
Paul~Rudnick,W,,1993,Rudnick,Paul,1962,\Un,\Am,"Alias(Joseph Howard, Libby GelmanWaxner)",
Rudolph,D,ARu,@1976-1989,Rudolph,Alan,,\Un,\Am,,
Ruggiero,D,TRu,@1929,Ruggiero,Telemaco,19xx,\Un,\It,,
Ruggles,ADP,WR,@1917-1946,Ruggles,Wesley,1889,1972,\Am,Si(Charles Ruggles) Mt(Arline Judge),
Ruiz,D,RaR,@1996,Ruiz,Raul,,199x,\Un,,
Rush,D,RRu,@1960-1980,Rush,Richard,,\Un,\Am,,
Russcol,D,YRu,@1997,Russcol,Yael,,\Un,\Ct,,
C.Russell,D,CRu,@1994,Russell,Charles,,\Un,\Ct,,
D.O.Russell,DW,DRu,@1994,Russell,David O.,1959,\Un,\Ct,,
K.Russell,DW,KRu,@1964-1989,Russell,Ken,1927,\Un,\Br,,
Ruttmann,D,WRU,@1927,Ruttmann,Walter,,,\Ge,,
Ruzicka,D,JaR,@1991,Ruzicka,Jan,19xx,\Un,\Ge,Er(Ge?),
Ruzowitzky,D,SRu,@1998,Ruzowitzky,Stefan,,\Un,\Ct,,
Ryazanov,D,ARy,@1957-1989,Ryazanov,Eldar,1928,\Un,\Ru,Er(dow),
Rydell,DPA,MRy,@1968-1981,Rydell,Mark,1934,\Un,\Am,,
