stage,dow,birth,giv,gen,dob,dod,type,orig,pict,notes,
Parkyakarkus,1936,Einstein,Harry,M,19aa,1958,R:Greek sidekick comic,USA,,Ww(Eddie Cantor) Pa(Albert Brooks) Nt(sn pronounced ``ParkYourCarcass''),
Dita Parlo,1928-1956,Kornstadt,Gerthe,F,1906,1971,RU:,\Ge,,,
Emory Parnell,1939-1958,Parnell,Emory,M,1894,199x,R:character,USA,,,
Helen Parrish,1931-1950,Parrish,Helen,F,1922,1959,R:lead,USA,,,
Leslie Parrish,,,,F,[1],199x,RU:,\Un,[4.602][4.145],,,
Natasha Parry,1949-1980,Parry,Natasha,F,1930,199x,R:lead,Great Britain,,Mt(Peter Brook),
Estelle Parsons,1967-1975,Parsons,Estelle,F,1927,199x,R:character,USA,[4.210],,,
Louella Parsons,1937-1951,Oettinger,L.,,,199x,RU:,USA,,Nt(prim. columnist),
Dolly Parton,1980-1982,Parton,Dolly,F,1946,199x,R:busty jolly,USA,,,
Michael Pataki,,,,M,[1],199x,RU:,\Un,,
Wally Patch,1931-1963,Vinicombe,Walter,M,1888,1970,R:burly character,Great Britain,,,
Christopher Pate,,,,M,[1],199x,RU:,\Un,,
Michael Pate,1949-1971,Pate,Michael,M,1920,199x,R:villain,Australia,,,
Pat Paterson,1931-1939,Paterson,Pat,F,1911,1978,R:lead,Great Britain,,,
Mandy Patinkin,,,,F,[1],199x,RU:,\Un,,
Charles Paton,,,,M,[1],199x,RU:,\Un,,
Dennis Patrick,1960,,,M,[1],199x,R:thug,USA,[34.175],Ww(Hitchcock),
Gail Patrick,1932-1947,Fitzpatrick,Margaret,F,1911,1980,R:lead,USA,,,
Lee Patrick,1929-1975,Patrick,Lee,M,1906,1982,R:hard-bitten blonde,USA,,,
Nigel Patrick,1939-1973,Patrick,Nigel,M,1913,1981,R:lead,Great Britain,,,
Luana Patten,1946-1966,Patten,Luana,F,1938,199x,R:teenager,USA,,,
Elizabeth Patterson,1930-1959,Patterson,Elizabeth,F,1876,1966,R:character,USA,[4.780],,,
Lee Patterson,1951-1972,Patterson,Lee,M,1929,199x,R:sturdy lead,\Ca,,,
Lorna Patterson,,,,F,[1],199x,RU:,\Un,,
Neva Patterson,1957-1971,Patterson,Neva,F,1925,199x,R:character,USA,[4.225],,,
Pat Patterson,1933-1939,Patterson,Pat,F,1910,1978,R:lead,Great Britain,,Mt(Charles Boyer),
Mark Patton,,,,M,[1],199x,RU:,\Un,,
Rosemary Paul,,,,F,[1],199x,RU:,\Un,,
Scott Paulin,,,,M,[1],199x,RU:,\Un,,
Morgan Paull,,,,,[1],199x,RU:,\Un,,
Pat Paulsen,,,,,[1],199x,RU:,\Un,,
Marisa Pavan,1952-1973,Pierangeli,Marisa,F,1932,199x,R:lead,\It,,Si(Pier Angeli),
Luciano Pavarotti,1982-1982,Pavarotti,Luciano,M,1935,199x,R:expansive singer,\It,[4.1166],,,
Anika Pavel,,,,F,[1],199x,RU:,\Un,,
Anna Pavlova,1916,,,F,[1],199x,RU:,\Un,,
Muriel Pavlow,1936-1962,Pavlow,Muriel,F,1921,199x,R:lead,Great Britain,,,
Lennox Pawle,1918-1935,Pawle,Lennox,M,1872,1936,R:character,Great Britain,,,
Katina Paxinou,1943,Constantopoulos,Katina,F,1900,1973,RU:,\Gr,,,
John Payne,1936-1968,Payne,John,M,1912,1989,R:lead,USA,,,
Laurence Payne,1949-1972,Payne,Laurence,M,1919,199x,R:lead,Great Britain,,,
Barbara Payton,1949-1970,Payton,Barbara,F,1934,199x,R:lead,Great Britain,,,
Mary Peach,1959-1970,Peach,Mary,F,1934,199x,R:lead,Great Britain,,,
Alice Pearch,1949-1966,Pearch,Alice,F,1913,1966,R:adenoidal roles,USA,,,
Eric Pearce,,Pearce,Sir Eric,M,[1],199x,RU:,\Un,,
Jacqueline Pearce,,,,F,[1],199x,RU:,\Un,,
Patricia Pearcy,,,,F,[1],199x,RU:,\Un,,
Jesse Pearson,,,,M,[1],199x,RU:,\Un,,
Lloyd Pearson,1938-1959,Pearson,Lloyd,M,1897,1966,R:bluff Yorkshire type,Great Britain,,,
Gregory Peck,1943-1982,Peck,Gregory,M,1916,199x,R:likable,USA,[4.244][9.218],Aw(AFI Lifetime) Ww(Hitchcock) Si(Tony Peck) Aw(AFI#12),
Charles Peel,,,,M,[1],199x,RU:,\Un,,
David Peel,1960,,,M,1920,199x,R:vampir>,,,,
Joan Peers,,,,F,[1],199x,RU:,\Un,,
Pele,,,,M,[1],199x,R:soccer star,,,
Baby Peggy,1920-1935,Montgomery,Peggy,F,1917,199x,R:child star,USA,,Nt(Later used own name) Mt (Gordon `Freckles' Ayres; ),
Raymond Pellegrin,1945-1978,Pellegrini,Raymond,M,1925,199x,R:intense,\Fr,,Mt(Gisele Pascal),
Lisa Pelikan,,,,F,[1],199x,RU:,\Un,,
Raymond Pellegrin,,,,M,[1],199x,RU:,\Un,,
Pina Pellicer,,,,F,[1],199x,R:spanish type h,\Un,[34.297],Ww(Hitchcock),
Rick Pemberton,,,,M,[1],199x,RU:,\Un,,
Austin Pendleton,1968-1980,Pendleton,Austin,M,1940,199x,R:character,USA,,,
Nat Pendleton,1932-1949,Pendleton,Nat,M,1895,1967,R:`dumb ox' roles,USA,,,
Susan Penhaligon,1973-1978,Penhaligon,Susan,F,1950,199x,R:lead,Great Britain,,,
Christopher Penn,,,,M,[1],199x,RU:,\Un,,
Sean Penn,1981-1997,,,M,1960,199x,"R:violent, anti-All-American",USA,,"Lw(Elizabeth McGovern) Mt(Madonna, Robin Wright) Also(D)",
Jack Pennick,1928-1960,Pennick,Jack,M,1895,1964,R:small part,USA,,,
Joe Penny,,,,M,[1],199x,RU:,\Un,,
Virginia Penta,,,,F,[1],199x,RU:,\Un,,
George Peppard,1957-1983,Peppard,George,M,1929,1994,"R:lead, officer",USA,,Ww(Hitchcock),
Stacey Peralta,,,,F,[1],199x,RU:,\Un,,
Esme Percy,1930-1948,Percy,Esm\'e,F,1887,1957,RU:,Great Britain,,Ww(Hitchcock),
Jose Perez,,,,M,[1],199x,RU:,\Un,,
Francois P\'erier,1938-1980,Pilu,Fran{\c}cois,M,1919,199x,R:sturdy,\Fr,[4.777],,,,
Anthony Perkins,1953-1983,Perkins,Anthony,M,1932,1992,R:gangly,USA,[4.834][4.148][9.191],Ww(Hitchcock),
Millie Perkins,1959-1983,Perkins,Millie,F,1939,199x,R:lead,USA,,,
Osgood Perkins,1922-1935,Perkins,Osgood,M,1892,1937,R:character,USA,,,
Ron Perlman,,,,M,[1],199x,RU:,\Un,,
Gigi Perreau,1943-1969,Perreau-Saussine,Ghislaine,F,1941,199x,R:child,USA,,,
Anna Perrier,,,,F,[1],199x,RU:,\Un,,
Valerie Perrine,1972-1982,Perrine,Valerie,F,1944,199x,R:lead,USA,,,
Leslie Perrins,1931-1956,Perrins,Leslie,M,1902,1962,R:smooth crook,Great Britain,,,
Felton Perry,,,,M,[1],199x,RU:,\Un,,
Louis Perryman,,,,M,[1],199x,RU:,\Un,,
Nehemiah Persoff,1954-1983,Persoff,Nehemiah,M,1920,199x,RU:,\Is,,,
Jon Pertwee,1948-1979,Pertwee,Jon,M,1919,199x,R:comic,Great Britain,,Si(Michael Pertwee),
Joe Pesci,1988-1992,Pesci,Joseph,M,[1],199x,"R:short, tough",USA,.tiff,,,
Bernadette Peters,1972-1982,Peters,Bernadette,F,1948,199x,R:lead,USA,,,
Brock Peters,1962-1976,Peters,Brock,M,1927,199x,R:black,USA,,,
House Peters,1912-1925,Peters,House,M,1880,1967,"R:silent, lead",USA,,,
Jean Peters,1947-1974,Peters,Jean,F,1926,199x,R:lead,USA,,Mt(Howard Hughes),
Susan Peters,1940-1948,Carnahan,Susanne,F,1921,1952,R:lead,USA,,,
Werner Peters,1949-1968,Peters,Werner,M,1918,1971,R:character,\Ge,,,
Stewart Petersen,,,,M,[1],199x,RU:,\Un,,
Dorothy Peterson,1932-1947,Peterson,Dorothy,F,1900,1979,R:supporting,USA,,,
Pascale Petit,1957-1962,Petit,Anne-Marie,F,1938,199x,R:lead,\Fr,,,
Sammy Petrillo,,,,M,[1],199x,RU:,\Un,,
Howard Petri,,,,M,[1],199x,RU:,\Un,,
George Petrie,,,,M,[1],199x,RU:,\Un,,
Hay Petrie,1930-1948,Petrie,Hay,M,1895,1948,R:character,Great Britain; Scots,,Ww(Hitchcock),
Olga Petrova,1914-1918,Harding,Muriel,F,1886,1977,R:lead,Great Britain,,,
Elizabeth Petterson,,,,F,[1],199x,RU:,\Un,,
Joanna Pettet,1965-1980,Pettet,Joanna,F,1944,199x,R:lead,Great Britain-USA,,,
Frank Pettingell,1931-1964,Pettingell,Frank,M,1891,1966,R:character,Great Britain,,,
Michelle Pfeiffer,1981-1989,Pfeiffer,Michelle,F,1959,199x,R:gorgeous heroine,USA,,"Aw(NYFCC 90 best actress) Mt(Peter Horton, David E. Kelly) Also(P)",
Jo Ann Pflug,,,,F,[1],199x,RU:,\Un,[4.82],,,
Mary Philbin,1921-1930,Philbin,Mary,F,1903,199x,"R:silent, lead",USA,,,
Gerard Philipe,1943-1959,Philipe,G\'erard,M,1922,1959,R:romantic,\Fr,,,
Conrad Philips,1959-1966,Philips,Conrad,M,1930,199x,R:lead,Great Britain,,,
Lee Philips,1957-1965,Philips,Lee,M,1927,199x,R:lead,USA,,,
Mary Philips,1932-1947,Philips,Mary,F,1900,1975,RU:,USA,,,
Robin Philips,1968-1970,Philips,Robin,M,1941,199x,R:juvenile lead,Great Britain,,,
John Philliber,1944-1944,Philliber,John,M,1872,1944,R:character,USA,,,
Leslie Phillips,1938-1976,Phillips,Leslie,M,1924,199x,R:light comedian,Great Britain,,,
MacKenzie Phillips,1975-1976,Phillips,MacKenzie,M,1960,199x,R:second lead,USA,,,
Michelle Phillips,,,,F,[1],199x,RU:,\Un,,
Sian Phillips,1964-1981,Phillips,Sian,F,1934,199x,R:dignified,Great Britain,,,
Ambrosine Philpotts,1946-1965,Philpotts,Ambrosine,F,1912,1980,R:character,Great Britain,,,
James Phipps,,,,M,[1],199x,RU:,\Un,,
Nicholas Phipps,1946-1962,Phipps,Nicholas,M,1913,1980,R:cameo roles,Great Britain,,,
River Phoenix,1985-1993,fn,River Phoenix,M,1970,1993,R:clean spiritual hippie,USA,,,,
Michel Piccoli,1955-1981,Piccoli,Michel,M,1925,199x,R:lead,\Fr-\It,,,
Paloma Picasso,1974,Picasso,Paloma,F,,199x,R:artist,Fr,Ch(Pablo Picasso),
Paul Picerni,1950-1969,Picerni,Paul,M,1922,199x,R:lead,USA,,,
Irving Pichel,1930-1951,Pichel,Irving,M,1891,1954,RU:,USA,,,
Sorrells Pickard,,,,M,[1],199x,RU:,\Un,,
Slim Pickens,1953-1967,Lindley,Louis Bert~Jr.,M,1919,1983,R:cowboy,USA,,,
Jack Pickford,1910-1928,Smith,Jack,M,1896,1933,R:light actor,\Ca,,"Si(Mary Pickford) Mt(Olive Thomas, Marilyn Miller, Mary Mulhern)",
Lottie Pickford,,Smith,Lottie,M,1895,1936,R:light,\Ca,,Si(Mary Pickford),
Mary Pickford,1909-1933,Smith,Gladys,F,1893,1979,"R:plucky, `world sweetheart'",\Ca,,"ST(Biograph,IMP,Famous Players,First National) Fd(U.A.) Mt(Owen Moore, Douglas Fairbanks, Buddy Rogers)) Aw(AFI#24)",
Wilfred Pickles,1953-1972,Pickles,Wilfred,M,1904,1978,R:Yorkshiremen,Great Britain,,,
Ronald Pickup,1968-1983,Pickup,Ronald,M,1940,199x,R:character,Great Britain,,,
Molly Picon,1963-1974,Picon,Molly,F,1898,1992,RU:,USA,,,
Walter Pidgeon,1925-1977,Pidgeon,Walter,M,1897,1984,R:gentleman,\Ca,,,
Tiana Pierce,,,,F,[1],199x,RU:,\Un,,
Francis Pierlot,1931-1953,Pierlot,Francis,M,1976,1955,R:mild professional type,USA,,,
Tempe Pigott,1930-1935,Pigott,Tempe,F,1884,199x,R:garrulous cockney,Great Britain,,,
Nova Pilbeam,1934-1948,Pilbeam,Nova,F,1919,199x,R:teenager,Great Britain,,Ww(Hitchcock),
Bronson Pinchot,,,,M,[1],199x,RU:,\Un,,
Miguel Pinero,,,,M,[1],199x,RU:,\Un,,
Dominique Pinon,,,,F,[1],199x,RU:,\Un,,
Gordon Pinsent,1968-1974,Pinsent,Gordon,M,1933,199x,R:lead,\Ca,,,
Danny Pintauro,,,,M,[1],199x,RU:,\Un,,
Ezio Pinza,1948-1953,Pinza,Fortunato,M,1893,1957,R:opera singer,\It-USA,,,
The Sons of the Pioneers,1934-1938,Pioneers,Sons of,G,n.a.,n.a.,R:singers,USA,,"Mem(Roy Rogers, Bob Nolan, Hugh Farr,Tim Spencer)",
Frederick Piper,1932-1965,Piper,Frederick,M,1902,1979,R:character,Great Britain,,,
Marie-France Pisier,1976-1980,Pisier,Marie-France,F,1944,199x,R:lead,\Fr,,,
Wensley Pithey,1968-1979,Pithey,Wensley,M,1914,199x,R:character,Great Britain,,,
Bradd Pitt,1995-1997,Pitt,Brad,M,dob,199x,RU:,USA,,"Note(influential on TV shows as X-files, Millenium)",
Ingrid Pitt,1969-1982,Petrov,Ingrid,F,1944,199x,R:lead,\Po,,,
Zasu Pitts,1917-1963,Pitts,Zasu,F,1898,1963,R:pert,USA,"[4.237,696]",,,
Mary Kay Place,,,,F,[1],199x,RU:,\Un,[4.97],,,
Michele Placich,,,,F,[1],199x,RU:,\Un,,
Roger Planchon,,,,M,[1],199x,RU:,\Un,,
Dana Plato,,,,,[1],199x,RU:,\Un,,
Edward Platt,1955-1969,Platt,Edward,M,1916,1974,R:character,USA,,,
Louise Platt,1938-1941,Platt,Louise,F,1914,199x,R:lead,USA,,,
Marc Platt,1944-1955,Platt,Marc,M,1913,199x,"R:cancer, lightweight",USA,,,
Moliere Players,1944,,,G,[1],,RU:,\Fr,,,
Donald Pleasence,1957-1983,Pleasence,Donald,M,1919,199x,R:bald villain,Great Britain,,,
Suzanne Pleshette,1958-1984,Pleshette,Suzanne,F,1937,199x,R:intelligent,USA,,Ww(Hitchcock),
Hilda Plowright,,,,F,[1],199x,RU:,\Un,,
Joan Plowright,1977-1997,Plowright,Joan,F,1929,199x,RU:,Great Britain,,Mt(Laurence Olivier),
Amanda Plummer,,,,F,[1],199x,RU:,\Un,,
Christopher Plummer,1958-1982,Plummer,Christopher,M,1927,199x,R:lead,\Ca,,,
Patricia Plunkett,1947-1958,Plunkett,Patricia,F,1928,199x,R:lead,Great Britain,[4.526],,,,
Rossana Podesta,1951-1975,Podesta,Rossana,F,1934,199x,R:lead,\It,,,
Adelina Poerio,,,,F,[1],199x,RU:,\Un,,
Eric Pohlmann,1955-1971,Pohlmann,Eric,M,1903,1979,R:character,\Os,,,,,
Sidney Poitier,1950-1982,Poitier,Sidney,M,1924,1998x,R:black straight romantic lead,USA,,Aw(AFI#22),
Jean Poiret,1957,Poiret,Jean,M,[1],199x,R:lead,\Fr,,"Also(W,B)",
Roman Polanski,,Polanski,Roman,M,1933,199x,RU:,\Po,,Mainly(D),
Sydney Pollack,1982-1982,Pollack,Sydney,M,1934,199x,RU:,USA,,Mainly(D),
Michael J. Pollard,1962-1977,Pollack,Michael J.,M,1939,199x,R:pint-sized character,USA,[4.210],,,
Snub Pollard,1961-1961,Fraser,Harold,M,1886,1962,R:comedian,Australia,,,
Tommy Pollard,,,,M,[1],199x,RU:,\Un,,
Ellen Pollock,1937-1951,Pollock,Ellen,F,1903,199x,RU:,Great Britain,,,
Lily Pons,1935-1947,Pons,Lily,F,1904,1976,R:operatic singer,\Fr,,,
Roy Poole,,,,M,[1],199x,RU:,\Un,,
Albert Popwell,,,,M,[1],199x,RU:,\Un,,
Paul Porcasi,1919-1945,Porcasi,Paul,M,1880,1946,R:character,\It,,,
Don Porter,,,,M,[1],199x,RU:,\Un,,
Eric Porter,,,,M,[1],199x,RU:,\Un,,
Nyree Dawn Porter,1963-1972,Porter,Nyree,F,1940,199x,R:lead,\NZ(ealand),
Eric Portman,1935-1968,Portman,Eric,M,1903,1969,R:distinguished,Great Britain,,,
Markie Post,,,,,[1],199x,RU:,\Un,,
Madeline Potter,,,,F,[1],199x,RU:,\Un,,
Annie Potts,,,,F,[1],199x,RU:,\Un,,
Cliff Potts,1972-1977,Potts,Cliff,M,,,R:second lead,USA,,,
Georges Poujouly,1952-1959,Poujouly,Georges,M,1940,199x,R:boy actor,\Fr,,,
C.C.H. Pounder,1988,Pounder,C.C.H.,F,\UN,strong black,R:USA,,,,,
Louise Pounds,,,,F,[1],199x,RU:,\Un,,
Phyllis Povah,,,,F,[1],199x,RU:,\Un,,
Dick Powell,1933-1961,Powell,Dick,M,1904,1963,R:crooning juvenile,USA,"[4.236, 18.230]",,,
Eleanor Powell,1935-1950,Powell,Eleanor,F,1910,1982,R:long-legged dancer,USA,,,
Frank Powell,1910,,,M,[1],199x,RU:,\Un,,Er(dow),
Jane Powell,1944-1978,Burce,Suzanne,F,1929,199x,R:lead,USA,,,
Joynson Powell,,,,M,[1],199x,RU:,\Un,,
Michael Powell,,Powell,Michael,M,1905,1990,RU:,Great Britain,,"Mainly(W,P,D)",
Robert Powell,1971-1980,Powell,Robert,M,1946,199x,"R:lithe, pale-eyed lead",Great Britain,,,
Sandy Powell,1932-1948,Powell,Albert,M,1898,1982,R:comedian,Great Britain,,,
William Powell,1922-1955,Powell,William,M,1892,1984,"R:mature, debonair",USA,,St(MGM),
Hartley Power,1933-1956,Power,Hartley,M,1894,1966,R:bald-headed character,,,
Taryn Power,,,,,[1],199x,RU:,\Un,,
Tyrone Power,1932-1957,Power,Tyrone,M,1913,1958,R:lead,USA,,Nt(until 1937 Tower~jr.),
Tyrone Power Snr,1915-1930,Power Snr,Tyrone,M,1869,1931,RU:,USA,,Pa(Tyrone),
Mala Powers,1941-1972,Powers,Mary Ellen,F,1931,199x,R:lead,USA,,,
Stefanie Powers,1962-1984,Federkiewicz,Stefania,F,1942,199x,R:lead,USA,,,
Tom Powers,1944-1954,Powers,Tom,M,1890,1955,R:general purpose,USA,,,
Joan Prather,,,,F,[1],199x,RU:,\Un,,
Wolfgang Preiss,1962-1972,Preiss,Wolfgang,M,,,R:character,\Ge,,,
June Preisser,1939-1947,Preisser,June,F,1921,199x,R:vivacious teenage lead,USA,,,
Albert Prejean,1925-1954,Pr\'ejean,Albert,M,1894,1980,R:light character,\Fr,,,
Otto Preminger,1942-1953,Preminger,Otto,M,1906,199x,RU:,\Os-USA,,,
Lucy Prentiss,,,,F,[1],199x,RU:,\Un,,
Paula Prentiss,1961-1981,Ragusa,Paula,F,1939,199x,R:lead,USA,,,
Robert Prescott,,,,M,[1],199x,RU:,\Un,,
Donna Prescow,,,,F,[1],199x,RU:,\Un,,
Micheline Presle,1938-1978,Chassagne,Micheline,F,1922,199x,R:lead,\Fr,,,
Elvis Presley,1956-1972,Presley,Elvis,M,1935,1977,R:heavy-lidded pop singer,USA,,,
Priscilla Presley,1973-1995,Presley,Priscilla,F,1950,199x,R:pretty,USA,,"Mt(Elvis Presley; 1965?-1973) Er(dob, dom=DOB+14)",
Harve Presnell,1964-1969,Presnell,Harve,M,1933,199x,R:light opera singer,USA,,,
Kelly Preston,1988-1997,Preston,Kelly,F,1963,199x,R:sexy,USA,,Lw(Charlie Sheen) Mt(John Travolta),
Robert Preston,1938-1982,Meservey,Robert Preston,M,1917,1987,R:hard-working lead,USA,,,
Marie Prevost,1920-1936,Dunn (Pr\'evost),Marie Bickford,F,1893,1937,R:silent lead,USA-\Fr,,,
Alan Price,,,,M,[1],199x,RU:,\Un,,
Dennis Price,1944-1972,Rose-Price,\S{Dennistoun Franklyn John,M,1915,1973,"R:light lead, character",Great Britain,[4.535],,,
Nancy Price,1939-1952,Maude,Lillian,F,1880,1970,R:dominant,Great Britain,,,
Vincent Price,1938-1979,Price,Vincent,M,1911,1993,"R:tall, mysterious gentle-voiced",USA,"[34.114,322][4.521]",Ww(Hitchcock),
Martin Priest,1969,Priest,Martin,M,[1],199x,R:schlemiel,USA,,,
Barry Primus,1974-1982,Primus,Barry,M,1938,199x,RU:,USA,,,
Prince,1984-1990,bnc,fc,M,1958,199x,R:rocker,USA,,,
William Prince,1944-1982,Prince,William,M,1913,199x,R:lead,USA,,,
Victoria Principal,1972-1980,Principal,Victoria,F,1945,199x,R:lead,USA,,,
Andrew Prine,1962-1976,Prine,Andrew,M,1936,199x,R:lead,USA,,,
Aileen Pringle,1919-1943,Bisbee,Aileen,F,1895,199x,R:lead,USA,,,
Jurgen Prochnow,,,,M,[1],199x,RU:,\Un,,
Robert Prosky,,,,M,[1],199x,RU:,\Un,,
Jed Prouty,1928-1949,Prouty,Jed,M,1879,1956,R:character,USA,,,
Dorothy Provine,1958-1967,Provine,Dorothy,F,1937,199x,R:lead,USA,,,
David Prowse,,,,M,[1],199x,RU:,\Un,,
Juliet Prowse,1959-1966,Prowse,Juliet,F,1937,199x,R:lead,\SA,,,
Cameron Prudhomme,1956,Prud'homme,Cameron,F,,199x,R:sr,,,,
Jonathan Pryce,1983-1983,Pryce,Jonathan,M,1947,199x,R:saturnine,Great Britain,,,
Nicholas Pryor,1970-1980,Pryor,Nicholas,M,,,R:weaklings,USA,,,
Richard Pryor,1968-1983,Pryor,Richard,M,1940,199x,R:black comedian,USA,,,
Vladimir Pucholt,,,,M,[1],199x,RU:,\Un,,
Frank Puglia,1934-1975,Puglia,Frank,M,1892,1975,R:character,USA,,,
Lilo Pulver,1959-1966,Pulver,Liselotte,F,1929,199x,R:lead,\Sw-\Ge,,,
Dick Purcell,1936-1944,Purcell,Dick,M,1908,1944,R:lead,USA,,,
Lee Purcell,,,,,[1],199x,RU:,\Un,,
Noel Purcell,1947-1966,Purcell,Noel,M,1900,199x,R:character,\Ir,,,
Reginald Purdell,1931-1948,Grasdorf,R.,M,1896,1953,R:light character,Great Britain,,,
Edmund Purdom,1953-1976,Purdom,Edmund,M,1924,199x,R:light lead,Great Britain,,,
Linda Purl,1976-1982,Purl,Linda,F,1955,199x,R:snub-nosed,USA,,,
Edna Purviance,1915-1952,Purviance,Edna,F,1894,1958,R:silent lead,USA,,,
Roselyne Puyo,,,,F,[1],199x,RU:,\Un,,
Denver Pyle,1948-1979,Pyle,Denver,M,1920,199x,R:character,USA,,,
Monty Python,,,,M,[1],199x,RU:,\Un,,
