Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
M.Reinhardt,D,MxR,@1935,Reinhardt,Max,,,,,
Reinl,D,HrR,@1961-1962,Reinl,Harald,19xx,,Germany,,
Reis,DP,IgR,@1940-1952,Reis,Irving,1906,1953,USA,,
Reisch,D,WRh,@1945,Reisch,Walter,,d,,Er(dow),
A.Reisner,D,AlR,@1958-1972,Reisner,Allen,,,USA,,
Ch.Reisner,D,ChR,@1925-1950,Reisner,Charles,1887,1962,USA,Er(Riesner?),
Reitherman,D,WRe,@1961-1986,Reitherman,Wolfgang (Woolie),,,,Er(dow-end),
Reitz,Dw,ERz,@1974-1984,Reitz,Edgar,"[1,4]",,Germany,,
Reisz,DP,KRz,@1958-1981,Reisz,Karel,1926,,Czechoslovakia,,
Reitman,D,IvR,@1971-1990,Reitman,Ivan,,,Canada,,
Relph,VPD,MRe,@1957-1957,Relph,Michael,1915,,Great Britain,Ww(Dearden as P),
Rene,D,NRe,@1990,Rene,Norman,,,,,
C.Renoir,C,,1934-1977,Renoir,Claude,1914,,France,,
J.Renoir,D,JR1,@1924-1969,Renoir,Jean,1894,1979,France,"Si(Pierre Renoir (A)), Ch(Auguste Renoir) Mt(Catherine Hessling,)",
Renzi,PA,id,@1997,Renzi,Maggie,,199x,,Ww(John Sayles),
Resnais,D,AR,@1959-1976,Resnais,Alain,,,France,,
Revier,D,HRv,@1935,Revier,Harry,,,USA,,
B.Reynolds,AD,BuR,@1976-1981,Reynolds,Burt,,,USA,,
G.Reynolds,D,GeR,@1960,Reynolds,Gene,,,USA,,
K.Reynolds,AD,KeR,@1991,Reynolds,Kevin,,,,,
D.Rich,D,DLR,@1958-1983,Rich,David Lowell,1923,,USA,,
M.Rich,DA,MtR,@1991,Rich,Matty,1972,,USA,,
Richards,D,DRi,@1975-1983,Richards,Dick,,,USA,,
P.Richardson,AWD,PRs,@1991,Richardson,Peter,,,,,
T.Richardson,DP,TRs,@1959-1990,Richardson,Tony,1927,,Great Britain,Mt(Vanessa Redgrave) Lv(Jeanne Moreau),
Richebe,D,xRi,@1941,Richebe,gn,[1],,France,,
Richert,WD,WRi,@1979,Richert,William,,,USA,,
Richet,D,JRi,@1992,Richet,Jean-Francois,,,France,,
Richter,D,HRi,@1946,Richter,Hans,,,Germany,,
Rickman,AWD,ARm,@1997,Rickman,Alan,19xx,199x,USA,,
Riefenstahl,AD,LeR,@1932-1945,Riefenstahl,Leni,1902,,Germany,Ty(Nazi propaganda) Gd(F),
Rifkin,WD,ARk,@1994,Rifkin,Adam,19xx,,,,
Riggs,D,MRg,@1993,Riggs,Marlon,1957,1994,USA,Ty(Docu),
Righelli,D,GRi,@1920-1946,Righelli,Gennaro,,,Italy,,
Rilla,DW,WoR,@1953-1973,Rilla,Wolf,1920,,Great Britain,Ch(Walter Rilla; A),
Rim,D,CrR,@1951,Rim,Carlos,[1],,,Er(name),
Ringel,D,DeR,@1992,Deborah,Ringel,19xx,,USA,Mt(Alfredo Ringel),
Ripley,D,AtR,@1958,Ripley,Arthur,,,USA,,
Ripploh,D,FRi,@1981,Ripploh,Frank,,,Germany,,
Ripstein,D,ARi,@1985,Ripstein,Arturo,,,Mexico,Er(dow),
Risi,D,DnR,@1982,Risi,Dino,,,Italy,,
Risyaf,D,MRi,@1987,Risyaf,M.T.,,,Indonesia,,
Ritchie,WD,GRt,@1999,Ritchie,Guy,1968,,Great Britain,,
M.Ritchie,DP,MRt,@1967-1992,Ritchie,Michael,1919,,USA,,
Ritt,DA,MR,@1956-1983,Ritter,Martin,1919,1990,,
Rivette,D,JqR,@1956-1991,Rivette,Jacques,1928,,France,Also(critic),
Roach,APD,HRo,@1933-1941,Roach,Hal,1892,1992,USA,"Aw(AA lifetime; 1984, 1991) Ty(gag comedies) St(MGM) Ty(shorts))",
Rob,D,MkR,@1987,Rob,Mike,,,,,
RobbeGrillet,WD,ARG,@1962-1966,Robbe-Grillet,Alain,1922,,France,Ww(Resnais),
RobertsonPearce,D,PRP,@1990,Robertson-Pearce,Pamela,19xx,,,,
A.Robbins,D,ARb,@1987,Robbins,Arthur,[1],,,,
H.Robbins,B,,,Robbins,Robbins,1916,1997,USA,,
M.Robbins,D,MRb,@1979,Robbins,Matthew,*,,USA,Ww(Hal Barwood),
T.Robbins,AWD,TRb,@1992-1996,Robbins,Tim,,,USA,,
Robert,D,GvR,@1988,Robert,Genevieve,[1],,USA,Gd(F),
Y.Robert,D,YvR,@1954-1982,Robert,Yves,,,France,,
A.Roberts,D,ARo,@1982,Roberts,Alan,,,USA,,
J.Roberts,D,IRo,@1998,Roberts,John,,,USA,,
S.Roberts,D,StR,@1932-1936,Roberts,Stephen,1895,1936,USA,,
Robertson,D,ISR,@1917-1935,Robertson,John S.,1878,1964,Canada,,
A.Robinson,D,ArR,@1929,Robinson,Arthur,[1],,Great Britain,,
B.Robinson,DW,BRo,@1989-1992,Robinson,Bruce,,,,,
J.Robinson,D,IMR,@1990,Robinson,John Mark,,,,,
C.Robinson,WP,,1933-195990,Robinson,Casey,1903,1979,USA,,
P.A.Robinson,WD,PAR,@1989-1192,Robinson,Phil Alden,,,,,
Robson,DP,MRs,@1943-1979,Robson,Mark,1913,1978,USA,,
Rockwell,D,ARw,@1993,Rockwell,Alexandre,19xx,,,,
Rocco,D,MRo,@1994,Rocco,Marc,19xx,,,,
Rocha,D,GlR,@1962,Rocha,Glauber,,,Brazil,Ty(Cinema Novo),
A.Rodchenko,V,,1921-1930,Rodchenko,Alexander,1891,1956,Russia,,
Roddam,D,FRo,@1981-1999,Roddam,"Frank, Franc",,,USA,,
G.Roddenberry,W,,1979-1989,Roddenberry,Gene,1921,1991,USA,,
Rodolfo,D,ElR,@1913,Rodolfo,Eleuterio,19xx,,Italy,,
Rodriguez,D,RRz,@1993,Rodriguez,Robert,1968,,,,
Roe,D,DvR,@1992,Roe,David,,,,,
Roebling,P,,1972,Roebling,Paul,,,USA,Mt(Olga Bellin),
Roeg,CD,NiR,@1972-1983,Roeg,Nicolas,1928,,Great Britain,Mt(Theresa Russell) Ty(weird art),
Roemer,D,MRr,@1969,Roemer,Michael,[1],,,,
Rogell,CDP,ASR,@1926-1958,Rogell,Albert S.,1901,,USA,,
Rogers,D,McR,@1929-1960,Rogers,Mclean,1899,1962,Great Britain,Ty(low budget),
Rogoschkin,D,AxR,@1989,Rogoschkin,Aleksandr,,,Russia,,
Rogosin,D,LRg,@1994,Rogosin,Lionel,19xx,,South Africa,,
Rohmer,D,ERr,@1959-1994,Scherer,Jean Maurice (Eric),1920,,France,,
Roley,D,SuR,@1968-1974,Roley,Sutton,,,USA,,
Rollin,D,JRl,@1968-1972,Rollins,Jean,,,USA,,
Rollins,P,,1969-1983,Rollins,Jack,,,USA,Ww(Woody Allen),
Romero,WD,GRo,@1968-1993,Romero,George A.,1939,,USA,Ty(Horr),
Romm,D,MhR,@1934-1964,Romm,Mikhail,1901,1971,Russia,,
Roodt,D,DJR,@1992-1997,Roodt,Darrel James,,,,,
Rooks,BWD,PmR,@1992,Rooks,Pamela,19xx,,India,Er(It),
Roos,WD,DRo,@1998,Roos,Don,,,USA,,
Roosevelt,D,ARs,@1932,Roosevelt,Andre,19xx,,,,
B.Rose,D,BeR,@1992-1995,Rose,Bernard,,,USA,,
M.Rose,D,MyR,@1981,Rose,Mickey,,,USA,,
Rosen,D,PRo,@1921-1949,Rosen,Phil,1888,1951,Russia,St(Monogram),
Rosenfeld,D,KvR,@1990,Rosenfeld,Keva,19xx,,,Ty(Docu up to 1994),
P.Rosenberg,D,PRb,@1983,Rosenberg,Philip,,,USA,,
S.Rosenberg,DP,SRo,@1959-1980,Rosenberg,Stuart,1925,,USA,Ww(Hitchcock),
Rosenbloom,DP,NRo,@1980,Rosenbloom,Nina,19xx,,USA,Gd(F) Ty(Docu),
Rick~Rosenthal,D,RiR,@1981,Rosenthal,Rick,,,USA,,
Rob.Rosenthal,D,RJR,@1982,Rosenthal,Robert J.\,,,USA,,
Rosman,D,MRm,@1982-1997,Rosman,Mark,,,USA,,
B.Ross,D,BnR,@1996,Ross,Benjamin,,,,,
C.Ross,P,,,Ross,Courtney,,,USA,Mt(Steven Ross) Ty(Docu),
F.Ross,BP,,1943-1955,Ross,Frank,,,USA,,
G.Ross,WD,GyR,@1998,Ross,Gary,,,,,
H.Ross,GDC,HbR,@1969-1995,Ross,Herbert,1927,,USA,,
Steve~Ross,P,,1943-1955,Ross,Steven J.,1927,1992,USA,"St(Time-Warners: chairman) Mt(, Amanda Burden, Courtney Ross)",
Rossellini,WD,RRo,@1945-1966,Rossellini,Roberto,1906,1977,Italy,"Mt(,Ingrid Bergman, Lw(Somali DasGupta))",
Rossen,WPD,RoR,@1947-1964,Rossen,Robert,1908,1966,USA,,
Rosi,D,FrR,@1957-1984,Rosi,Francesco,1922,,Italy,,
Rosza,M,,1946-1982,Rozsa,Miklos,,,Hungary,Er(Or),
Roth,DP,JoR,@1986,Roth,Joe,19xx,,USA,Fd(Caravan),
Rothemund,D,MRh,@1998,Rothemund,Marc,,,,,
Rothman,D,SRm,@1966-1971,Rothman,Stephanie,,,USA,Gd(F) Ww(Corman) Mt(Charles Swartz),
Rouch,D,JRo,@1961,Rouche,Jean,19xx,,,,
Rouan,AD,BrR,@1991,"Ro\""uan",Brigitte,,,France,Ge(F),
Rouquier,D,GRq,@1946,Rouquier,Georges,,,France,,
Rowland,D,RRw,@1939-1968,Rowland,Roy,1910,,USA,Ty(shorts),
Rozema,DP,PRz,@1987,Rozema,Patricia,,,USA,Gd(F),
Rozenberg,D,DRz,@1993,Rozenberg,David,19xx,,France,,
Rozsa,M,,,Rozsa,Miklos,,,,Ww(Hitchcock),
A.Ruben,P,,@1992,Ruben,Andy,,,USA,,
J.W.Ruben,DPW,JWR,@1931-1938,Ruben,J.Walter,1899,1942,USA,,
J.Ruben,D,JRu,@1984-1993,Ruben,Joseph,1950,,USA,Er(dob),
K.S.Ruben,D,KSR,@1988,Ruben,Kat Shea,,,USA,Ty(Porn) Gd(F),
Rubin,D,BJR,@1993,Rubin,Bruce Joel,19xx,,,,
Paul~Rudnick,W,,1993,Rudnick,Paul,1962,,USA,"Alias(Joseph Howard, Libby GelmanWaxner)",
Rudolph,D,ARu,@1976-1989,Rudolph,Alan,,,USA,,
Ruggiero,D,TRu,@1929,Ruggiero,Telemaco,19xx,,Italy,,
Ruggles,ADP,WR,@1917-1946,Ruggles,Wesley,1889,1972,USA,Si(Charles Ruggles) Mt(Arline Judge),
Ruiz,D,RaR,@1996,Ruiz,Raul,,199x,,,
Rush,D,RRu,@1960-1980,Rush,Richard,,,USA,,
Russcol,D,YRu,@1997,Russcol,Yael,,,,,
C.Russell,D,CRu,@1994,Russell,Charles,,,,,
D.O.Russell,DW,DRu,@1994,Russell,David O.,1959,,,,
K.Russell,DW,KRu,@1964-1989,Russell,Ken,1927,,Great Britain,,
Ruttmann,D,WRU,@1927,Ruttmann,Walter,,,Germany,,
Ruzicka,D,JaR,@1991,Ruzicka,Jan,19xx,,Germany,Er(Ge?),
Ruzowitzky,D,SRu,@1998,Ruzowitzky,Stefan,,,,,
Ryazanov,D,ARy,@1957-1989,Ryazanov,Eldar,1928,,Russia,Er(dow),
Rydell,DPA,MRy,@1968-1981,Rydell,Mark,1934,,USA,,
