Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
S.G.Bennett,D,SGB,@1943-1965,Bennett,Spencer Gordon,,,USA,Nt(king of the Serials),
Benoit,D,JWB,@1990,Benoit,Jaques W.,[1],\Un,France,,
BenoitLevy,D,JBL,@1933-1943,Benoit-Levy,Jean,1883,1959,France,,
Bentley,D,ThB,@1930-1941,Bentley,Thomas,1880,195x,Great Britain,,
Benton,WVD,RBe,@1970-1994,Benton,Robert,1932,\Un,USA,,
Beresford,D,BrB,@1976-1991,Beresford,Bruce,,\Un,
Berg,D,PBe,@1998,Berg,Peter,,\Un,,,
Berger,D,LuB,@1922-1950,Berger,Ludwig,1892,1969,Germany,Nt(Worked in Holland),
A.Bergman,WD,AnB,@1981-1996,Bergman,Andrew,,,USA,Er(arnold; T:Striptease),
D.Bergman,D,DnB,@1994,Bergman,Daniel,,,Sweden,ch(Ingmar Bergman),
I.Bergman,DWP,InB,@1956-1982,Bergman,Ingmar,,,Sweden,
Bergstein,D,ElB,@1987,Bergstein,Eleanor,,\Un,,,
Berke,D,WlB,@1945-1952,Berke,William,,\Un,USA,,
Berkeley,GMD,BBe,@1935-1949,Enos,William `Busby',1895,1976,USA,,
Berliner,D,ABe,@1997,Berliner,Alain,19xx,199x,,,
Berlanga,D,LGB,@1952,Berlanga,Luis Garcia,19xx,\Un,Spain,,
Berman,P,,1945-1949,Berman,Pandro S.,1905,,USA,"St(RKO,MGM)",
Bernasconi,D,SBe,@1980,Bernasconi,Stephane,19xx,\Un,,,
Bernds,WD,EBe,@1951-1962,Bernds,Edward,,\Un,,Ty(Comd: Three Stooges),
Bernhardt,DP,CuB,@1920-1964,Bernhardt,Curtis (Kurt),1899,1981,Germany,,
Sid~Bernstein,P,,,Bernstein,Lord Sidney,1899,\Un,Great Britain,Fd(Granada) Inf(Hitchcock),
Berovici,D,LBv,@1995,Berovici,Luca,19xx,199x,,,
W.Bernstein,D,WaB,@1980,Bernstein,Walter,,\Un,USA,,
Cl.Berri,WD,CB,@1964-1988,Berri,Claude,1934,\Un,France,,
Berry,D,IBe,@1945-1978,Berry,John,1917,\Un,USA,,
Bertolucci,WD,BB,@1962-1987,Bertolucci,Bernardo,1940,\Un,Italy,Mt(Clare Peploe),
Besson,D,LBe,@1978-1994,Besson,Luc,1960,\Un,France,,
Beyer,D,FBe,@1966,Beyer,Frank,,\Un,Germany (East Germany),,
Beyer,D,TBe,@1998,Beyer,Tony,,\Un,,,
Bianchi,D,EBi,@1980,Bianchi9,Edward,,\Un,,,
A.Biberman,AD,AbB,@1956-1957,Biberman,Abner,1900,1977,USA,,
H.Biberman,DWP,HJB,@1935-1969,Biberman,Herbert J.,1900,1971,USA,Mt(Gale Sondergard) Ty(Docu),
Bierman,D,RBi,@1989,Bierman,Robert,19xx,\Un,,,
Bigat,WDM,TBi,@1989,Bigat,Tony,[1],\Un,,,
Bigelow,D,KBg,@1985,Bigelow,Kathryn,,\Un,,Mt(J.Cameron) Gd(F),
Bigood,D,JBi,@1971,Bigood,Jim,,\Un,USA,Ty(underground),
Bijl,D,JbB,@1992,Bijl,Jacob,,\Un,Holland tch,,
Bill,D,TBl,@1980-1993,Bill,Tony,,\Un,USA,,
Billington,D,KBi,@1968-1971,Billington,Kevin,,\Un,,,
Billon,D,PBi,@1943,Billon,Pierre,19xx,\Un,France,,
Bilson,D,BBi,@1979,Bilson,Bruce,,\Un,USA,,
Binder,D,MBi,@1993,Binder,Mike,19xx,\Un,,,
Birch,D,PaB,@1982,Birch,Patricia,[1],\Un,USA,Gd(F),
Bird,D,AtB,@1998,Bird,Antonia,,\Un,Great Britain,Ge(F),
Birdwell,D,RuB,@1957,Birdwell,Russell,19xx,\Un,,,
Birkin,D,ABi,@1988-1994,Birkin,Andrew,,\Un,,,
Bischoff,P,,1936,Bischoff,Samuel,1890,1975,USA,,
Bitzer,C,,1908-1931,Bitzer,G.W.,,,,"Nt(C for D.W.Griffith 1908-1923,1929-1931)",
E.Black,D,EdB,@1938,Black,Edward,[1],\Un,,Inb(Hitchcock),
N.Black,D,NoB,@1968-1983,Black,Noel,,\Un,,,
Blackburn,DA,RBl,@1974,Blackburn,Richard,19xx,\Un,,,
Blackton,D,ISB,@1910,Blackton,J.Stuart,19xx,\Un,USA,,
Blackwood,CWDP,CBl,@1961-1992,Blackwood,Christan,1942,1992,Germany,Ty(Docu),
Blair,D,LeB,@1993,Blair,Les,19xx,\Un,,,
Blake,D,BKB,@1938,Blake,Ben K.,,\Un,,,
Blanc,AWD,MBl,@1985,Blanc,Michel,,\Un,France,,
Blanche,D,HBl,@1920,Blanche,Herbert,,\Un,,,
Blanke,P,,1936-1960,Blanke,Henry,,\Un,USA,St(Warners),
Blanks,D,JBk,@1998,Blanks,Jamie,,\Un,,,
Blasetti,D,ABl,@1955,,Blasetti,Alessandro,,\Un,Italy,,
Blatt,D,EAB,@1945,Blatt,Edward A.,,\Un,
Bleckner,D,JfB,@1998,Bleckner,Jeff,,\Un,,,
Bn.Blier,AD,BnB,@1967,Blier,Bernard,1916,\Un,France,Pa(Bertrand Blier) Nt(one film only),
Bt.Blier,D,BtB,@1962-1978,Blier,Bertrand,1939,\Un,France,Ch(Bernard Blier),
Bliss,D,ByB,@1983,Bliss,Barry,,\Un,Great Britain,,
Robert~Bloch,BW,1960-1971,@1911,Bloch,Robert,1918,1994,USA,,
Blom,D,AuB,@1911,Blom,August,,\Un,Denmark,,
Bloom,D,JeB,@1981,Bloom,Jeffrey,,\Un,USA,,
Bloomfield,D,GBl,@1972-1980,Bloomfield,George,,\Un,USA,,
Bluth,VDP,DBl,@1986-1994,Bluth,Don,,\Un,USA,Ty(Cart) Ww(Gary Goldman,
Blystone,AD,IGB,@1925-1938,Blystone,John G.,1892,1938,USA,,
Bochner,AD,HtB,@1994,Bochner,Hart,19xx,\Un,,,
Bodrov,D,SBo,@1997,Bodrov,Sergeitd>,199x,\Un,,,
Boetticher,D,BBo,@1944-1969,Boetticher,"Oscar, Budd",1916,\Un,USA,,
H.Bogart,P,,,Bogart,Humphrey DeForest,1899,1957,USA,St(Santana),
P.Bogart,D,PlB,@1968-1975,Bogart,Paul,1919,\Un,USA,Er(dob),
Bogayevicz,D,YuB,@1993,Bogayevicz,Yurek,19xx,\Un,,,
Bogdanovich,DPW,PBo,@1968-1981,Bogdanovich,Peter,1939,\Un,USA,Lw(Dorothy Stratton) Mt(Luise Stratton) Nt(many remakes) InB(Corman),
Bogeaus,P,,@1952-1954,Benedict,Bogeaus,,\Un,USA,Fd(Filmcrest) St(RKO),
Bogner,D,WBo,@1980,Bogner,Willy,,\Un,Germany,,
Boivin,D,JBo,@1993,Boivin,Jerome,19xx,\Un,France,,
Boleslawski,D,RyB,@1917-1937,Srzednick,Ryszart Boleslaw,1889,1937,Russia,,
Bolognini,D,MBn,@1974,Bolognini,Mauro,,\Un,,,
Bolvary,D,GzB,@1928,Bolvary,Geza,[1],\Un,\,,,
Bolotin,D,CrB,@1992,Bolotin,Craig,19xx,\Un,,,
Bondartchuk,AD,SB,@1959-1982,Bondartchuk,Sergei,1920,\Un,Russia,,
Bonnard,D,MBo,@1960,Bonnard,Mario,,\Un,,,
Boorman,D,IBo,@1965-1981,Boorman,John,1933,\Un,Great Britain,,
Borman,D,ABo,@1993,Borman,Arthur,19xx,\Un,USA,,
Booth,D,WRB,@1901,Booth,G.R.,,\Un,Great Britain,,
Borowczyck,WD,WBz,@1967-1981,Borowczyck,Walerian,1923,\Un,Poland,Also(anomator) Nt(works in France),
Borsos,DW,PB,@1983-1994,Borsos,Phillip,[1],,Canada,,
Borzage,D,FB,@1920-1959,Borzage,Frank,1893,1962,USA,,
J.Boulting,WPD,IBt,@1937-1979,Boulting,John,1913,1985,Great Britain,Si(Roy Boulting) Fd(Lion Films),
R.Boulting,WDP,RBt,1944-1979,Boulting,Roy,1913,\Un,Great Britain,Si(John Boulting) Fd(Lion Films),
Bouzagio,D,HBo,@1988,Bouzagio,Haim,,\Un,Israel,,
Bourgignon,D,SBg,@1969,Bourgignon,Serge,,199x,\Un,,
Bowen,D,JrB,@1988,Bowen,Jerry,19xx,\Un,,,
Bowers,D,GBo,@1980-1983,Bowers,George,,\Un,USA,,
B.Box,P,,1948-1974,Box,Betty E.,1920,\Un,Great Britain,Gd(F) Si(Sidney Box; WP) Ww(Ralph Thomas),
Box,WPD,MuB,@1952-1964,Box,Muriel,1905,\Un,Great Britain,Mt(Sidney Box; WP) Ww(Pommer),
S.Box,WP,,1946-1955,Box,Sidney,1907,1983,Great Britain,,
D.Boyd,D,DBd,@1981,Boyd,Don,,\Un,,,
Dan.Boyd,D,DlB,@1990,Boyd,Daniel,,\Un,USA,,
Boyle,D,DBo,@1996,Boyle,Danny,,199x,Great Britain,,
J.Boyd,D,JBd,@1985,Boyd,Julianne,,\Un,,Gd(F) Er(dow),
Bozetto,D,BBz,@1990,Bozetto,Brono,,\Un,Italy,Nt(animator),
Brabin,D,ChB,@1918-1934,Brabin,Charles,1883,1957,Great Britain,,
Brackett,WP,,1939-1959,Brackett,Charles,,\Un,USA,Ww(B.Wilder),
Leigh~Brackett,W,,1945,Brackett,Leigh,,\Un,USA,,
Ray~Bradbury,W,,1956,Bradbury,Ray,1920,\Un,USA,Ty(S.F.),
Bradley,D,DBy,@1941-1964,Bradley,David,1919,\Un,USA,,
Brady,P,,,Brady,William A.,[1],\Un,USA,St(World Film Corp.),
A.Bragaglia,D,AB,@1916,Bragaglia,Anton Giulio,,,France,Er(Italy) Ty(Futurist),
C.Bragaglia,D,CLB,@1950,Bragaglia,Carlo Ludovico,,,Italy,,
Brahm,D,IB,@1930-1967,Brahm,Hans (John),1893,1982,Germany,"Ww(Hitchcock, TV)",
Brambilla,D,MBb,@1993-1997,Brambilla,Marco,19xx,\Un,,,
Branagh,ADP,KBr,@1989-1996,Branagh,Kenneth,,\Un,Ireland,Mt(Emma Thompson),
Brandauer,D,KaB,@1990,Brandauer,Karin,1945,\Un,Germany,Mt(Klaus Maria Brandauer) Gd(F),
Brando,AD,MBd,@1961,Brando,Marlon,,\Un,USA,,
Brannon,D,FBr,@1949-1952,Brannon,Fred,,\Un,USA,,
Brault,D,MlB,@1980,Brault,Michel,,\Un,France,,
Brass,D,TBs,@1940-1989,Brass,Tinto,[1],\Un,Italy,Ty(Porn),
B~Brecht,B,,1932,Brecht,Bertolt,1898,1956,Germany rman,,
Breer,D,EmB,@1991,Breer,Emily,19xx,\Un,USA,Ww(J.Gibbons),Gd(F),
M.Bregman,PW,,1980-1992,Bergman,Martin,,,,,Er(Bergman) Mt(Rita Rudner),
M.B.Bregman,P,,1983,Bregman,Michael B.,19xx,\Un,USA,Mt(Cornelia Sharpe),
Breillat,D,CaB,@1989,Breillat,Catherine,,\Un,France,Gd(F),
Brelis,D,TBr,@1994,Brelis,Tia,19xx,\Un,,Ch(Nancy Brelis; W),
Brenon,DAP,HBn,@1913-1931,Brenon,Herbert,1880,1958,Ireland,,
Bresson,D,RtB,@1943-1983,Bresson,Robert,,\Un,France,,
Brest,D,MBr,@1979-1988,Brest,Martin,[1],\Un,,,
Bretherton,D,HoB,@1927-1950,Bretherton,Howard,1896,1969,USA,,
Breuer,W,,1985,Breuer,Lee,,\Un,USA,,
Bricken,D,JuB,@1956-1957,Bricken,Jules,,,,"Ww(Hitchcock, TV)",
Cubby,P,,@1954-,Broccoli,Albert R.,1909,1996,USA,St(Warwick),
M.Brickman,WDP,MBm,@1980,Brickman,Marshall,1941,199x,Great Britain azil,,
P.Brickman,WPD,PBm,@1983-1989,Brickman,Paul,1949,199x,USA,Note(also Sam B.?),
Bridges,WD,JaB,@1970-1989,Bridges,James,1928,\Un,USA,Ww(Hitchcock),
Brignone,D,GuB,@1926,Brignone,Guido,19xx,\Un,Italy,,
Brill,WD,SvB,@1995,Brill,Steven,19xx,\Un,,,
Brisseau,D,JCB,@1992,Brisseau,Jean-Claude,,\Un,France,,
Brode,D,HMB,@1989,Brode,Henrijk M.,,\Un,Holland,,
Brook,D,PeB,@1952-1970,Brook,Sir Peter,1925,\Un,USA,Mainly(stage),
A.Brooks,ADW,ABr,@1985,Brooks,Albert,[1],\Un,USA,,
B.Brooks,D,BBr,@1980,Brooks,Bob,[1],\Un,USA,,
Joe~Brooks,WD,JBr,@1977,Brooks,Joseph,,\Un,USA,,
J.L.Brooks,WPD,JLB,@1983,Brooks,James L. (Jim),1941,,USA,,
Mel~Brooks,WDPA,MB,@1969-,Kaminsky,Melvin,1926,\Un,USA,Mt(Anne Bancroft) Fd(Brooksfilm?),
R.Brooks,BWDP,RcB,@1950-1982,Brooks,Richard,1912,1992,USA,"Mt(,,Jean Simmons)",
Broomfield,D,NBr,@1991-1998,Broomfield,Nick,,\Un,,Lw(Amanda Donohue),
Bross,D,EBr,@1998,Bross,Eric,,\Un,,,
Ba.Brown,D,BaB,@1979,Brown,Barry,,\Un,,,
Br.Brown,WPDC,BBw,@1966-1994,Brown,Bruce,,\Un,,Ty(Surf) Pa(Dana Brown; W),
Cl.Brown,DP,CBw,@1920-1951,Brown,Clarence,1890,\Un,USA,St(MGM) Ww(Garbo),
D.Brown,P,,1969-1990,Brown,David,,\Un,USA,Nt(Stanford '36) Mt(Helen Gurly Brown; B),
J.Brown,D,JBw,@1965,Brown,James,,\Un,USA,Ww(Hitchcock; TV),
K.Browning,D,KBw,@1985,Browning,Kirk,,\Un,USA,,
T.Browning,D,TB,@1918-1939,Browning,Tod,1882,\Un,USA,Ty(Horror),
Bruckman,WD,CBm,@1927-1935,Bruckman,Clyde,1895,1955,USA,"Ty(Comd) Ww(Keaton, Lloyd, Fields:A)",
Jerry~Bruckheimer,P,id,1997,Bruckheimer,Jerry,,199x,USA,Ww(Don~Simpson),
Brunel,D,AdB,@1921-1940,Brunel,Adrian,1892,1958,Great Britain,Inf(Hitchcock),
Bryant,D,BBy,@1980,Bryant,Bruce,,\Un,,,
C.Bryant,D,CBy,@1922,Bryant,Charles,,\Un,,,
Buchan,B,,,Buchan,John,1875,1940,Great Britain,Inf(Hitchcock),
Buchanan,DW,LBn,@1966-1981,Buchanan,Larry,,\Un,,,
Buchowetzski,D,DBu,@1924,Buchowetzski,Dimitri,,\Un,,,
Buck,DA,FBu,@1932-1942,Buck,Frank,1888,1950,USA,"Ty(Docu, animals) Also(explorer)",
Buckhantz,D,ABz,@1983,Buckhantz,Alan,,\Un,USA,,
Bucksey,D,CBu,@1988-1990,Bucksey,Colin,[1],\Un,,Inb(Hitchcock),
Buckner,D,NBu,@1984,Buckner,Noel,,\Un,USA,Ty(Docu),
Bucquet,D,HBu,@1939-1945,Bucquet,Harold S.,1891,1946,Great Britain,,
Bugajski,D,RzB,@1982,Bugajski,Ryszard,,\Un,Poland,,
Bunin,PD,LBu,@1951,Bunin,Louis,[1],\Un,France,Ty(puppeteer),
Bunuel,WD,LB,@1928-1977,Bu\~nuel,Luis,1900,1983,France,Ty(surreal) Inb(Hitchcock),
Buntzman,DP,MBu,@1984,Buntzman,Mark,,\Un,USA,,
Burge,D,StB,@1960-1970,Burge,Stuart,1918,\Un,Great Britain,Nt(TV),
Burke,D,MnB,@1981,Burke,Martyn,,\Un,,,
Burks,C,,1944-1967,Burks,Robert,1910,1968,USA,Ww(Hitchcock; 1944-1964),
Burnett,WD,CBt,@1977-1997,Burnett,Charles,,\Un,USA,,
A.Burns,WD,ABu,@1986,Burns,Allan,,\Un,USA,,
E.Burns,AWD,EBu,@1995,Burns,Ed,1968,\Un,USA,,
K.Burns,D,KBu,@1974-1997,Burns,Ken,1954,\Un,USA,Ty(Docu),
Burstall,D,TBu,@1981,Burstall,Tim,,\Un,,,
D.Burton,D,DBr,@1934-1940,Burton,David,[1],\Un,,,
T.Burton,D,TiB,@1985-1997,Burton,Tim,1959,\Un,USA,Also(animator),
Niven~Busch,WB,,1934-1956,Busch,Niven,1903,1991,USA,,
Buscemi,AWD,SBu,@1996,Buscemi,Steve,1958,\Un,USA,,
Busnell,D,WHB,@1989,Busnell,William H.,,\Un,USA,,
D.Butler,ADP,DaB,@1927-1967,Butler,David,1894,1979,USA,,
G.Butler,DA,GeB,@1976-1989,Butler,George,,,,
R.Butler,D,RBu,@1978-1984,Butler,Robert,,\Un,
Buzzell,ADW,EBz,@1932-1961,Buzzell,Edward,1897,\Un,USA,,
Byrum,D,IBy,@1980-1984,Byrum,John,,\Un,,,
