Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
J.Wayne,APD,JWa,@1960-1968,Morrison,Marion Michael (John),1907,1979,USA,,
M.Wayne,P,,,Wayne,Michael,1934,,USA,St(Batjac) Ch(John Wayne),
J.Webb,APD,JWe,@1954-1962,Webb,Jack,1920,1982,USA,,
J.R.Webb,W,,1963,Webb,James R.\,,,USA,Nt(Stanford '30),
M.Webb,D,MlW,@1926-1929,Webb,Millard,[1],,USA,,
R.D.Webb,CD,RDW,@1953-1970,Webb,Robert D.,1903,,,,
Weber,WD,LoW,@1913,Weber,Lois,[1],,USA,Gd(F) Mt(Phillips Smalley),
B.Weber,CD,BWb,@1986,Weber,Bruce,,,USA,Er(D),
Weeks,D,AnW,@1992,Weeks,Andrew,19xx,,USA,Ty(Docu),
Weide,D,RWd,@1999,Weide,Robert,,,,,
Wegener,AWD,PW,@1913,Wegener,Paul,1874,1948,Germany,,
Weiland,D,PlW,@1994,Weiland,Paul,19xx,,,,
Weill,D,ClW,@1975,Weill,Claudia,,,USA,Gd(F),
Weintraub,P,,1962,Weintraub,Sy,,,USA,,
Weir,D,PWr,@1971-1993,Weir,Peter,1944,,Australia,"Inb(Capra, Hitchcock)",
D.Weis,D,DoW,@1951-1966,Weis,Don,1922,,USA,"Ww(Hitchcock, TV)",
G.Weis,D,GaW,@1980,Weis,Gary,,,USA,,
Weisberg,D,RgW,@1993,Weisberg,Roger,19xx,,,,
Weisman,D,SWm,@1999,Weisman,Sam,,,,,
Weiss,D,RbW,@1994,Weiss,Rob,19xx,,,,
Wekwerth,D,MWe,@1957-1961,Wekwerth,Manfred,,,Germanyr many (East),,
M.Welles,AD,MeW,@1960-1972,Welles,Mel,,,USA,,
Welles,D,OW,@1940-1969,Welles,Orson,1915,,USA,Aw(AFI Lifetime),
Wellington,D,DWl,@1997,Wellington,David,,,,,
Wellman,DAW,W,@1921-1958,Wellman,William Augustus,1896,1975,USA,Nt(pilot),
Wells,D,,1993,Wells,Simon,19xx,,,,
Wenders,WD,WiW,@1976-1997,Wenders,Wim,,,Germany,Ty(New Wave) Inf(Ozu),
Wendkos,D,PWe,@1959-1976,Wendkos,Paul,,,USA,,
Weng,D,JWg,@1996,Weng,Jian,,199x,China,,
Werker,D,AlW,@1917-1958,Werker,Alfred L.,1896,,USA,,
Werneck,D,SWe,@1996,Werneck,Sandra,,,Great Britain,,
J.Werner,D,JfW,@1980,Werner,Jf,[1],,,Er(fn),
Werner,D,PrW,@1981,Werner,Peter,[1],,,,
Wertheim,AWD,RWe,@1990,Wertheim,Ron,,,,,
Wertmuller,D,LiW,@1963-1994,"Wertm\""uller von Elg",Angela Felice (Lina),1928,,Italy,,
L.West,D,LaW,@1915,West,Langdon,19xx,,USA,,
R.West,D,RlW,@1926,West,Roland,19xx,,USA,,
S.West,D,SmW,@1997,West,Simon,19xx,,USA,,
Wexler,WDCP,HWe,@1970,Wexler,Haskell,,,USA,,
Whale,D,JW,@1930-1949,Whale,James,1886,1957,Great Britain,,
Lyle~Wheeler,V,,1940-1960,Wheeler,Lyle,19xx,,,Ww(Hitchcock) St(Fox),
Whelan,DPE,TWh,@1923-1955,Whelan,Tim,1893,1957,USA,,
Edith~Wharton,B,,@1993,Wharton,Edith,1863,1937,USA,,
Whatham,D,CWh,@1974,Whatham,Claude,,,USA,,
J.White,D,JuW,@1931,White,Jules,,,,,
G.White,GAD,GWh,@1935,White,George,,,USA,Mainly(G),
Whitehead,D,RtW,@1982,Whitehead,Robert,,,,Mainly(stage),
Whitaker,D,FWh,@1995,Whitaker,Forest,,,,,
M.Whitney,D,MWh,@1983,Whitney,Mark,,,USA,Ty(Docu),
W.Whitney,D,WWh,@1958-1991,Whitney,William,,,USA,"Ww(Hitchcock, TV) Er(Witney)",
Wickes,D,DWi,@1983,Wickes,David,[1],,USA,,
Whitesell,D,JWs,@1996,Whitesell,Jane,,,USA,Gd(F),
Wiard,D,WWi,@1975,Wiard,William,,,USA,,
Widerberg,D,BoW,@1963-1979,Widerberg,Bo,1930,,Sweden,,
Wickes,D,DWi,@1983,Wickes,David,[1],,USA,,
Wicki,D,BeW,@1964,Wicki,Bernard,,,Germany,Er(Or),
Wiederhorn,D,KW,@1980,Wiederhorn,Ken,[1],,USA,,
Wiemer,WD,RoW,@1980,Wiemer,Robert,[1],,,,
C.Wiene,D,CWi,@1931,Wiene,Conrad,,,Germany,,
Wiene,D,RW,@1919-1924,Wiene,Robert,1881,1938,Germany,Inf(Hitchcock),
F.M.Wilcox,D,FWx,@1943-1956,Wilcox,Fred McLeod,,,,,
H.Wilcox,DP,HWx,@1920-1959,Wilcox,Herbert,1892,1977,Great Britain,Mt(Anna Neagle),
C.Wilde,AD,CoW,@1955-1972,Wilde,Cornel,1915,1989,USA,,
Oscar~Wilde,B,id,,Wilde,Oscar,1852,,Ireland,,
T.Wilde,D,TeW,@1927-1928,Wilde,Ted,,,USA,,
Wilde,D,CoW,@19dd,bn,gn,19xx,,,,
Wildenhahn,D,KlW,@1968,Wildenhahn,Klaus,,,,Ty(Docu),
B.Wilder,WD,BW,@1930-1981,Wilder,Samuel (Billy),1906,1990+,Hungary,Ty(mischievous) Mt(Audrey Young),
G.Wilder,AWDP,GeW,@1961-1984,Silberman,Jerry,1934,,USA,Ty(comic),
W.Wilder,WDP,WLW,@1968,Wilder,W.Lee,,,USA,,
Wiles,D,xWi,@1936,Wiles,,[1],,USA,,
Wilhelm,D,CWl,@1914,Wilhelm,Carl,,,Germany,Ww(Lubitsch),
Willat,D,id,@1998,Willat,Irvin,,,USA,Ww(Ince),
D.D.Williams,D,DDW,1994,Williams,David D.,,,USA,,
John~Williams,M,,1971-1989,Williams,John,,,USA,Ww(Spielberg),
J.B.Williams,D,GBW,@1930,Williams,J.B.,[6],,Great Britain,Er(Or),
M.G.Williams,P,,1993,Williams,Marsha Garces,~1955,,USA,Mt(Robin Williams; A) St(Blue Wolf Productions),
P.Williams,D,PWi,@1967-1978,Williams,Paul,1944,,USA,,
R.Williams,D,RWl,@1972,Williams,Richard,,,Great Britain,,
Tennesse~Williams,WB,,1951-1966,Williams,Tenessee,1911,1983,USA,,
F.Williamson,APD,FWs,@1991,Williamson,Fred,19xx,,,,
K.Williamson,WPD,KWs,@1996,Williamson,Kevin,1966,,USA,St(Miramax),
Wills,C,,1971-1993,Wiils,Gordon,19xx,,USA,,
Willutzki,D,MWu,@1973,Willutzki,Max,,,Germany,,
H.Wilson,D,HuW,@1984-1996,Wilson,Hugh,,,USA,,
R.Wilson,D,RcW,@1993,Wilson,Hugh,,,USA,,
Winant,D,ScW,@1997,Winant,Scott,,199x,,,
Wincer,D,SiW,@1993,Wincer,Simon,19xx,,,,
Windust,DP,BrW,@1947-1959,Windust,Bretaigne,1906,1960,USA,Ww(Hitchcock) Also(stage),
I.Winkler,PD,IWk,"@1991-1992,1979-1990",Winkler,Irwin,,,USA,,
H.Winkler,D,HeW,@1988-1193,Winkler,Henry,,,USA,,
Winner,D,MiW,@1957-1983,Winner,Michael,1935,,Great Britain,,
Winterbottom,D,MWi,@1993-1997,Winterbottom,Michael,,199x,Great Britain,Er(Dow),
Winters,D,DvW,@1982,Winters,David,,,USA,,
H.Wise,D,HWi,@1988,Wise,Herbert,,,,,
K.Wise,D,,1992,Wise,Kirk,1964,,,,
R.Wise,EDP,RWi,@1944-1979,Wise,Robert,1914,199x,USA,Aw(AA Lifetime 1998),
Wiseman,D,FrW,@1967-1994,Wiseman,Fred,,,USA,Ty(Docu),
Witney,D,WWn,@1937-1975,Witney,William,1910,,USA,St(Republic) Ty(West) Ww(English),
Wohl,PDE,IrW,@1980,Wohl,Ira,,,USA,Si(Pa(Philly Wohl)),
Wong,D,KWW,@1992-1996,Wong,Kar-Wei (Kirk),19xx,199x,Hong Kong,,
Woo,D,IWo,@1973-1993,Woo,John,1946,,China,,
E.D.Wood~jr,DAW,EDW,@1953-1961,Wood,Edward D.jr.,1924,1978,USA,Ty(grade Z) Mt(Dolores Fuller; A),
S.Wood,D,SW,@1920-1949,Wood,Sam,1883,1949,USA,Ww(deMille),
A.Woods,D,ABW,@1934-1940,Woods,Arthur B.,1904,1942,Great Britain,,
Wolk,D,AWk,@1992,Wolk,Andy,,,,,
Wolff,D,HWo,@1955,Wolff,Hans,[1],,Germany,Er(dow),
Wood,D,DuW,@1972,Wood,Duncan,19xx,,,,
Woodhead,D,LWo,@1996,Woodhead,Leslie,19xx,19yy,Great Britain,Ty(Docu),
Woodruff,D,FrW,@1932,Woodruff,Frank,[1],,
Woolrich,W,1967,,Woolrich,Cornell,1903,1968,USA,"Ty(Model for Psycho?) Alias(William Irish, George Hopley)",
Workman,EPWD,CWm,@1990,Workman,Chuck,19xx,,,,
Worsley,D,WWo,@1923,Worsley,Wallace,[6],,,,
Wrede,D,CWr,@1984,Wrede,Caspar,,,Norway,Er(Or),
G.Wright,DW,GgW,@1993,Wright,Geoffrey,,,Australia,,
W.Wright,PD,WHW,@1952,Wright,William H.,19xx,,USA,,
Wrye,D,DWr,@1978,Wrye,Donald,,,USA,,
Wu,P,WTM,@1983,Wu,TianMeng,,,China,,
Wurtzel,C,SWu,@1980,Wurtzel,Stuart,,,,,
Wyler,D,WW,@1925-1959,Wyler,William,1902,1981,USA,Or(Germany),
C.Wyler,P,,1990,Wyler,Catherine,,,USA,,
Wynorski,D,JWy,@1987,Wynorski,Jim (Jimbo),,,,Ty(Horr),
T.K.Wynn,W,,1970-1977,Wynn,Tracy Keenan,1945,,,Ch(Keenan Wynn),
