Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Figgis,MDW,MFi,@1988-1996,Figgis,Mike,,,\GB,,
Finch,D,NFi,@1995,Finch,Nigel,,,,,
Fincher,D,DFi,@1992-1997,Fincher,David,1963,,USA,,
Finkleman,DW,KFi,@1982,Finkleman,Ken,[1],,USA,,
Firstenberg,D,SFi,@1981,Firstenberg,Sam,,,USA,,
Fishman,CWDP,GFi,@1989,Fishman,Billy,,,,,
Fisk,D,JFi,@1981,Fisk,Jack,,,USA,,
Fitzgerald,D,TFg,@1998,Fitzgerald,Thom,,,,,
Fitzmaurice,D,GF,@1919-1932,Fitzmaurice,George,1885,1941,France,Inf(Hitchcock),
Fischler,D,SvF,@1983,Fischler,Steven,,,,,
Fisher,ED,TFi,@1947-1973,Fisher,Terrence,1904,1980,Great Britain,Ty(horror),
Fiveson,D,RFi,@1978,Fiveson,Robert S.td>,,,,,
P.Flaherty,D,PaF,@1994,Flaherty,Paul,,,USA,,
R.Flaherty,CD,RoF,@1920-1948,Flaherty,Robert J.,1884,1951,USA,Ty(Docu),
Flaubert,B,,,Flaubert,Guistine,,,France,Inf(Hitchcock),
Fleder,D,GFl,@1997,Fleder,Gary,,,,,
D.Fleischer,D,DFl,@1939-1941,Fleischer,Dave,,,Austria,Mainly(cartoonist),
M.Fleischer,P,,@1939-1941,Fleischer,Max,1889,1972,Austria,Mainly(cartoonist),
R.Fleischer,D,RiF,@1946-1984,Fleischer,Richard,1916,,USA,Ch(Max Fleischer),
Florentine,D,IsF,@1990,Florentine,Isaac,,,,,
A.Fleming,D,AFl,@1994,Fleming,Arthur,,,USA,,
I.Fleming,B,,1954=1999,Fleming,Ian Lancaster,,,Great Britain,Ty(James Bond),
V.Fleming,D,VF,@1920-1948,Fleming,Victor,1883,1949,USA,St(MGM),
Flender,D,RmF,@1994,Flender,Rodman,,,,,
Florey,DWAV,RFl,@1927-1964,Florey,Robert,1900,1979,France,St(Paramount) Alias(Florin Roberts) Inb(G.M\`elies) Ww(Hitchcock; TV),
Flood,D,JFl,@1936,Flood,James,[1],,USA,,
J.Flynn,D,IFy,@1976-1994,Flynn,John,,,USA,,
T.Flynn,D,TFy,@1993,Flynn,Tom,,,USA,,
Foder,WD,LFo,@1958,Foder,Ladislav,,,,,
Fokkema,D,FFo,@1990,Fokkema,Frouke,,,Holland,,
Foldes,D,LDF,@1983,Foldes,Lawrence D.\,,,USA,,
J.Foley,D,JmF,@1984-1992,Foley,James,,,USA,,
M.Foley,D,MrF,@1998,Foley,Maureen,,,USA,GE(F),
Folsey,C,,,Folsey,George,,,USA,St(MGM),
B.Forbes,AWDP,BFo,@1961-1980,Clarke,John,1926,,Great Britain,,
Forcier,D,MAF,@1985-1990,Forcier,Marc-Andre,,,Canada,,
A.Ford,D,AFo,@1953,Ford,Aleksander,,,\Po,,
H.Ford,D,HuF,@1919-1920,Ford,Hugh,[1],,Great Britain,St(Famous Players \GB),
J.Ford,D,IF,@1917-1966,O'Fearna,Sean (John),1895,1973,USA,Aw(AFI Lifetime; 1973) Nt(in early films also listed as Jack Ford),
E.Forde,AD,EuF,@1933-1947,Forde,Eugene,1898,,USA,,
W.Forde,AD,WaF,@1928-1948,Seymour,Thomas (Walter),1896,,Great Britain,,
Forman,D,MF,@1964-1996,Forman,Milos,1932,,Czechoslovakia,Aw(AA),
Forst,AD,WFo,@1936-1939,Frohs,Willi,1903,,Germany,,
B.Forsyth,D,BiF,@1982-1994,Forsyth,Bill,,,USA,,
E.Forsyth,D,EFo,@1975,Forsyth,Ed,,,USA,,
Fortenberry,D,IFo,@1998,Fortenberry,John,,,,,
Fosco,D,PFo,@1914,Pastrone,Giovanni (Piero),,,Italy,Also(Giovanni Pastrone),
Fosse,GDWP,BF,@1952-1983,Fosse,Bob,1927,1987,USA,Also(dancer),
D.Foster,P,,1972-1942,Foster,David,,,USA,,
J.Foster,AD,JoF,@1991,Foster,Jodie,1962,,USA,Gd(F),
L.R.Foster,WD,LRF,@1948-1958,Foster,Lewis R.,1899,1974,USA,Ww(Roach),
N.Foster,AD,NF,@1936-1965,Foster,Norman,1900,1976,USA,,
Fowler,D,GFj,@1955-1959,Fowler,Gene~jr.,,,USA,,
W.Fox,D,WFx,@1942,Fox,W.,,,,Note(lost),
Frakes,D,JtF,@1996,Frakes,Jonathan,,,,,
Francia,D,AlF,@1968,Francia,Aldo,,,Chile,Ty(Cinema Novo),
Franciolini,D,GiF,@1952,Franciolini,Gianni,,,Italy,,
Francis,CD,FrF,@1961-1974,Francis,Freddie,1917,,Great Britain,Ty(Horr),
Francisci,D,PtF,@1954-1959,Francisci,Pietro,,,Italy,,
Franco,D,JFr,@1968-1970,Franco,Jesse (Jesus),[1],,,,
Franju,D,GFr,@1949-1965,Franju,Georges,1912,1987,France,F(Cinemathique Francaise) Ty(documentaries),
Ch.Frank,D,CFr,@1953,Frank,Charles,,,Great Britain,,
Frank,WPD,MFr,@1950-1979,Frank,Melvin,1917,1988,USA,Ww(Norman Panama),
Frankel,DW,DvF,@1995,Frankel,David,,,,Inb(Woody~Allen),
Frankenheimer,DP,IFr,@1957-1982,Frankenheimer,John,1930,,USA,"ebullient, ex-TV",
C.Franklin,AD,CaF,@1992,Franklin,Carl,,,USA,,
Ch.Franklin,D,CMF,@1932,Franklin,Chester M.,,,USA,,
H.Franklin,D,HwF,@1992,Franklin,Howard,,,USA,,
R.Franklin,D,RFr,@1981,Franklin,Richard,,,USA,,
S.Franklin,PD,SFr,@1916-1957,Franklin,Sidney,1893,1972,USA,P) Aw(AA 1942 for consistent high achievement),
Fraser,D,HLF,@1950,Fraser,Harry L.\,,,USA,,
Frawley,D,JsF,@1976,Frawley,James,,,USA,,
Frears,D,StF,@1971-1993,Frears,Stephen,1931,,Great Britain,,
Freda,D,RcF,@1946-1965,Freda,Riccardo,1909,,\Eg,Or(also Italy) Ty(Exploitation),
Freed,MP,,1929-1950,Freed,Arthur,,,USA,St(MGM),
Freedman,D,JrF,@1980,Freedman,Jerrold,,,USA,,
Freeland,CD,ThF,@1929-1949,Freeland,Thornton,1898,,USA,,
Freeman,D,MoF,@1993,Freeman,Morgan,1970,,USA,Note(not the same as actor Morgan Freeman),
Fregonese,D,HFr,@1950-1953,Fregonese,Hugo,1908,,Argentina,,
H.French,APD,HaF,@1936-1955,French,Harold,1897,,Great Britain,,
L.French,D,LlF,@1933,French,Lloyd,,,,,
Frend,ED,ChF,@1942-1967,Frend,Charles,1909,1977,Great Britain,,
Freund,CD,KFr,@1932,Freund,Karl,,,Germany,"St(UFA,MGM)",
Freundlich,WD,BFr,@1997,Freundlich,Bart,,,Germany,,
Fricke,CD,RnF,@1986,Fricke,Ron,,,USA,Ty(nature epic),
Friedkin,D,WFr,@1964-1980,Friedkin,William,1939,,USA,Ww(Hitchcock; TV),
Friedman,D,HoF,@1990,Friedman,Howard,,,USA,,
Friend,D,xFr,@1970,Friend,fn,,,USA,,
Frost,D,LFr,@1962,Frost,Lee,,,USA,,
Frohlich,D,xFl,@1931,"Fr\""ohlich",gn,,,Germany,,
Froemke,D,SuF,@1998,Froemke,Susan,,,,Ty(Docu),
Fruet,D,WlF,@1981,Fruet,William,,,USA,,
Frye,WD,EMF,@1993,Frye,E.~Max,,,,,
Fucci,D,TAF,@1988,Fucci,Thomas A.,,,USA,,
Fuest,D,RFu,@1970-1976,Fuest,Robert,,,USA,,
Fukasaku,BA,KFu,@1968-1980,Fukasakyu,Kinjo,,,Japan,,
Fuller,DPWA,SaF,@1949-1972,Fuller,Samuel,1911,1997,USA,Ty(violent),
Fukuda,D,JuF,@1966-1975,Fukuda,Jun,,,Japan,,
Funari,D,VFu,@1999,Funari,Vicky,,,Mexico,Ge(F),
Anton~Furst,V,,1989,Furst,Anton,,1991,,,
Furtlinger,D,xFu,@1997,Furtlinger,fn1,,,,,
Furie,D,SJF,@1957-1983,Furie,Sidney J.,1933,,Canada,
