Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Geller,D,DGl,@1993,Geller,Dan,19xx,,USA,Note(Stanford) Mt(Dayna Goldfine),
Gemes,D,JzG,@1994,Gemes,Jozsef,19xx,,,,
Genet,D,JG,@1950,Genet,Jean,19xx,,France,,
Genina,D,AGe,@1923,Genina,Augusto,19xx,,Italy,,
George,D,BuG,@1913-1915,George,Burton,19xx,,USA,,
Georgiadis,D,VGg,@1965,Georgiadis,Vassilis,19xx,,Greece,,
Gerima,D,HGe,@1993,Gerima,Haile,19xx,,,,
Gering,DP,MGe,@1932-1950,Gering,Marion,1901,1977,\Po,Or(also Russia) St(Paramount),
Germi,D,PiG,@1945-1973,Germi,Pietro,1914,1974,Italy,,
Gerrard,D,GeG,@1931,Gerrard,Gene,,,USA,,
George~Gerhswin,M,,@1937,Gershwin,George,19xx,1937,USA,Si(Ira~Gerswin),
Ira~Gershwin,MW,,@1937,Gershwin,Ira,19xx,19xx,USA,Si(George~Gerswin),
Gessner,D,NiG,@1976,Gessner,Nicolas,,,USA,,
Getin,WD,SiG,@1987,Getin,Sinan,19xx,,Turkey,,
Ghatak,D,RGt,@1955-1965,Ghatak,Ritwiik,19xx,19yy,India,,
Ghose,D,GGh,@1992-1994,Ghose,Goutam,19xx,,\Ba ngladesh,,
C.Gibbons,DV,CdG,@1934,Gibbons,Cedric,1915,1951,USA,Nt(designed the Oscar) St(MGM) Note(11 AAs),
D.Gibbons,D,,,Gibbons,Duncan,1952,1993,Great Britain,,
J.Gibbons,AWD,JGb,@1990,Gibbons,Joe,,,USA,Ww(Emily Breer),
A.Gibson,D,AlG,@1969-1984,Gibson,Alan,1938,,Great Britain,,
B.Gibson,D,BrG,@1986-1993,Gibson,Brian,,,USA,,
M.Gibson,AD,MlG,@1993-1995,Gibson,Mel,,,Australia,,
B.Gilbert,D,BGt,@1995,Bilbert,Brian,19xx,,Great Britain,,
L.Gilbert,APD,LGt,@1947-1991,Gilbert,Lewis,1920,,Great Britain,,
Giler,D,DGi,@1975,Giler,David,,,
Gillard,D,StG,@1981,Gillard,Stuart,,,USA,,
Gillespie,D,JiG,@1997,Gillespie,Jim,19xx,199x,,,
Gilliam,WAD,TGi,@1975-1998,Gilliam,Terry,1940,199x,USA,"Ww(John Cleese, Eric Idle, Terry Jones, Michael Palin, Graham Chapman) Ty(Monty Python member)",
Gilliat,WDP,SGi,@1943-1965,Gilliat,Sidney,1908,,Great Britain,Ty(comedy) Ww(Launder) Inb(Hitchcock),
Penelope~Gilliatt,BW,,,Gilliatt,Penelope,1932,1993,Great Britain,,
Gilling,D,IGi,@1958-1960,Gilling,John,1912,,Great Britain,,
Gilroy,D,FDG,@1978,Gilroy,Frank D.,,,USA,,
Ginsberg,D,MMG,@1973,Ginsberg,Milton Moses,19xx,,,,
Gion,D,CGi,@1981,Gion,Christian,19xx,,France,,
B.Girard,D,BGi,@1962-1965,Girard,Bernard,,,,"Ww(Hitchcock, TV)",
F.Girard,D,FGd,@1994,Girard,Francois,,,,,
Girault,D,JGi,@1963,Girault,Jean,19xx,,France,,
Girod,D,FGi,@1978,Girod,Francis,19xx,,France,,
Girdler,D,WGi,@1976-1978,Girdler,William,[1],,USA,,
Gisler,DP,MaG,@1985,Gisler,Marcel,19xx,,Germany,,
Gitai,D,AGi,@1999,"Gita\""i",Amos,19xx,19yy,,,
Glaser,D,PMG,@1987,Glaser,Paul Michael,,,,,
Glassman,D,AGs,@1993,Glassman,Arnold,19xx,,,Ty(Docu),
Glatter,D,LLG,@1996,Glatter,Lesli Linka,,,,,
Glatzer,WD,RGl,@1994,Glatzer,Richard,19xx,,,Ty(TV),
Glen,D,IG,@1981-1989,Glen,John,,,Great Britain,Ty(Bond movies),
Glenville,D,PeG,@1954-1967,Glenville,Peter,1913,,Great Britain,,
Glickenhaus,DW,JGl,@1980,Glickenhaus,James,,,USA,,
Glickler,PD,PGl,@1991,Glickler,Paul,,,,,
Glimcher,PD,AGl,@1991,Glimcher,Arnold,,,,,
Glowna,D,VGl,@1992,Glowna,Vadim,19xx,,Germany?,,
Goddard,D,JGd,@1992,Goddard,Jim,19xx,,France,,
Godard,DW,JLG,@1960-1980,Godard,Jean-Luc,1930,,France,,
Godfrey,APD,PGy,@1939-1956,Godfrey,Peter,1899,1970,Great Britain,,
Golan,DP,MeG,@1966-1979,Golan,Menahem,1931,,Israel,Fd(Golan-Globus) Ww(Yoram Globus),
Gold,D,JGo,@1968-1988,Gold,Jack,1930,,Great Britain,,
Goldbeck,D,WGo,@1946,Goldbeck,Willis,,,USA,,
Goldberg,D,GDG,@1989,Goldberg,Gary David,[1],,,,
Goldfarb,D,LGG,@1980,Goldfarb,Lawrence G.\,,,USA,,
B.Goldman,W,,1975-1992,Goldman,Bo,19xx,199x,,,
J.Goldman,BW,,1968-1976,Goldman,James,19xx,199x,,,
W.Goldman,BW,,1968-1997,Goldman,William,19xx,199x,,,
Goldsmith,M,,1959-1963,Goldsmith,Jerry,,,USA,,
Goldstone,D,JGs,@1964-1980,Goldstone,James,1931,,USA,Nt(much TV),
S.Goldwyn,P,,,Goldfish,Sam,,,\Po,Mt(Blanche Lasky),
T.Goldwyn,AD,TGw,@1999,Goldwyn,Toni,,,USA,,
Gonsalvi,D,AcG,@1913,Gonsalvi,Achille,19xx,,Italy,,
Goodchild,D,xGc,@1981,Goodchild,gn,[1],,Great Britain,Ty(TV),
Goodwin,D,FrG,@1991,Goodwin,Fred,19xx,,,,
Goodwins,D,LeG,@1938-1954,Goodwins,Leslie,1899,1669,Great Britain,Ty(2nd features),
Gopalakrishnan,D,AGo,@1990,Gopalakrishnan,Adoor,,,India,,
B.Gordon,D,BIG,@1972,Gordon,Bert I.\,,,USA,,
K.Gordon,WD,KeG,@1992,Gordon,Keith,,,USA,,
M.Gordon,D,MiG,@1942-1970,Gordon,Michael,1909,,USA,,
Rbt.Gordon,D,RbG,@1955,Gordon,Robert,,,USA,,
Rich.Gordon,P,,1978,Gordon,Richard,,,Great Britain,,
S.Gordon,D,SGo,@1981,Gordon,Steve,,,USA,,
St.Gordon,D,SuG,@1981-1994,Gordon,Stuart,,,USA,Ty(Horror),
Gordy,D,BeG,@1976,Gordy,Berry,,,USA,,
Goretta,D,CGo,@1976,Goretta,Charles,,,France,Er(Or),
Gormley,D,CGy,@1987,Gormley,Charles,19xx,,Great Britain,,
Gornick,D,MGn,@1987,Gornick,Michael,,,,,
Gorris,D,MGo,@1995,Gorris,Marleen,19xx,199x,Holland,,
Gosnell,D,RGo,@1999,Gosnell,Raja,,,,,
Gottlieb,AWD,CaG,@1981,Gottlieb,Carl,,,,,
Gould,D,CSG,@1955,Gould,C.S.,,,,,
A.Goulding,D,AJG,@1925-1940,Goulding,Alfred J.,1896,1972,USA,,
E.Goulding,DPW,EG,@1925-1958,Goulding,Edmund,1916,1973,Great Britain,,
Graham,D,WiG,@1969-1971,Graham,William,,,USA,,
Grainger,P,,1935-1976,Grainger,J.Edmund,,,USA,,
Grall,D,SeG,@1995,Grall,Sebastien,,,France,,
GranierDeferre,D,PGD,@1974,GranierDeferre,Pierre,19xx,,France,,
B.Grant,D,BnG,@1983-1997,Grant,Brian,,,USA,,
J.E.Grant,D,JEG,@1947,Grant,James Edward,,,USA,,
Grasshoff,D,AGr,@1977,Grasshoff,Alex,,,,,
Grauman,D,WGr,@1969-1978,Grauman,Walter,,,,,
G.Gray,D,GGy,@1998,Gray,gary,,199x,,,
J.Gray,D,IGy,@1996,Gray,John,,199x,,,
Grayson,D,GoG,@1950-1962,Grayson,Godfrey,,,Great Britain,Ww(Danziger),
A.E.Green,D,AEG,@1912-1953,Green,Alfred E.,1889,1960,USA,,
David~Green,D,DGr,@1988,Green,David,,,,Er(Greene?),
Guy~Green,CD,GGr,@1954-1977,Green,Guy,1913,,Great Britain,,
H.A.Green,DP,HAG,@1960,Green,Hilton S.,,,,,
W.Green,D,WaG,@1978,Green,Walton,,,,Ty(Docu),
D.Greene,D,DaG,@1974-1991,Greene,David,,,Great Britain,,
W.Greene,D,xGr,@1974,Greene,,,,,Er(W.Howard Greene),
Greenaway,D,PGr,@1985-1999,Greenaway,Peter,,,Great Britain,"Ty(Horr, kinky)",
Greenhut,P,,1960-1985,Greenhut,Robert,,,USA,Ww(Woody Allen),
Greenspan,D,BGr,@1980,Greenspan,Bud,,,USA,,
M.Greenwald,D,MGw,@1988-1993,Greenwald,Margaret (Maggie),1958,,USA,Gd(F),
R.Greenwald,D,RGr,@1980-1990,Greenwald,Robert,,,USA,,
Gremillon,MD,JGr,@1931-1949,Gremillon,Jean,1901,1958,France,Inf(Vigo),
Greville,D,ETG,@1931-1961,Greville,Edmond T.,,,Great Britain,ER(dow),
Greyson,D,IGs,@1988-1994,Greyson,John,,,Canada,Er(Or),
Grieco,D,SGr,@1980,Grieco,Sergio,,,USA,,
Gries,DPW,ToG,@1955-1980,Gries,Tom,1922,1977,USA,,
Griffith,PD,DWG,@1908-1930,Griffith,David Wark,1874,1948,USA,"Inf(Hitchcock) Mt(Linda Arvidson,)",
C.Griffith,D,CGr,@1976,Griffith,Charles,,,USA,,
E.H.Griffith,D,EHG,@1921-1946,Griffith,Edward H.,1894,,USA,,
R.Griffith,P,,@1935,Griffith,Raymond,,,USA,,
M.Griffiths,D,MGr,@1984,Griffiths,Mark,,,USA,,
Grigoriou,D,GrG,@1951,Grigoriou,Grigoris,,,Greece,,
Grimaldi,D,AuG,@1993,Grimaldi,Aurelio,19xx,,,,
Grinde,D,NGr,@1930-1940,Grinde,Nick,,,USA,,
Grosbard,D,UlG,@1968-1978,Grosbard,Ulu,1929,,Belgium,,
Grossman,D,AGm,@1996,Grossman,Adam,,199x,,,
Anton~Grot,V,,1922-1945,Grot,Anton,19xx,,\Po,"Note (5 AANs, one AA)",
Davis~Grubb,B,,1955-1964,Grubb,Davis,[1],,USA,,
Grune,D,KGr,@1923-1937,Grune,Karl,1890,1962,Czechoslovakia,Inf(Hitchcock),
Grusin,M,,1967-1989,Grusin,Dave,,,USA,,
Guare,D,OhG,@1990,Guare,Ohn,,,,,
Guazzoni,D,EGz,@1913,Guazzoni,Enrico,19xx,,Italy,,
Guber,P,,1968-1989,Guber,Peter,1942,,USA,"St(Columbia: 1968, Warners: 1976, Sony: 1989)",
Guerra,D,RGu,@1988-1990,Guerra,Ruy,,,Great Britain,,
Ch.Guest,D,ChG,@1989-1997,Guest,Christopher,[1],,,,
V.Guest,WPD,VGu,@1943-1983,Guest,Val,1911,,Great Britain,,
Guillermin,D,IGu,@1949-1984,Guillermin,John,1925,,Great Britain,,
Guitry,WDA,SG,@1915-1957,Guitry,Sacha,1885,1957,Russia,Note(works in France),
Guney,D,YlG,@1982,"G\""uney",Ylmaz,,,\Tu rkish,,
Gunn,AD,BGu,@1973,Gunn,Bill,,,,,
Gutierrez,D,SGu,@1998,Gutierrez,Sebastian,1970,,,,
Guy,D,AlG,@1896-1908,Guy,Alice,18xx,,France,Gd(F),
Gyllenhaal,D,SGy,@1992-1994,Gyllenhaal,Steve,,,,Mt(Naomi Foner),
