Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Parks,D,GPk,@1971,Parks,Gordon,,,USA,,
Parrish,D,RPa,@1951-1971,Parrish,Robert,,,USA,,
Parrott,D,JPa,@1930-1835,Parrott,James,1892,1939,USA,"Ty(Comd) Ww(Oliver and Hardy, Charlie Chase, Max Davidson: A)",
Parry,APD,GoP,@1948-1960,Parry,Gordon,1908,1981,Great Britain,,
C.Pascal,D,CPc,@1991,Pascal,Christine,,,,Gd(F),
G.Pascal,PD,GPa,@1940-1945,Pascal,Gabriel,1894,1954,Hungary,,
Pasolini,WD,PaP,@1961-1975,Pasolini,Pier Paolo,1922,1975,Italy,,
Pasquin,D,IPq,@1997,Pasquin,John,,199x,,,
Passer,D,IvP,@1964-1992,Passer,Ivan,1933,,Czechoslovakia,,
Pathe,PD,CPa,@1902,Pathe,Charles,1863,1978,France,Fd(Pathe Fr\`eres),
Patzak,D,PPz,@1989,Patzak,Peter,19xx,,Austria,,
Stv.Paul,DPW,SvP,@1980,Paul,Steven,,,USA,,
Stf.Paul,D,SfP,@1980,Paul,Stefan,,,Germany,,
Payne,D,AxP,@1997,Payne,Alexander,19xx,19yy,USA,,
Pearce,D,RPe,@1981-1992,Pearce,Richard,[1],,,,
Peckinpah,DAW,SaP,@1961-1983,Peckinpah,Sam,1926,,USA,Ty(tough westerns),
Peerce,D,LPe,@1969-1981,Peerce,Larry,,,USA,,
Pelissie,D,JMP,@1973,Pellissie,Jean-Marie,,,,,
Pellington,D,MPl,@1997,Pellington,Mark,19xx,199x,,,
A.Penn,D,ArP,@1958-1981,Penn,Arthur,1922,,USA,,
L.Penn,D,LeP,@1964,Penn,Leo,,,USA,Ww(Hitchcock; TV) Ty(TV) Pa(Sean Penn; A),
S.Penn,AWD,SeP,@1991,Penn,Sean,,,USA,,
Pennebaker,D,DAP,@1993,Pennebaker,D.A.,19xx,,,,
PenningtonRichards,D,CPR,@1968,Pennington-Richards,C.,19xx,,,,
M.Peploe,WD,MkP,@1992,Peploe,Mark,,,Italy,Si(Clare Peploe),
C.Peploe,WD,CP,@1987-1992,Peploe,Clare,1945,,Italy,Mt(Bertolucci) Si(Mark Peploe) Gd(F),
Peppard,AD,GPe,@1980,Peppard,George,,,USA,Er(George Peppard?),
Pereira,WD,MPe,@1990,Pereira,Migual,,,Argentina,Er(Ar),
Perelman,D,PPm,@1987-1992,Perelman,Pablo,19xx,,Chile,,
Perello,D,HPe,@1990,Perello,Hope,19xx,,,,
Peretz,D,JPe,@1998,Peretz,Jesse,,,,,
Perier,D,EPe,@1971,Perier,Etienne,19xx,,France,,
Perinal,CD,,1940,Perinal,Georges,,,,,
Perkins,AD,APe,@1986,Perkins,Anthony,,,USA,,
Perlberg,P,,1939-1964,Perlberg,William,1892,1969,USA,,
Perret,D,LcP,@1911-1913,Perret,Leonce,19xx,,France,,
E.Perry,CP,,1962-1981,Perry,Eleanor,,1981,USA,Mt(Frank Perry) Gd(F),
F.Perry,DA,FPy,@1962-1976,Perry,Frank,1930,,USA,,
Persky,D,BiP,@1981,Persky,Bill,,,USA,,
Person,D,LSP,@1991,Person,Luis Sergio,,,Brazil,Ty(Cinema Novo),
Peschke,D,APk,@1990,Peschke,Anton,,,Austria,,
Peters,P,,,Peters,Jon,1945,,USA,"Also(Hairdresser) Lw(Barbra Streisand, Kim Basinger) St(Warners, Sony)",
Petersen,D,WoP,@1981-1993,Petersen,Wolfgang,,,Germany,,
Petri,D,ElP,@1959-1970,Petri,Elio,,,Italy,,
Petrie,D,DPt,@1959-1982,Petrie,Daniel,1920,,USA,"Er(ok? also Donald, ~jr?)",
Petrov,D,xPe,@1944,Petrov,gn,,,Russia,,
Pevney,AD,JoP,@1950-1966,Pevney,Joseph,1920,,USA,Mt(Mitzi Green) St(Universal) Ty(Advt) Ww(Hitchcock),
Phalke,D,DGP,@1913,Phalke,D.G.,,,India,,
Phillips,AD,LPh,@1974-1980,Phillips,Lee,,,USA,"Ww(Hitchcock; TV, A)",
Pialat,WD,MPi,@1968-1992,Pialat,Maurice,1925,,France,,
Picazo,D,MiP,@1985,Picazo,Miguel,,,Spain,,
Pichel,AD,IrP,@1932-1954,Pichel,Irving,1891,1954,USA,,
Pieplow,D,IPi,@1998,Pieplow,John,,,,,
L.Pierce,D,LPi,@1984,Pierce,Larry,,,USA,,
C.B.Pierce,D,CBP,@1978,Pierce,Charles B.\,,,USA,,
Pierson,DW,FrP,@1965-1976,Pierson,Frank R.,1945,,USA,,
Pinoteau,D,ClP,@1980,Pinoteau,Claude,19xx,,,,
Pintilie,D,LuP,@1980-1992,Pintilie,Lucien,19xx,,Romania,,
Plympton,D,BPl,@1998,Plympton,Bill,,,,,
Pires,D,GPi,@1968,Pir\`es,Gerard,19xx,,France,,
Poe,B,,,Poe,Edgar Allen,1809,1849,USA,Inf(Hitchcock),
L.Poirier,DS,LPo,@1920,Poirier,Leon,,,France,,
M.Poirier,D,MPo,@1998,Poirier,Manuel,,,France,,
Poitier,AD,SPo,@1975-1981,Poitier,Sidney,,,,,
Polanski,DA,RoP,@1961-1980,Polanski,Roman,1933,,Poland,Mt(Emmanuelle Seigner),
Polglase,V,,1919-1968,Polglase,Van Nest,1898,1968,USA,"St(RKO, Columbia)",
Pollard,D,HPo,@1929,Pollard,Harry,,,USA,,
B.Pollack,DP,BaP,@1972,Pollack,Barry,,,USA,,
J.Pollack,D,JfP,@1997,Pollack,Jeff,,,USA,,
S.Pollack,ADP,SP,@1962-1993,Pollack,Sydney,1934,,USA,,
Pollock,D,GeP,@1956-1979,Pollock,George,1907,,Great Britain,Ty(Susp),
Polonsky,DW,APo,@1948-1969,Polonsky,Abraham,,,,,
Polselli,WD,RtP,@1960,Polselli,Renato,,,Italy,,
Pommer,PD,EP,@1938-1939,Pommer,Erich,1899,1966,Germany,Inf(Hitchcock) Fd(Mayflower Films),
Ponti,P,,1975,Ponti,Carlo,,,Italy,Mt(Sophia Loren),
Pontocorvo,D,GiP,@1960-1970,Pontocorvo,Gillo,1919,,Italy,,
Cole~Porter,M,,1929-1957,Porter,Cole,1891,1964,USA,,
E.S.Porter,D,ESP,@1896-1907,Porter,Edwin S.,,,USA,,
Portillo,D,LPt,@1985,Portillo,Lourdes,19xx,,Mexico,,
Post,D,TPo,@1956-1981,Post,Ted,1925,,USA,Nt(Much TV),
H.Potter,D,HCP,@1936-1957,Potter,H.C.,1904,1977,USA,Ty(comedy),
D.Potter,WD,DPo,@1960-1986,Potter,Dennis,1935,1994,Great Britain,Ty(TV),
S.Potter,D,SPt,@1993,Potter,Sally,,,,Gd(F),
Pottier,D,RPo,@1950,Pottier,Richard,19xx,,France,,
D.Powell,ADP,DkP,@1953-1958,Powell,Dick,1904,1963,USA,F(Four Star Television),
M.Powell,DPW,MP,@1937-1979,Powell,Michael,1905,1990,Great Britain,Ww(Emeric Pressburger),
Pradal,WD,MnP,@1998,Pradal,Manuel,,,France,,
Prasad,D,UPr,@1995,Prasad,Udayan,,199x,,,
Preminger,D,OP,@1932-1979,Preminger,Otto,1906,,Austria,,
Pressburger,PW,,1948,Pressburger,Emeric,,,Great Britain,Er(Or),
E.Pressman,P,,@1973-1985,Pressman,Edward R.,,,USA,,
Pressman,D,MPr,@1977-1983,Pressman,Michael,1950,,USA,,
Preuss,PD,RPr,@1990,Preuss,Reuben,19xx,,,,
Jaques~Prevert,WA,,1937-19562,Prevert,Jaques,1906,1977,France,,
Prevert,D,PPr,@1932,Prevert,Pierre,1906,,France,,
Previn,D,SPv,@1963,Previn,Steve,,,USA,,
B.Price,D,BPr,@1997,Price,Bernard,,199x,,,
D.Price,D,DPr,@1993,Price,David,19xx,,,,
W.Price,D,WPr,@1957,Price,Will,19xx,,,,
Primus,D,ByP,@1992,Primus,Barry,,,,,
Prince,MDW,Pri,@1984-1990,bnd,fn,1958,,USA,Ty(Rock music),
H.Prince,D,HPr,@1970-1977,Prince,Harold,,,,,
Priyadarshan,D,xPr,@1998,Priyadarshan,xfn,,,India,,
Proft,WD,PtP,@1998,Proft,Pat,,,,St(Comd),
Prokofiev,M,,1937-1944,Prokofiev,Sergei,,,Russia,,
Proyas,D,APr,@1994,Proyas,Alex,19xx,,Australia,,
Puccini,M,,1932,Puccini,Giacomo,19xx,,Italy,,
Pudovkin,DA,VsP,@1926-1941,Pudovkin,Vsevolod,1893,1953,Russia,Nt(),
Puenzo,D,LPu,@1989,Puenzo,Luis,[6],,,,
Puttnam,P,,1978-1990,Puttnam,David,1942,,Great Britain,"St(London films, Pinewood)",
Pytka,D,JPy,@1995,Pytka,Joe,,199x,,,
Pyun,D,APy,@1982-1996,Pyun,Albert,,,USA,,
