Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Jeff.Kimball,C,,1987,Kimball,Jeffrey,,,USA,Nt(Stanford '80),
Kim,D,KDK,@1997,Kim,Kee-Duck,,199x,South Korea rean,,
Anthony Kimmins,ADPW,AKi,@1937-1962,Kimmins,Anthony,1901,1964,Great Britain,Ty(light comedy),
Kinegusa,D,TKg,@1954,Kinegusa,Tenosuke,19xx,,Japan,,
B.King,D,BtK,@1923,King,Burton,[1],,,,
G.King,PD,GeK,@1931-1954,King,George,1900,1966,Great Britain,,
H.King,D,HK,@1916-1961,King,Henry,1888,1982,USA,,
L.King,D,LoK,@1934-1954,King,Louis,1898,1962,USA,Si(H.King) Er(dow),
R.King,D,RkK,@1993,King,Rick,,,USA,,
St.King,BWD,SpK,@1986,King,Stephen,1948,,USA,Ty(Horror),
Z.King,WPD,ZlK,@1985,King,Zalman,,,USA,Ty(Soft Porn) Er(dow),
Kitchell,D,MkK,@1969,Kitchell,Mark,,,USA,Ty(Docu),
Kinoshita,D,RyK,@1966,Kinoshita,Ryo,,199x,Japan,,
Kitano,D,TKi,@1991,Kitano,Takeshi,,,Japan,,
Kitrosser,WD,MKi,@1991,Kitrosser,Martin,19xx,,,,
Kjellin,AD,AKj,@1961-1965,Kjellin,Alf,,,,"Ww(Hitchcock, TV)",
Klane,D,RKl,@1978,Klane,Robert,,,USA,,
Klapisch,WD,CKl,@1997,Klapisch,Cedric,,199x,France,,
Klaus,D,DKl,@1991,Klaus,Damien,,,,,
Klein,D,WKl,@1966-1985,Klein,William,,,,Ty(Docu),
Kleiner,M,,1927,Kleiner,Arthur,,,Austria,TY(scores for silent movies),
Kleiser,Dw,RaK,@1975-1992,Kleiser,Randal,,,,,
Klier,D,MKl,@1991,Klier,Michael,,,,,
Kloves,D,SKo,@1989,Kloves,Steve,,,,,
Knowles,D,BeK,@1948,Knowles,Bernard,,,USA,,
Koch,DP,HoK,@1954-1958,Koch,Howard W.,1903,1992+,USA,Mainly(W) Pa (Howard W. Koch~jr.),
Koepp,D,VKo,@1996,Koepp,Volker,,19yy,Germany,Ty(Docu),
Kohlmar,P,,1947-1967,Kohlmar,Fred,,,USA,,
Koike,D,MKo,@1985,Koike,Matsato,,,Japan,,
Kojima,D,YKo,@1990,Kojima,Yasufumi,,,Japan,,
Kollek,D,AKl,@1998,Kollek,Amos,,,,,
Koller,D,XaK,@1990,Koller,Xavier,,,Switzerland,,
Konchalovsky,D,AKo,@1985-1990,Konchalovsky,Andrei,,,,,
Kopple,D,BaK,@1976,Kopple,Barbara,,,USA,Gd(F) Ty(Docu),
A.Korda,PD,AK,,Korda,Sir Alexander,1893,1956,Hungary,Fd(London Films) Inf(Hitchcock),
V.Korda,V,,1932-1948,Korda,Vincent,1896,1979,Hungary,,
Z.Korda,PD,ZK,@1932-1951,Korda,Zoltan,1895,1961,Hungary,,
Korine,WDB,HyK,@1997,Korine,Harmony,1974,199x,,,
Korras,D,GKo,@1988,Korras,Giorgos,,,Greece,,
Kortner,AD,FNK,@1931-1961,Kohn,Fritz Nathan,1892,1970,Austria,,
Korty,D,IKo,@1965-1980,Korty,John,1941,,USA,,
Kosma,M,,@1938,Kosma,Joseph,19xx,,France,,
Koster,D,HKo,@1932-1966,Kosterlitz,Hermann,1905,1988,Germany,,
Kostner,AD,KKo,@1995,Kostner,Kevin,19xx,199x,USA,Er(=Costner),
Kotcheff,D,TKo,@1976-1983,Kotcheff,Ted,,,USA,,
Koundouros,D,NKo,@1954-1978,Koundouros,Nikos,19xx,,Greece,,
L.Kovacs,C,,1955-1994,Kovacs,Laszlo (Leslie),1933,,Hungary,,
Kovacs,D,ZKK,@1987,Kovacs,Zsolt Kezdi,,,Hungary,,
Kowalski,D,BKo,@1968,Kowalski,Bernard,,,USA,,
Krabbe,AD,JKr,@1998,Krabbe,Jeroen,,,Holland,,
Kraly,W,,1915-1927,"Kr\""aly",Hans,,,Germany,,
F.Kramer,DW,FKr,@1970,Parrolini,Gianfranco (Frank),,,Italy,,
St.Kramer,PD,SK,@1955-1983,Kramer,Stanley,,,USA,Aw(AA special; 1991),
Kranenborg,D,AKr,@1996,Kranenborg,Arno,,,Netherlands,,
Krantz,P,,1971,Krantz,Steve,,,USA,Mt(Judith Krantz: B),
Krasner,CD,,1955,Krasner,Milton,,,USA,Er(D?),
Kress,D,HKr,@1951,Kress,Harold F.,19xx,,,,
Krishnamma,D,SuK,@1995,Krishnamma,Suri,19xx,,,,
Krishtofovich,D,VyK,@1992-1998,Krishtofovich,Vyacheslav,,,Russia,,
Kubrick,WDP,StK,@1953-1999,Kubrick,Stanley,1928,1999,USA,Mt(Suzanne Christian) Aw(AA special),
Kuehn,D,AKu,@1984,Kuehn,Andrew,,,USA,,
Kuleshov,D,LvK,@1927,Kuleshov,Lev,,,Russia,,
Kulik,D,BzK,@1968-1980,Kulik,Buzz,,,,,
Kull,D,EdK,@1935-1938,Kull,Edward,,,USA,,
Kumar,D,IKu,@1998,Kumar,Indra,,,India,,
Kumel,DW,HKu,@1971,"K\""umel",Harry,,,Belgium,,
Kundera,W,,,Kundera,Milos,19bb,,Czechoslovakia,,
Kureishi,D,HfK,@1991,Kureishi,Hanif,,,,,
Kurys,D,DKu,@1953,KuryS,Diane,[1],,France,,
Kurosawa,DW,AkK,@1943-1991,Kurosawa,Akira,1910,1998,Japan,"Aw(Hon AA, 1989) Inb(Yamamoto, Ozu) Mt(Yoko Yaguchi)",
Kusturica,WD,EKu,@1989,Kusturica,Emir,[1],,Yugoslavia,Or(gipsy),
Kuzui,DP,FRK,@1992,Kuzui,Fran Rubel,,,,,
Kwan,D,SKw,@1980-1995,Kwan,Stanley,1957,,Hong Kong,,
Kwapis,D,KKw,@1996,Kwapis,Ken,,199x,,,
