Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Chasnoff,D,DbC,@1990,Chasnoff,Debra,,,USA,Er(dow),
Chatiliez,D,EtC,@1987-1990,Chatiliez,Etienne,,,France,,
Chautard,D,EmC,@1919,Chautard,Emile,,,France,,
Chechik,D,JeC,@1992,Chechik,Jeremiah,,,,,
Chelsom,D,PCh,@1992-1998,Chelsom,Peter,,,,,
A.Chen,D,ACh,@1998,Chen,Andrew,,,China,,
J.Chen,AD,JnC,@1999,Chen,Joan,,19yy,China,,
K.Chen,D,KGC,@1985,Chen,KaiGe,,,China,Er(dow),
x.Chen,D,xCh,@1999,Chen,xgn,,,China,,
Chereau,D,PaC,@1975-1994,Chereau,Patrice,,,France,,
Chesterton,B,,,Chesterton,G.K.,,,Great Britain,Inf(Hitchcock),
Ching,D,CST,@1985-1990,Ching,SuiTung,,,Hong Kong,,
Cholodenko,D,LCl,@1998,Cholodenko,Lisa,,,,Ge(F),
Chomsky,D,MvC,@1971-1984,Chomsky,Marvin,,,USA,,
Christian,D,RCh,@1997,Christian,Roger,,,,,
Chong,DA,TCh,@1978-1982,Chong,Thomas,[1],,USA,Ty(slapstick),
ChristianJaque,DW,ChJ,@1938-1980,Maudet,Christian,1904,,France,,
Chytilova,D,VCy,@1992,Chytilova,Vera,,,,,
Cimber,D,MCb,@1981,Cimber,Matt,[1],,,,
Cimino,WD,MCi,@1973-1980,Cimino,Michael,1940,,USA,,
Cisse,D,SoC,,Cisse,Souleymane,"[1,6]",,,Nt(Greatest African moviemaker),
Clair,D,RC,@1923-1965,Chomette,Rene,1898,1981,France,Inf(Hitchcock),
A.Clark,D,ACl,@1987,Clark,Alan,,,,,
B.Clark,DP,BCl,@1972-1983,Clark,Bob,,,Canada,,
B.D.Clark,D,BDC,@1981,Clark,B.D.,,,,,
G.Clark,D,GCl,@1980,Clark,Greydon,,,USA,,
J.Clark,ED,JiC,@1968-1974,Clark,Jim,1931,,Great Britain,,
J.B.Clark,ED,JBC,@1957-1971,Clark,James B.,1908,,USA,,
Clarke,D,SCl,@1961-1964,Clarke,Shirley,,,USA,Gd(F),
Clavel,D,RCv,@1951,Clavel,Robert,,,France,,
Clavell,WDP,JCv,@1958-1971,Clavell,James,1922,,Australia,Or(Anglo-Irish),
Clayton,CDP,JCn,@1955-1983,Clayton,Jack,1921,,Great Britain,,
Clegg,D,TCl,@1980,Clegg,Tom,,,USA,,
Clemens,D,WCl,@1936-1947,Clemens,William,1905,,USA,Ty(Myst),
Clement,D,RCl,@1943-1975,Clement,Rene,1913,1996,France,,
Clifford,D,GrC,@1982-1990,Clifford,Graeme,[1],,,,,
Clifton,D,ECl,@1944,Clifton,Elmer,,,USA,,
Cline,D,ECn,@1940,Cline,Edward,19,,USA,,
Clouse,WD,RbC,@1973-1977,Clouse,Robert,,,,,
Clouzot,WD,HGC,@1942-1970,Clouzot,Henri-Georges,1907,1977,France,Mt(Vera Clouzot) Ty(Susp) Note(The Hitchcock of France),
Clowes,D,SIC,@1948,Clowes,St.John L.,,,Great Britain,,
Clurman,D,HaC,@1946,Clurman,Harold,,,,,
Coates,D,LCo,@1983,Cozzi,Luigi (Lewis),,,,,
Cochran,D,SyC,@1992,Cochran,Stacy,,,,Gd(F),
Cockrell,WD,FCk,@1956,Cockrell,Francis,,,USA,"Ww(Hitchcock, TV)",
M.Cockrell,W,Mck,@1956,Cockrell,Marian,,,USA,"Ww(Hitchcock, TV) Gd(F)",
Cocteau,WD,JC,@1930-1959,Cocteau,Jean,1869,1963,France,Inf(Hitchcock),
F.Coe,PD,FrC,@1965-1969,Coe,Fred,1914,1979,USA,"Also(P,1958-1965)",
W.Coe,D,WaC,@1990,Coe,Wayne,,,USA,,
E.Coen,WP,,1984-1990,Coen,Ethan,,,USA,Sib(Joel Coen),
J.Coen,D,JlC,@1984-1990,Coen,Joel,,,USA,Sib(Ethan Coen),
E.Cohen,D,ECh,@1991,Cohen,Eli,,,,,
L.Cohen,WPD,LCh,@1982,Cohen,Larry,,,USA,,
N.Cohen,D,NCh,@1977,Cohen,Norman,,,Great Britain,,
R.Cohen,DP,RCn,@1984-1996,Cohen,Rob,,,USA,,
Cohl,D,EiC,@1909-1911,Cohl,Emilre,,,France,Ty(Cart),
Harry~Cohn,P,,,Cohn,Harry,1891,1958,USA,St(Columbia),
Coleman,D,HCo,@1965,Coleman,Herbert,,,USA,Ww(Hitchcock; TV),
Colla,D,RAC,@1972-1978,Colla,Richard A.\,,,USA,,
Collard,D,CyC,@1994,Collard,Cyril,1951,1993?,France,,
Coletti,D,DuC,@1960,Coletti,Dulio,,,Italy,,
D.Collier,CD,DvC,@1994,Collier,David,1962,,USA,Lw(Betsy Thompson; DP),
J.Collier,WD,JFC,@1990,Collier,James F.,,,USA,,
L.Collins,D,LCs,@1948,Collins,Lewis D.,,,,,
P.Collins,D,PhC,@1990,Collins,Philip,,,,Er(dow),
R.Collins,D,RgC,@1994-199,Collins,Roger,,,,Ty(Porn),
Collinson,D,PCo,@1967-1980,Collinson,Peter,1938,1980,Great Britain,Ty(Susp),
Colpi,D,HrC,@1961,Colpi,Henri,,,,,
Columbus,WD,CCo,@1987-1992,Columbus,Chris,1959,,USA,,
Comfort,CDP,LaC,@1941-1965,Comfort,Lance,1908,1966,Great Britain,,
Comencini,D,LgC,@1953-1988,Comencini,Luigi,,,Italy,,
Compton,D,RCm,@1973-1975,Compton,Richard,,,USA,,
Condon,D,BCo,@1998,Condon,Bill,,,,,
Conn,D,NcC,@1992,Conn,Nicole,,,,,
Connor,D,KCo,@1970-1979,Connor,Kevin,,,USA,Er(first dow),
Conrad,PD,WCo,@1965,Conrad,William,,,,,
Considine,P,,1935-1936,Considine,"John W., jr.",,,USA,,
Bill~Conti,M,,1979,Conti,Bill,,,,,
Conway,D,JCw,@1912-1948,Conway,Jack,1887,1952,USA,Ww(Griffith) Ty(Actn) St(MGM),
F.Cook,D,FiC,@1956-1977,Cook,Fielder,1923,,USA,Ty(TV),
R.Cook,D,RnC,@1994,Cook,Robin,,,,,
Cookson,D,ToC,@1991,Cookson,Tony,,,,,
Coolidge,D,MaC,@1983-1994,Coolidge,Martha,1947,,USA,Gd(F),
M.C.Cooper,PCD,MCC,@1933,Cooper,Merian C.,1893,1973,USA,Ty(Advt) Ww(Schoedsack),
S.Cooper,D,SCo,@1977,Cooper,Stuart,,,USA,,
Chopra,D,JcC,@1997,Chopra,Joyce,,,,Ge(F),
Coraci,D,FCr,@1998,Coraci,Frank,,,,,
Carmine~Coppola,M,,@1974-1979,Coppola,Carmine,1911,1991,Italy,"Pa(Francis ford Coppola, Talia Shire)",
Coppola,WDP,FFC,@1963-1983,Coppola,Francis Ford,1939,,USA,Mt(Eleanor Neil; V),
Corbiau,D,GCo,@1989,Cobiau,Gerard,[6],,Belgium,"Er(f_name, Or)",
Corbucci,D,SeC,@1966-1978,Corbucci,Sergio,,,Italy,,
Corman,DP,RCo,@1955-1971,Corman,Roger,1926,,USA,Also(Dist) Nt(Stanford '47) Ty(Horror),
Corneau,D,AlC,@1979,Corneau,Alain,,,France,,
Cornelius,WD,HCs,@1948-1958,Cornelius,Henry,1913,1958,Great Britain,,
Cornell,D,ICo,@1988,Cornell,John,[1],,USA,,
Cornfield,DWP,HuC,@1956-1968,Cornfield,Hubert,1929,,USA,,
Cortes,D,FCo,@1960,Cortes,Fernando,[6],,Mexico,Er(Or),
Corti,D,AzC,@1984,Corti,Azel,,,Austria,,
Coscarelli,D,DoC,@1970-1982,Coscarelli,Don,,,USA,,
Cosmatos,D,GPC,@1974-1993,Cosmatos,George Pan,1941,,Greece,Ty(Advt),
daCosta,ADP,MdC,@1958-1962,da Costa,Morton,,1989,,,
CostaGavras,DW,CCG,@1965-1998,Costa-Gavras,Constantin,1933,,Greece,,
Costner,AD,KeC,@1990,Costner,Kevin,1955,,USA,,,Cottard,D,xCo,@1994,Cottard,gn,,,,Ty(TV),cr
Cotter,D,ICt,@1979,Cotter,John,,,USA,,
Coutinho,D,ECo,@1960-1984,Coutinho,Eduardo,,,Brazil,Ty(Cinema Novo),
Coward,AWCD,NC,@1941-1969,Coward,Sir Noel,1899,1973,Great Britain,,
A.Cox,DW,ACx,@1984,Cox,Alex,,,Great Britain,,
J.Cox,C,,1928-1938,Cox,Jack,,,Great Britain,,
P.Cox,D,PCx,@1981-1994,Cox,Paul,,,Australia,,
Crabtree,D,ACt,@1958,Crabtree,Arthur,,,,,
Crain,D,WlC,@1972,Crain,William,,,,,
Crane,D,PCr,@1973,Crane,Peter,,,USA,,
J.Craven,D,JCr,@1994,Craven,Jay,,,USA,,
W.Craven,WD,WCr,@1970-1988,Craven,Wes,1939,,USA,Ty(Horror),
Ch.Crichton,D,ChC,@1944-1965,Crichton,Charles,1910,,Great Britain,,
M.Crichton,WAD,MiC,@1973-1981,Crichton,Michael,,,Great Britain,,
Crombie,D,DCb,@1983,Crombie,Donald,,,,,
Cromwell,DA,ICr,@1929-1961,Cromwell,John,1888,1979,USA,,
Cronenberg,D,DCr,@1970-1986,Cronenberg,David,1948,,Canada,Nt(not Cronenburg),
Floyd~Crosby,C,,1930-1980,Crosby,Floyd,,1985,USA,"Pa(David Crosby; M,of Crosby, Stills, and Nash)",
Crosland,D,AC,@1923-1935,Crosland,Alan,1894,1936,USA,,
Crosland~jr,D,ACj,@1960,Crosland,Alan~jr,[1],,USA,Ch(Alan Crosland?) Ww(Hitchcock),
C.Crowe,BWD,CCw,@1989-1992,Crowe,Cameron,,,USA,,
Ch.Crowe,D,CCr,@1988-1992,Crowe,Christopher,,,,,
Cruise,AD,TCr,@1993,Cruise,Tom,,,USA,,
Cruper,D,MeC,@1996,"Cr\""uper",Melanie,,,Germany,Ty(Porn),
Cruze,AD,JaC,@1906-1938,Bosen,Jens Cruz (James),1884,1942,Denmark,,
Crystal,D,BCr,@1992,Crystal,Billy,,,USA,Mainly(A),
Cuaron,D,ACu,@1990,Cuaron,Alfonso,,,,,
Cukor,PD,GC,,Cukor,George,1899,1983,USA,St(MGM) Inf(Hitchcock),
I.Cummings,D,IrC,@1925-1951,Cummings,Irving,1888,1959,USA,,
J.Cummings,P,,1935-1964,Cummins,Jack,1900,,USA,St(MGM),
Cundieff,DAW,RuC,@1994-1997,Cundieff,Rusty,,,USA,,
Cunha,PD,RCu,@1958-1961,Cunha,Richard (Dick),,,USA,,
Cunningham,D,SSC,@1980-1983,Cunningham,Sean S.,[1],,USA,Nt(Stanford 63),
D.Curtis,PD,DCs,@1970-1983,Curtis,Dan,1928,,USA,Ty(horror),
E.Curtis,D,ECs,@1914,Curtis,Edward S.,,,USA,Ty(Docu),
Richard~Curtis,W,,@1994,Curtis,Richar,1958,,USA,,
Curtiz,D,C,@1919,Kertesz,Mihaly (Michael),1888,1962,Hungary,,
Cutts,D,GCt,@1920-1926,Cutts,Graham,1885,1958,Great Britain,Inf(Hitchcock) Nt(some films assigned to Hitchcock) Er(dow),
Cybulski,D,,@19dd,,Cybulski,Zbignew,,,Polando,
Czinner,PD,PCz,@1932-1966,Czinner,Paul,1890,197x,Hungary,"Ty(Opera, Ballet) Mt(Elisabeth Bergner)",
