Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Altman,DWP,RAl,@1955-1982,Altman,Robert,1922,,USA,Ww(Hitchcock),
Amadio,D,SiA,@1960,Amadio,Silvio,,,Italy,,
Amaral,D,SuA,@1985,Amaral,Suzana,,,Great Britain,Gd(F),
Amelio,D,GnA,@1993-1996,Amelio,Gianni,19xx,,Italy,,
Amenabar,D,AAm,@1999,Amenabar,Alejandro,19xx,19yy,Spain,,
Amurri,WD,FAm,@1989-1994,Amurri,Franco,,199x,Italy,,
Amiel,PD,JoA,@1990-1993,Amiel,Jon,[1],,,,
Anders,D,AAn,@1992-1194,Anders,Allison,,,,,
Andersen,D,ToA,@1974,Andersen,Thom,19xx,,USA,Ty(Docu),
B.Anderson,D,BdA,@1996,Anderson,Brad,,,USA,Er(yr),
K.Anderson,D,KuA,@1991,Anderson,Kurt,,,,Er(yr),
Lr.Anderson,D,LrA,@1991,Anderson,Laurie,,,,,
L.Anderson,DA,LiA,@1953-1987,Anderson,Lindsay,1923,1994,Great Britain,Also(critic),
M.Anderson,D,MiA,@1950-1982,Anderson,Michael,1920,,Great Britain,,
P.Anderson,WD,PTA,@1997,Anderson,Paul Thomas,19xx,,USA,Ty(porn),
S.Anderson,D,SvA,@1992,Anderson,Steve,,,USA,,
W.Anderson,D,WeA,@1996,Anderson,Wes,,,USA,,
deAndrade,D,JPd,@1962-1969,de b,Joaquim Pedro,,,Brazil,Ty(Cinema Novo),
G.Andre,D,,@1911,Andre,Henri,19xx,,France,,
Andre,D,RAn,@19dd,Andre,Raoul,1916,1992,France,,
Angel,D,MxA,@1975,Angel,Mikel,,,,,
Angelidi,D,AAg,@1985,Angelidi,Antoinetta,,,Greece,,
Angelo,DW,YvA,@1995,Angelo,Yves,19xx,,France,,
Angelopoulos,D,TAn,@1970-1998,Angelopoulos,Theo,1935,199x,Greece,,
Angelou,D,MaA,@1998,Angelou,Maya,1928,199x,USA,,
Annakin,D,KeA,@1946-1982,Annakin,Ken,1914,,Great Britain,,
Annaud,D,JJA,@1971-1992,Annaud,Jean-Jaques,[1],,France,,
Anouilh,BW,,1947-1964,Anouilh,Jean,1910,,France,,
Antel,D,yAn,@1988,Antel,gn,19xx,,Austria,,
Anthony,DA,JAn,@1956-1972,Deuster,Joseph,1912,,
Antonijevic,D,PAn,@1998,Antonijevic,Peter,,,,,
Antonio,AD,LAn,@1985,Antonio,Lou,*,,USA,,
Antonioni,D,MA,@1950-1982,Antonioni,Michelangelo,1912,,Italy,,
Apostoloff,DP,StA,@1965,Apostoloff,Stephen C.,,,,,
Apted,D,MAp,@1964-1994,Apted,Michael,1941,,Great Britain,Ty(Docu),
Aragon,D,MGA,@1982,Aragon,Manuel Guiterrez,,,Spain,,
Araki,DWCE,GrA,@1988,Araki,Gregg,19xx,,USA,,
Aranda,D,VAr,@1992,Aranda,Vincente,,,Spain,,
Arau,D,AfA,@1992,Arau,Alfonso,,,,,
Arcand,D,DeA,@1989,Arcand,Denys,[1],,Canada,,
Archainbaud,D,GAr,@1919-1953,Archainbaud,George,1890,1959,USA,Ty(West),
Ardolino,D,EAr,@1987-1993,Ardolino,Emile,,,,,
Argento,DW,DaA,@1970-1991,Argento,Dario,1943,,Italy,Ty(thrillers) InB(Hitchcock),
Argyle,DP,IAg,@1931-1950,Argyle,John,1911,,Great Britain,,
Aristarain,D,AAt,@1990,Aristarain,Adolfo,19xx,,\Ur ugay,,
Aristov,D,ViA,@1990,Aristov,Voktor,,,Russia,,
Arkush,D,AAR,@1979-1981,Arkush,Allan,[1],,USA,,
Arkoff,P,,1953-1979,Arkoff,Samuel Z.,1919,,USA,Fd(AIP),
Arlen,D,MAr,@1927-1928,Arlen,Michael,[1],,,Er(dow),
Arliss,WD,LAr,@1942-1955,Arliss,Leslie,1901,,Great Britain,,
Armitage,D,GeA,@1990-1997,Armitage,George,[1],,,,
Armstrong,D,GiA,@1979-1994,Armstrong,Gillian,1952,,USA,Ge(F),
Arnold,D,JA,@1953-1976,Arnold,Jack,1916,,USA,,
Aronofsky,D,DAr,@1998,Aronofsky,Darren,,,,,
Arslan,D,YiA,@1992,Arslan,Yilmar,19xx,,,,
Arthur,D,KaA,@1991,Arthur,Karen,,,USA,Ty(TV) Gd(F),
Robert~Arthur,P,,1968,Arthur,Robert T.,,,USA,,
Arzner,D,DAz,@1927-1943,Arzner,Dorothy,1900,1979,USA,Gd(F),
Ascot,D,AnA,@1980,Ascot,Anthony,[1],,USA,,
Ashby,DE,HAs,@1970-1982,Ashby,Hal,1936,1988,USA,,
R.Asher,DWP,RAs,@1959-1966,Asher,Robert,1915,,Great Britain,,
W.Asher,D,WAr,@1948-1966,Asher,William,1919,,USA,Mt(Elizabeth Montgomery),
Ashton,GD,FAs,@1971,Ashton,Sir Frederick,,,Great Britain,,
Asquith,D,AA,@1928,Asquith,Anthony `Puffin',1902,1968,Great Britain,,
Assayas,D,OlA,@1990-1997,Assayas,Oliver,19xx,,France,,
Atkins,D,ThA,@1934,Atkins,Thomas,[1],,USA,,
Attenborough,APD,RA,@1942-1996,Attenborough,Sir Richard,1923,,Great Britain,,
Attias,D,DnA,@1985,Attias,Daniel,,,,,
Audry,D,JqA,@1948-1966,Audrey,Jaqueline,1908,1977,France,Gd(F),
Auer,D,IHA,@1935-1957,Auer,John H.,1909,1975,Hungary,Ty(B-films),
Auger,D,MAu,@1944-1977,Auger,Kenneth,1932,,,,
August,WD,BiA,@1988-1997,August,Bille,[1],,Denmark,Mt(Pernilla Ostergren),
Aurel,D,JAu,@1969-1970,Aurel,Jean,19xx,,France,,
Auster,WD,PAu,@1998,Auster,Paul,,,USA,,
Austin,D,RAu,@1970-1983,Austin,Ray,19xx,,,,
AutantLara,D,CAL,@1933-1970,Autant-Lara,Claude,1903,,France,"Ty(stylish, romantic dramas)",
Auzins,D,IoA,@1983,Auzins,Igor,[1],,USA,,
Avati,D,PuA,@1990,Avati,Pupi,[1],,Italy,,
Avedis,D,HAv,@1981,Avedis,Howard,[1],,USA,,
Averback,D,HyA,@1970-1984,Averback,Hy,1924,,USA,"Ty(Comd,TV)",
J.G.Avildson,D,IAv,@1967-1983,Avildson,John G.,1936,,USA,,
T.Avildson,D,TAv,@1982,Avildson,Tom,[1],,USA,,
Avnet,WDP,JAv,@1991,Avnet,Jon,19xx,,,,
Axelman,D,xAx,@1969,Axelman,,[1],,Sweden,,
G.Axelrod,WPD,GAd,@1966-1968,Axelrod,George,1922,,USA,Ty(Comd),
Axelrod,D,GAx,@1988,Axelrod,Gxx,[1],,Scandinavia,Er(lost),
Ayca,D,EAy,@1988,Ayca,Engin,,,Turkey,,
