Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
G.Thomas,D,GTh,@1957,Thomas,G.,,,Great Britain,Ty(slapstick),
R.Thomas,D,RaT,@1948-1983,Thomas,Ralph,1915,,Great Britain,Ww(Betty Box),
R.L.Thomas,D,RLT,@1981-1983,Thomas,Ralph L.,,,USA,,
P.Thomas,D,PTh,@1988,Thomas,Pascal,,,France,,
Thome,WD,RuT,@1964-1998,Thome,Rudolf,,,Germany,,
E.Thompson,D,ETh,1971,Thompson,Eric,1929,1982,Great Britain,,
F.Thompson,D,,1915,Thompson,Fred,,,,Ww(DeMille),
LeeThompson,AWD,JLT,@1950-1984,Thompson,J.Lee,1914,,Great Britain,,
Thornton,AD,BBT,@1999,Thornton,Billy Bob,,,USA,,
J.Thorpe,PD,JTh,@1967,Thorpe,Jerry,,,,,
R.Thorpe,DP,RTh,@1928-1967,Thorpe,Rollo Smolt (Richard),1896,1991,USA,,
Till,D,ETi,@1981-1997,Till,Eric,,,USA,,
Tillman,D,GTi,@1997,Tillman,George ~jr.,,,USA,,
Timars,D,PTi,@1989,Timars,Peter,,,Hungary,,
Tinling,D,JTg,@1927-1952,Tinling,James,1889,1967,USA,Er(Tingling),
Tiomkin,M,,1933-1971,Tiomkin,Dmitri,1899,1979,Russia,,
Tisch,P,,1997-1999,Tisch,Steve,,,USA,Ch(Preston Robert Tisch; chair Loews Corp.) Ch(Si(Laurence Alan Tisch)),
Toback,WD,JTo,@1978-1990,Toback,James,1944,,USA,,
Tognazzi,D,RTo,@1994,Tognazzi,Ricky,,,,,
Tokar,D,NoT,@1965-1975,Tokar,Norman,,,USA,,
Toledo,D,STo,@1986,Toledo,Sergio,,,Great Britain,,
Tolkin,D,MTo,@1985,Tolkin,Michael,,,USA,Er(dow),
George~Tomasini,E,,1964-1979,Tomasini,George,,,,Ww(Hitchcock),
Tong,VD,SnT,@1990,Tong,Stanley,,,Hong Kong,Ty(KungFu),
Topper,D,BuT,@1963,Topper,Burt,,,USA,,
Tornatore,D,GTo,@1989-1996,Tornatore,Guiseppe,1955,,Italy,,
Toubiana,D,SgT,@1994,Toubiana,Serge,,,,,
Toure,D,MuT,@1991,Toure,Moussa,,,,,
Tourjansky,D,xTo,@1932,Tourjansky,gn,,,,,
M.Tourneur,WD,MaT,@1912-1917,Tourneur,Maurice,,,France,,
J.Tourneur,D,JqT,@1939-1977,Tourneur,Jaques,1904,1977,France,"Ty(noir, scary)",
Towers,PW,,1974,Towers,Harry Alan,,,Great Britain,Alias(Peter Welbeck),
Towne,WD,RT,@1982-1998,Towne,Robert,,,USA,,
Towsend,D,RtT,@1987,Townsend,Robert,,,USA,,
Toye,D,WTy,@1952,Toye,Wendy,,,Great Britain,,
Tozum,WD,ITo,@1989,"T\""oz\""um",Irfan,,,Turkey,,
Trayger,D,MkT,@1994,Trayger,Mike,,,,Er(fn),
Tramont,D,JnT,@1981,Tramont,Jean-Claude,,,,,
Trauberg,D,IyT,@1929,Trauberg,Ilya,,,,,
Travers,D,AlT,@1947,Travers,Albert,[1],,Great Britain,,
Treut,D,MoT,@1985-1992,Treut,Monica,[1],,Germany,Gd(F),
Trent,D,ITr,@1980,Trent,John,[1],,Canada,,
Triana,D,JAT,@1966,Triana,Jorge Ali,,,Columbia,,
Trikonis,D,GTr,@1980-1981,Trikonis,Gus,,,,,
Troche,D,RTr,@1994,Troche,Rose,1964,,USA,Gd(F),
Troell,DCW,JTl,@1965-1979,Troell,Jan,1931,,Sweden,Ww(Bo Widerberg),
Troisi,D,MTs,@1991,Troisi,Massimo,,,Italy,,
Tronson,D,RoT,@1962-1964,Tronson,Robert,1924,,Great Britain,,
Trousdale,D,GaT,@1985,Trousdale,Gary,1961,,USA,Ty(Cart),
Trueba,D,FTr,@1994,Trueba,Fernando,,,,,
Truffaut,D,FT,@1958-1983,Truffaut,Francois,1932,1984,France,"Ty(New wave) Also(critic) Lw(, Fanny Ardent)",
Truman,ED,MT,@1954-1963,Truman,Michael,1916,,Great Britain,,
Trumbo,WD,DaT,@1971,Trumbo,Dalton,,1977,USA,"Aw(AA posthumously 1993) Note(Went to jail, write under Alias due to HUAC investigation)",
Trumbull,DP,DTr,@1971-1983,Trumbull,Douglas,[6],,,,
Tryon,DA,,,Tryon,Glenn,,,USA,,
Tsukamoto,WDCEA,ShT,@1989,Tsukamoto,Shinya,,,Japan,"Inf(Cronenburg, D.Lynch, Raimi)",
Tsukerman,D,SlT,@1983,Tsukerman,Slava,,,Russia,,
Tucci,AWD,STu,@1997,Tucci,Stan,,,,,
Tuchner,D,MiT,@1971-1990,Tuchner,Michael,,,Great Britain,,
A.Tucker,D,ATk,@1998,Tucker,Anand,,,,Ty(BioP) A(Emily Watson),
Tucker,D,xTu,@1954,Tucker,xgn,,,,,
Tuggle,D,RTu,@1984,Tuggle,Richard,[1],,USA,,
Tully,D,MgT,@1968,Tully,Montgomery,,,Great Britain,,
Turman,PD,LTu,@1971-1982,Turman,Laurence,,,USA,,
Turner,D,ATu,@1989,Turner,Ann,1961,,Australia,Gd(F),
Turtletaub,D,JTu,@1993,Turtletaub,Jon,,,,Er(dow),
Turturro,D,ITu,@1985-1993,Turturro,John,,,,,
Tuttle,D,FTu,@1927-1956,Tuttle,Frank,1892,1963,USA,,
Twoohy,D,DTw,@1996,Twoohy,David,,,USA,,
Tykwer,WD,TTy,@1998,Tykwer,Tom,,19yy,Germany,,
Tzavellas,D,GTz,@1955-1961,Tzavellas,Giorgos,,,Greece,,
