Ref_name,codes,Did,years,last_n,first_n,dob,dod,bkgd,notes,
Moss~Hart,D,,@19dd,bn,gn,1904,1961,USA,Mt(Kitty Carlisle) Ty(stage),
Hartley,WD,HlH,@1990-1991,Hartley,Hal,,,USA,,
Hartman,WPD,DHa,@1947-1951,Hartman,Don (Samuel),1901,1958,USA,Ty(Comd),
A.Harvey,D,AHv,@1968,Harvey,Anthony,,,USA,,
R.Harvey,D,RHv,@1987,Harvey,Rupert,,,,,
Hathaway,D,HHa,@1932-1972,Hathaway,Henry,1998,,USA,,
Haskin,DC,ByH,@1927-1967,Haskin,Byron,1899,,USA,Ty(SciFi),
Hassani,D,LiH,@1990,Hasani,Linda,,,,,
Hastrup,D,JHa,@1998,Hastrup,Jannik,,,Denmark,,
Hatta,WD,KHt,@1993,Hatta,Kayo,,,USA,Ge(F) Nt(Stanford graduate),
Haynes,D,THy,@1989-1995,Haynes,Todd,,,,,
Hawks,WEDP,HH,@1926-1970,Hawks,Howard,1896,1977,USA,"Mt(Ethel Shearer; Si(Norma Shearer; A; Nancy Gross ""Slim"") Aw(AA Honorary 1974)",
Hawn,D,GHa,@1998,Hawn,Goldie,,,,,
Hayers,ED,SHa,@1958-1974,Hayers,Sidney,1921,,Great Britain,,
J.M.Hayes,W,,1954-1966,Hayes,John Michael,1919,,USA,Ww(Hitchcock),
Edith~Head,V,,1940,Head,Edith,,1981+,USA,ty(costume designer) Mt(Bill Ihnen; V),
Heap,D,JHp,@1993,Heap,Jonathan,,,USA,,
Hecht,BWDP,BeH,@1935-1946,Hecht,Ben,1894,1964,USA,Ww(Hitchcock) Ww(Charles MacArthur) Nt(Author),
Heckerling,D,AmH,@1982,Heckerling,Amy,,,USA,Gd(F),
Hedden,D,RgH,@1998,Hedden,Roger,,,,,
Heer,D,JoH,@1985,Heer,Johanna,,,Austria,Er(dow) Gd(F),
Heerman,D,ViH,@1920-1930,Heerman,Victor,1892,,USA,Or(fam:Great Britain),
Heffron,D,RHf,@1976,Heffron,Richard T.,,,USA,Er(Robert T.),
Heisler,D,StH,@1941-1950,Heisler,Stuart,,,USA,Er(dow),
D.Heller,D,DHe,@1970,Heller,Daniel,[1],,,,
O.Heller,C,,1936-1970,Heller,Otto,1896,1970,Czechoslovakia,,
Hellinger,WP,,1946-,Hellinger,Mark,1904,1948,USA,St(Universal),
J.Hellman,DP,JeH,@1966,Hellman,Jerome,,,USA,,
M.Hellman,D,MoH,@1972-1977,Hellman,Monte,,,USA,Ww(Corman),
O.Hellman,D,OlH,@1977,Assonitis,Sonia (Oliver),,,Italy,,
Hemecker,D,RHk,@1993,Hemecker,Ralph,,,,,
Hemings,AD,DaH,@1972-1978,Hemmings,David,1941,,USA,,
Hendrie,D,JHd,@1989,Hendrie,James,,,,,
Henkel,D,KHe,@1997,Henkel,Kim,,,,,
Henley,D,HoH,@1930,Henley,Hobart,,,USA,,
Hennenlotter,D,FHe,@1981-1990,Hennenlotter,Frank,,,USA,Ty(Horr),
A.HenningJensen,DA,AHJ,@1943-1978,Smahl,Astrid,1914,,,Mt(B.HenningJensen) Gd(F),
B.HenningJensen,DWA,BHJ,@1941-1975,Henning-Jensen,Baree,1908,,Denmark,Mt(A.HenningJensen),
Henreid,ADP,PaH,@1951-1965,von Henreid,Paul George Julius,1907,,Austria,"Or(born in Italy) Ww(Hitchcock, TV)",
Henriques,D,JHq,@1998,Henriques,Julian,,,,,
Henry,WDA,BuH,@1978,Henry,Buck,,1992+,USA,,
Cheryl~Henson,P,,1990,Henson,Cheryl,1951,,USA,Ch(Jim~Henson),
Jim~Henson,P,,1990,Henson,Jim,,1989,USA,Ww(disney) Ty(Muppets),
R.Henson,D,RHe,@1990,Henson,Robbie,,d,USA,,
Henzell,D,PHz,@1973,Henzell,Perry,,,Jamaica,,
Herbrich,D,OvH,@1993,Herbrich,Oliver,,,Germany,,
Herek,D,SHk,@1993-1998,Herek,Stephen,,,,,
Herk,DPWA,HHe,@1962,Harvey,Harold `Herk',1924,,USA,Nt(one feature) Ty(Docu) St(Centron),
Hermosillo,D,JHH,@1988,Hermosillo,Jaime Humberto,,,Mexico,,
Heroux,D,DHx,@1980,Heroux,Denis,,,USA,,
Herrington,D,RHr,@1992,Herrington,Rowdy,,,USA,,
Herrmann,M,,1941-1976,Herrmann,Bernard,1911,1975,,Ww(Hitchcock; 22 times),
Herskovitz,D,MaH,@1993-1998,Herskovitz,Marshall,,,USA,,
Herz,D,xHe,@1982,Herz,,[1],,,,
Herzog,D,WH,@1967-1999,Herzog,Werner,1942,,Germany,Ty(New Wave),
Herman,D,JHe,@1968,"J,Herman",Jean,,,France,,
Herman,WD,MHe,@1997,M.Herman,Mark,,,,,
Herrmann,M,,,Herrmann,Bernard,,,,Ww(Hitchcock),
Hessler,D,GoH,@1961-1978,Hessler,Gordon,1930,,USA,"St(\loc{Great Britain ) Ww(Hitchcock, TV)",
Heston,AD,CH,@1971-1982,Carter,John Charlton,1924,,USA,,
Heumann,D,EHe,@1998,Heumann,Eric,,,,,
Hewitt,D,PHw,@1991,Hewitt,Pete,,,USA,,
Heyes,WD,DoH,@1966,Heyes,Douglas,,,USA,,
Heyward,P,,1964,Heyward,Loius M.,,,,,
Hibbs,D,JHi,@1953-1958,Hibbs,Jesse,1906,,USA,Ty(West),
Se.Hicks,PAWD,SeH,@1922-1948,Hicks,Sir Seymour,1871,1949,Great Britain,,
Sc.Hicks,D,ScH,@1996,Hicks,Scott,,,,,
Higgins,DW,CoH,@1971-1982,Higgins,Colin,,,USA,Nt(Stanford '61),
B.Hill,D,BHl,@1940,Hill,Bob,,,USA,,
G.Hill,D,GHl,@1923-1933,Hill,George,1888,1934,USA,,
G.R.Hill,D,GRH,@1962-1984,Hill,George Roy,1922,,USA,,
Jack~Hill,D,JkH,@1965,Hill,Jack,,,USA,Ww(Corman),
J.Hill,WD,JaH,@1947-1973,Hill,James,1919,,Great Britain,,
R.F.Hill,D,,1938,Hill,Robert F.,,,,Ww(Beebe),
R.Hill,W,,1960,Hill,Robert,,,,,
S.Hill,DW,SiH,@1920-1938,Hill,Sinclair,1894,1945,Great Britain,,
W.Hill,WDP,WHl,@1975-1993,Hill,Walter,1942,,USA,,
Hiller,D,ArH,@1957-1989,Hiller,Arthur,1923,,Canada,"Ww(Hitchcock, TV)",
Hills,D,DHi,@1983,Hills,David,,,,,
Hillyer,D,LaH,@1936,Hillyer,Lambert,,,,,
Hilton,D,AtH,@1953,Hilton,Arthur,,,,,
Himena,D,TyH,@1977,Himena,Tadeyoshi,,,Japan,,
Hinds,PW,,1965,Hinds,Anthony,,,,Alias(John Elder) Ty(Horr),
Hitchcock,DPA,H,@1925-1976,Hitchcock,Sir Alfred,1899,1981,Great Britain,"St(Paramount) Ty(Susp, Noir)",
Hirokawa,D,,1979,Hirokawa,Kazuyuki,,,Japan,Nt(CoD),
Hirokazu,D,KHi,@1990,Hirokazu,Kore-eda,,19yy,Japan,Ty(Docu),
Hirsch,P,,@1998,Hirsch,Steven,1961,,USA,Ty(Porn) St(Vivid Video),
Hirszman,D,LHz,@1964-1988,Hirszman,Leon,,1988,Brazil,Note(also fn:Hirshman) Ty(Cinema Novo),
Hoblit,D,GHb,@1996,Hoblit,Gregory,,,,Er(sp),
Hochbaum,D,WeK,@1929,Hochbaum,Werner,,,Germany,ty(Docu,
Hodges,D,MHo,@1980,Hodges,Mike,,,,,
Hodgson,C,,1909-1948,Hodgson,James Samuel,1890,1966,Great Britain,Ww(Schomburgk) Ty)Docu),
Hoellering,PWD,GHo,@1951,Hoellering,Goerge,1999,1980,Austria,,
H.Hoffman,D,HeH,@1955-1957,Hoffman,Herman,[1],,
K.Hoffman,D,KuH,@1941-1958,Hoffman,Kurt,1912,,Germany,Ty(Comd),
M.Hoffman,D,MiH,@1991,Hoffman,Michael,,,USA,,
Hofsiss,D,JHs,@1982,Hofsiss,Jack,,,USA,,
Hogan,D,DHg,@1996,Hogan,David,,,,,
J.Hogan,D,JPH,@1937-1944,Hogan,James P.,1891,1943,USA,,
P.Hogan,AWPD,PJH,@1994-1997,Hogan,Paul J.,,,Australia,Mt(Jocelyn Moorhouse),
Hal~Holbrook,P,,@1970,Holbrook,Hal,,,USA,"Mt(Josephine Piranesi, P)",
A.Holland,WD,AgH,@1988,Holland,Agnieszka,1948,,Poland,Ww(Andrzej Wajda),
T.Holland,D,THo,@1985-1989,Holland,Ted,[1],,USA,,
Holleb,D,AHo,@1988,Holleb,Alan,[1],,,Er(dow),
S.Holt,PED,SHo,@1958-1971,Holt,Seth,1923,1971,Great Britain,St(Ealing),
Honda,D,InH,@1957,Honda,Inoshiro,,,Japan,Er(USA),
Hondo,WD,MdH,@1994,Hondo,Med,,,Mauritania,,
Hong,D,EHo,@1983,Hong,Elliot,,,USA,,
Honigmann,D,HHm,@1999,Honigmann,Heddy,,,Holland,,
T.Hooper,D,ToH,@1974-1986,Hooper,Tobe,,,USA,Ty(Horr),
D.Hopper,AD,DHo,@1969-1988,Hopper,Dennis,1935,,USA,,
E.Hopper,D,EMH,@1924,Hopper,E.Mason,,,USA,,
J.Hopper,D,JHo,@1953-1970,Hopper,Jerry,1907,,USA,Ty(Actn: Kung Fu) Ww(Hitchcock),
Hooks,D,KeH,@1991,Hooks,Kevin,,,,,
A.Hopkins,D,AHp,@1996,Hopkins,Anthony,,,,,
S.Hopkins,D,SHp,@1991,Hopkins,Stephen,,,,,
Horman,D,ShH,@1981,Horman,Sherry,,,USA,Nt(works in Germany),
Horn,D,LeH,@1959-1962,Leonard,Horn,,,USA,Ww(Hitchcock; TV),
Hornblow,P,,1929-1963,Hornblow,Arthur Jr.,1893,1983,USA,St(Paramount),
Horne,D,JWH,@1920-1942,Horne,James W.,1880,1942,USA,Ty(Comd),
Horner,D,HHo,@1952-1956,Horner,Harry,,,USA,St(FilmMakers),
Hoskins,AWD,BHo,@1989,Hoskins,Bob,,,USA,,
Hossein,DA,RHn,@1964,Robert,Hossein,,,France,Er(France?),
Houck,D,JHj,@1976,Houck,"Joy, jr.",,,USA,,
Hough,D,IHk,@1971,Hough,John,,,USA,,
Houseman,D,IHm,@1980,Houseman,John,,,USA,Er(last\_name),
Houston,D,RoH,@1980,Houston,Robert (Bobby),,,USA,,
L.Howard,APD,LHo,@1941-1943,Stainer,Leslie,1890,1943,Hungary,Mainly(A),
C.Howard,DW,CHo,@1969-1976,Howard,Cy,1915,,USA,,
R.Howard,AD,RHo,@1982-1989,Howard,Ronald,1953,,USA,Also(child actor Ronny),
W.K.Howard,D,WKH,@1924-1943,Howard,William K.,1899,1954,USA,,
Howe,CD,JmH,"@1952, 1917-1975",Wong,Tung Jim,1899,1976,China,Nt(given\_name translated to James),
Howell,AD,CTH,@1996,Howell,C. Thomas,,,USA,,
Howitt,D,PHo,@1998,Howitt,Peter,,,,,
Howley,D,IHo,@1993,Howley,John,,,,Ty(Cart),
Hsiaahsien,D,HHH,@1995,Hsiaa-hsien,Hou,,,Taiwan,,
Hubbard,D,LuH,@1928-1929,Hubbard,Lucien,,,USA,,
R.Hudlin,D,RnH,@1990,Hudlin,Reginald,,,,,
W.Hudlin,D,WnH,@1990,Hudlin,Warrington,,,,,
H.Hudson,D,HuH,@1982-1984,Hudson,Hugh,[1],,,,
Alb.Hughes,D,AbH,@1992,Hughes,Albert,1973,,USA,,
All.Hughes,P,,@1992,Hughes,Allen,1973,,USA,Si(Alb.Hughes),
B.Hughes,D,BHu,@1997,Hughes,Bronwen,,,,,
H.Hughes,PD,HHu,@1930-1948,Hughes,Howard,1905,1976,USA,"Mt(Jean Peters) Lw(Jean Harlow, Jane Russell) St(RKO 1948-1954)",
J.Hughes,WD,IHu,@1984-1987,Hughes,John,,,Great Britain,Alias(Edmond Dantes),
K.Hughes,D,KHu,@1952-1978,Hughes,Ken,1922,,Great Britain,,
T.Hughes,D,THg,@1991,Hughes,Terry,,,,,
Hui,D,AHu,@1983-1990,Hui,A.,,,,Nt(lost?),
Huffman,AD,DHu,@1999,Huffman,Dustin,,,USA,,
Humberstone,D,HBH,@1932-1983,Humberstone,H.Bruce,1903,,USA,"Ty(action, musicals)",
Humphrey,D,WmH,@1911,Humphrey,William,,,USA,,
Hunebelle,D,AHb,@1965,Hunebelle,Andre,,,France,,
Hung,DW,TrH,@1993-1997,Hung,Tran Anh,,,Vietnam,,
Hunt,ED,PHt,@1969-1983,Hunt,Peter,1928,,Great Britain,,
R.Hunter,AP,RHu,,Fuss,Martin (Ross),1921,,USA,,
T.Hunter,D,THu,@1980-1987,Hunter,Tim,,,USA,,
Huntgeburth,DW,HrH,@1991,Huntgeburth,Hermine,,,Germany,Gd(F),
G.A.Hurd,PW,,1977-1989,Hurd,Gale Ann,,,USA,Nt(Stanford '77) Mt(J.Cameron) Gd(F),
Hurst,D,BDH,@1936-1950,Hurst,Brian Desmond,,,Great Britain,,
xHussein,D,xHu,@1948,Hussein,gn,,,India,,
W.Hussein,D,WHu,@1963-1995,Hussein,Waris,1938,,India,Ty(TV),
D.Huston,D,DH,@1987,Huston,Danny,,,USA,Ch(John Huston),
J.Huston,D,IH,@1941-1987,Huston,John,1906,1987,USA,"Ch(Walter Huston) Mt(1,2,3, Ricki Soma,)",
B.Hutton,D,BGH,@1970-1983,Hutton,Brian G.\,,,USA,,
T.Hutton,D,TiH,@1998,Hutton,Timothy,,,USA,,
Hyams,DPW,PHy,@1972-1992,Hyams,Peter,1943,,USA,,
Hytner,D,NHy,@1994-1998b,Hytner,Nicholas,,,Great Britain,,
